,Criptos Close eos_loss,Criptos Close eos_val_loss
0,0.014257821821789632,0.18987236591591233
1,0.007248250366156471,0.14362363431645536
2,0.004769247244700961,0.11030036450802595
3,0.005084308806335789,0.09075220391668122
4,0.0059120203743035765,0.08226780576267462
5,0.005994426215003277,0.08020292839099621
6,0.005503895371381579,0.08022621770699818
7,0.004910730799638677,0.07945271949658449
8,0.0044191974086751195,0.07669784454093583
9,0.004035733044736259,0.07211387842551045
10,0.0037372179527435153,0.0665264246107518
11,0.0035035843952912196,0.06081855862305082
12,0.0033063592921792604,0.05559036135673523
13,0.0031116380805856197,0.05097338728521062
14,0.002901169219878556,0.04683930084280584
15,0.0026750199940997637,0.04299540971887523
16,0.002442936319322593,0.03923929902328842
17,0.0022155703125714228,0.0355115520885621
18,0.0020000180818311787,0.031829983424181224
19,0.0017977200593028602,0.028274888322613705
20,0.0016075908674740757,0.02491287989863034
21,0.0014279439882107679,0.021780152473298984
22,0.0012579516323026397,0.018894702924051505
23,0.0010973545267706972,0.01623269560179491
24,0.0009480808023898594,0.013799715958450032
25,0.0008115080137062689,0.01159359865832603
26,0.0006882874428926185,0.009622673664627403
27,0.0005783637575457279,0.007888802616246816
28,0.0004814365161475779,0.006386957195555341
29,0.00039718248720826775,0.005109016087719764
30,0.0003248428766637099,0.004038774986462346
31,0.00026390868728851964,0.0031580356185206735
32,0.00021341579548757653,0.002447706797085274
33,0.00017232506772792288,0.0018867958074799557
34,0.0001395096466809661,0.0014537936906148304
35,0.00011376881300894565,0.0011283596174727227
36,9.399893457450015e-05,0.0008902025152126263
37,7.909203607899447e-05,0.0007210383606517965
38,6.807289733926113e-05,0.0006049854149667268
39,6.011294166894694e-05,0.0005285581527010206
40,5.4475700652665704e-05,0.00048081457598841395
41,5.05654439704771e-05,0.0004531227309128334
42,4.79058030525747e-05,0.00043885502161393903
43,4.6137433197020135e-05,0.00043315303628332913
44,4.498484532245777e-05,0.000432568491535561
45,4.4249341013271294e-05,0.00043476190673583456
46,4.378925678929068e-05,0.00043821707334444355
47,4.3507170756066474e-05,0.0004419968951889581
48,4.333753021528955e-05,0.00044558187491720776
49,4.323735014748246e-05,0.00044871694756265
50,4.317910083798403e-05,0.00045130864901725073
51,4.314561968270539e-05,0.00045336438436596385
52,4.312661747399975e-05,0.000454937316605757
53,4.3115882342146046e-05,0.00045610073921752386
54,4.310966428367946e-05,0.0004569347526332171
