,Trends trend_monero_loss,Trends trend_monero_val_loss
0,0.0008550772634827389,0.1445986949480497
1,0.001327143767132209,0.1254194057904757
2,0.0013249612932738203,0.11963766584029564
3,0.0009833517117210878,0.11115598220091599
4,0.0007558925437758892,0.09784183708521035
5,0.0006392587495681185,0.08384423760267404
6,0.00059974264093818,0.07246548510514773
7,0.0005522477171885279,0.0636902004480362
8,0.00047394080432310986,0.05583936835710819
9,0.0003967193613509433,0.04801874321240645
10,0.00034063901358212414,0.04065591268814527
11,0.00030264275847002864,0.0343725595336694
12,0.00026966674004842597,0.029170950444845054
13,0.00023856488853478088,0.02473462143769631
14,0.00021388539775776176,0.02094247965858533
15,0.00019684999278979376,0.017842767043755606
16,0.00018446039981566943,0.015407586040405126
17,0.00017425884764704207,0.013488893468792621
18,0.00016607327947545296,0.011963703597967442
19,0.0001597145800098168,0.010775665537669109
20,0.00015408501293187818,0.009855164501529474
21,0.00014863091200822964,0.009122896796235671
22,0.00014335062923447156,0.008527110545681072
23,0.00013816604685136833,0.008034132421016693
24,0.00013294286915110066,0.007611258241992731
25,0.00012770669295255525,0.007233455633887878
26,0.00012251795068060837,0.006886569783091545
27,0.00011737279867072805,0.006560058404619877
28,0.0001122797094957115,0.006245956254693178
29,0.00010726720686831798,0.00594078298085011
30,0.00010234002100053028,0.005642891145096376
31,9.749807885292775e-05,0.005350754166451784
32,9.276134173538034e-05,0.00506556463929323
33,8.811949345936927e-05,0.004787428447833428
34,8.35828331428974e-05,0.004516885257684267
35,7.916254365297321e-05,0.00425515746554503
36,7.485077619024266e-05,0.004002108381917844
37,7.066319337284837e-05,0.0037585448903533127
38,6.66001973373708e-05,0.0035248745519381305
39,6.266402586054307e-05,0.0033006413051715265
40,5.8868334375662154e-05,0.003086429375868577
41,5.520881341698651e-05,0.002882232925353142
42,5.169044841470448e-05,0.002687787386373832
43,4.8319681809516624e-05,0.0025034423630971173
44,4.509783040982886e-05,0.002329050240894923
45,4.202608831222348e-05,0.0021644961088895798
46,3.9106958446119767e-05,0.002009636901605588
47,3.634289616736798e-05,0.001864469377323985
48,3.373212138495337e-05,0.0017287450161977457
49,3.127573402777601e-05,0.0016022935294761108
50,2.8972344178048213e-05,0.0014849304436491085
51,2.6820927115085607e-05,0.0013764342293143272
52,2.481690808053827e-05,0.0012764374080758828
53,2.2960068026105335e-05,0.001184744115632314
54,2.124454854660703e-05,0.0011010058224201202
55,1.9667219021357596e-05,0.001024912496527227
56,1.8221030481632064e-05,0.0009559718533777273
57,1.6902992823676097e-05,0.0008939128960124576
58,1.5705276452466093e-05,0.0008382980640117938
59,1.4622085717956697e-05,0.0007887053876542128
60,1.3646753219430908e-05,0.0007447189955900495
61,1.277264744623188e-05,0.0007059182076213452
62,1.1992438955460853e-05,0.0006718669588176104
63,1.1299586976047767e-05,0.0006421828517117179
64,1.0686373396031111e-05,0.0006164450717803377
65,1.0146807583693702e-05,0.0005942899106930082
66,9.673617061987618e-06,0.0005753281562087628
67,9.261010640889603e-06,0.0005592257679941562
68,8.902455262544278e-06,0.0005456464087518936
69,8.592373135867932e-06,0.0005342832569462749
70,8.325502011967519e-06,0.0005248601620013898
71,8.096629174430676e-06,0.000517116143153264
72,7.901329599217906e-06,0.0005108188040769444
73,7.735290952181318e-06,0.0005057582255596152
74,7.594791406098431e-06,0.0005017455774717606
75,7.476349187877181e-06,0.0004986144888859529
76,7.376932654341755e-06,0.0004962182585866406
77,7.293788275301967e-06,0.0004944284580862866
78,7.2245469919625275e-06,0.0004931354196742177
79,7.167095890718673e-06,0.000492244040987526
80,7.119587263122622e-06,0.0004916739327689776
81,7.0804833810073505e-06,0.0004913560607327292
82,7.048376871282996e-06,0.0004912341559807268
83,7.022147481340933e-06,0.0004912609494147965
84,7.000761369314345e-06,0.0004913977060753566
85,6.98341894069297e-06,0.000491612228170897
86,6.969384326811661e-06,0.000491879450587126
87,6.958080943010058e-06,0.0004921789558675999
88,6.9490014049314104e-06,0.0004924950771965086
89,6.9417428414033984e-06,0.0004928153670894412
90,6.935966080863392e-06,0.0004931307138087085
91,6.931380609715304e-06,0.0004934347279441471
92,6.927768499036364e-06,0.0004937223588617948
