,Trends trend_nem_loss,Trends trend_nem_val_loss
0,0.0013590156083131855,0.19440252438557049
1,0.002244920308186003,0.18792475698408018
2,0.0018909955445353772,0.18667004202023024
3,0.0014600825721151696,0.1732220407113556
4,0.0013865526536602742,0.15920698125500324
5,0.0014300383511961492,0.1501796724628811
6,0.001318737227577439,0.14166911044889244
7,0.0011775980892106276,0.13122018112623987
8,0.0010996411875860135,0.12073917305173952
9,0.001036930806195933,0.11120820316401395
10,0.0009464041256799924,0.10175744862842166
11,0.0008535193628631532,0.0920359572349501
12,0.0007750429253936706,0.08257880726875352
13,0.0006976048659325446,0.0735300399424616
14,0.0006155993107298374,0.06467563332604968
15,0.000540023455049935,0.05620494324806308
16,0.0004685496635280919,0.04822652633032523
17,0.00040012957482052244,0.040767809422301855
18,0.0003373150053253197,0.03393530042087736
19,0.00027964690754051543,0.027777124411803633
20,0.00022775251302898915,0.022326390189695948
21,0.00018300572006139628,0.01762853675206338
22,0.0001442510217826521,0.013668944543489247
23,0.0001121839439382869,0.010419354296851256
24,8.647904148294537e-05,0.007833034746841458
25,6.636267254698621e-05,0.005834551089373995
26,5.130737578334702e-05,0.004341053784139885
27,4.044416481301897e-05,0.0032632501183985927
28,3.289223854499292e-05,0.0025112913163332653
29,2.790490146832202e-05,0.0020056747993038707
30,2.47278779072587e-05,0.0016768325460797622
31,2.2764045203706895e-05,0.0014691563479001981
32,2.1556898532290982e-05,0.0013414172519167716
33,2.0778741600224748e-05,0.0012643580548157376
34,2.0227023292850502e-05,0.001218376242486406
35,1.9772337577142177e-05,0.0011909600166403805
36,1.9354332549437834e-05,0.0011744761189122583
37,1.8939042355901802e-05,0.0011643353149233277
38,1.852022783281397e-05,0.001157902622757064
39,1.809492108098439e-05,0.001153622243037709
40,1.766658375751177e-05,0.0011506294687317054
41,1.7240237190161085e-05,0.0011484125169178795
42,1.681766676964731e-05,0.0011466878383566649
43,1.640166661402399e-05,0.001145310406496148
44,1.5994683459467518e-05,0.0011441909923595337
45,1.5596831977475158e-05,0.0011432915974085118
46,1.5208497072217894e-05,0.0011426007869645707
47,1.48310086354113e-05,0.0011421083992208577
48,1.4463666235871251e-05,0.0011418131661162642
49,1.4106806025846114e-05,0.0011417147643817973
50,1.3760352434594308e-05,0.0011418097948824818
51,1.3424052502324974e-05,0.001142095584876466
52,1.3098027334646667e-05,0.0011425671448607828
53,1.2782338386341883e-05,0.001143215520476753
54,1.2475843527493806e-05,0.00114403749731454
55,1.2180090056634163e-05,0.001145023918010233
56,1.189360466751093e-05,0.0011461687597546203
57,1.161696290490766e-05,0.0011474636396824206
58,1.1349857291966784e-05,0.0011489019846574458
59,1.1092010861243918e-05,0.0011504766567848807
