,TodasVariablesFB_n512_loss,TodasVariablesFB_n512_val_loss
0,0.0007796707988354908,0.13575620715283165
1,0.004795497075523719,0.1675977583759087
2,0.0006424533626572652,0.10672997523191546
3,0.0006752208227384066,0.07425266362665113
4,0.0003543632895847367,0.06951618650235421
5,0.00015589252426019632,0.04779499707635769
6,0.00016783655347872125,0.046336814576436666
7,0.0001360579441428523,0.04037983684746687
8,0.0001246968564704399,0.03949666834505629
9,0.000107532587313201,0.03802677445606259
10,0.00010276874281997091,0.036703057818053185
11,9.200445192092491e-05,0.03501753390512683
12,8.936335663657543e-05,0.033047994183114736
13,8.145067540155185e-05,0.03102821317955482
14,7.908011128556383e-05,0.029276480174754278
15,7.375221519561654e-05,0.027652397243814034
16,7.210808725785156e-05,0.026428387723555248
17,6.921108211255979e-05,0.025262638380027506
18,6.807981273505745e-05,0.02433358873279134
19,6.670228983487256e-05,0.023444224095110558
20,6.576909703849084e-05,0.022678288423325404
21,6.515258151801179e-05,0.02200185987051607
22,6.452276783202552e-05,0.02140874181650887
23,6.420526163814173e-05,0.02090985499599502
24,6.393972478329765e-05,0.020473649886952452
25,6.371565685801839e-05,0.020095943342432504
26,6.357978267906896e-05,0.01976959491995248
27,6.342731522779127e-05,0.019483354119660932
28,6.328324675713935e-05,0.019234719301366117
29,6.315627973334294e-05,0.01901800493317202
30,6.301559548495984e-05,0.01882632788316893
31,6.286482958552189e-05,0.018656661606986414
32,6.270408979136004e-05,0.01850442990106492
33,6.252342505786522e-05,0.018366574217403724
34,6.233563998806452e-05,0.018240499983672515
35,6.21357856680108e-05,0.01812400520694527
36,6.191755119664979e-05,0.018014124178997247
37,6.168663118338628e-05,0.01791085513339432
38,6.145085648283332e-05,0.01781148109431109
39,6.119103053313379e-05,0.01771580147718595
40,6.09313344081656e-05,0.01762239328654837
41,6.065155766242423e-05,0.017530318822958007
42,6.036660783108293e-05,0.017439464453515435
43,6.0070724700854644e-05,0.01734949611820096
44,5.9774317040227446e-05,0.017259669263100574
45,5.947354446648243e-05,0.017169081802241318
46,5.9153178280069345e-05,0.017079044887719077
47,5.881411931669909e-05,0.016988215625501613
48,5.847861276446911e-05,0.016897694030699652
49,5.8163350030937624e-05,0.0168058862370893
50,5.7830680140067076e-05,0.01671229175499771
51,5.745619502012841e-05,0.016618086125178278
52,5.7080136369124884e-05,0.01652532847490439
53,5.674736960579387e-05,0.016431623469453212
54,5.6419167333294075e-05,0.016334712670823513
55,5.6046437823756266e-05,0.01623545423888963
56,5.5618827088836054e-05,0.016138512656585245
57,5.5236201976283555e-05,0.01604307052671663
58,5.4926136922291365e-05,0.01594450733863002
59,5.459764830177373e-05,0.015839617164451474
60,5.41393434285371e-05,0.015736215228353403
61,5.364235878290901e-05,0.015640363016373608
62,5.329944223910185e-05,0.015542828524100386
63,5.3097315475129144e-05,0.015433466231281107
64,5.275486290891663e-05,0.015318154141861053
65,5.211308015239125e-05,0.01521686808598682
66,5.147766181429433e-05,0.015129778037725155
67,5.129559919495936e-05,0.015027881365207848
68,5.1406117804129104e-05,0.014894397017230426
69,5.102495858657428e-05,0.01476480463935324
70,4.9926428733324277e-05,0.014684185454975967
71,4.892981514259634e-05,0.014626434434605531
72,4.924970556556609e-05,0.01450549569827589
73,5.0314251284888554e-05,0.014307804778987958
74,4.989185103759832e-05,0.014157015941883167
75,4.776187066935495e-05,0.014156509548702761
76,4.5396122335329316e-05,0.01418697681231809
77,4.71323317559994e-05,0.014003682019543056
78,5.1642765138540726e-05,0.013616860570955621
79,5.138582846559661e-05,0.01340972804195009
80,4.904669197661079e-05,0.013665290322339485
81,4.116935229259889e-05,0.013998611079729047
82,4.5457786917955855e-05,0.013677973438762436
83,6.772271252366183e-05,0.012734361662537106
84,6.417137227205883e-05,0.012250537753166738
85,8.028555496197486e-05,0.013185552890943595
86,6.69007652106287e-05,0.014637071246758473
87,4.874903663958246e-05,0.014367610874224054
88,0.0001993403001664368,0.012135453768505538
89,0.0001596499386932393,0.010376229897634056
90,0.0002663944322810208,0.012286979366432537
91,0.000418424294359043,0.017363837281288194
92,0.00021422336743673125,0.020644029617802172
93,0.0012053905431592975,0.019056195878108178
94,0.0005064246969678524,0.010427728183721462
95,0.0012861923122208965,0.009447417897364694
96,0.00046488383884949624,0.027839409156648582
97,0.0008528161484147768,0.03642959703406519
98,4.725283866147857e-05,0.018373969572881038
99,7.648851716706205e-05,0.016994731908679502
100,6.190308418763755e-05,0.013870760167310061
101,4.441397695625124e-05,0.015659953090400736
102,4.485052767833156e-05,0.016991842584299647
103,3.605725857994927e-05,0.016273481848318713
104,4.1675465980021296e-05,0.015945647812394565
105,3.593188817786007e-05,0.01489988407351015
