,Criptos Close ethereum-classic_loss,Criptos Close ethereum-classic_val_loss
0,0.014498310998595994,0.1879314095124431
1,0.007463398084429832,0.13807379445810428
2,0.004595670292432281,0.10024012248406465
3,0.004581070877076395,0.07635681844990828
4,0.005362008575178768,0.06444756652431927
5,0.0054928170484972415,0.059938219686349235
6,0.0049899614512406544,0.058169948215457214
7,0.0043486276957281364,0.05590135706909772
8,0.003807485586663858,0.05173619956463233
9,0.003383857709216489,0.045857639833428394
10,0.0030533861952309295,0.03922365049178573
11,0.002795286436468877,0.032840621968110405
12,0.002582742847320249,0.027337502859447194
13,0.002382061342526784,0.022844308216510147
14,0.0021730548295395813,0.019164262596389342
15,0.001960483399733644,0.016040279112499337
16,0.0017578187157753214,0.013300467732137647
17,0.0015752577094425414,0.010901925860550898
18,0.001417072212869494,0.00888660875009908
19,0.0012819243958969225,0.007286568597794093
20,0.001165452287478865,0.0060882134464751375
21,0.0010641691269588538,0.005231180696630444
22,0.0009749957103410672,0.004637632200537228
23,0.0008972193905280839,0.004237483437547739
24,0.0008294210440061729,0.003973185106169903
25,0.0007701692704630524,0.003799726442573057
26,0.0007179552791559877,0.003681918188672641
27,0.000670956028223937,0.003590680182451147
28,0.0006278236583945738,0.0035047942515591094
29,0.0005877208257035149,0.003411933683372777
30,0.0005501264693876514,0.0033063279604004033
31,0.0005147335261384817,0.003186758794960962
32,0.0004812138509366597,0.003054513130337
33,0.0004493998229468841,0.002912274224619413
34,0.00041915363402657166,0.002763411062287873
35,0.0003904538383324705,0.002611234350579566
36,0.00036323173209120276,0.002458945473377732
37,0.00033750511898562825,0.0023087330547900036
38,0.00031320472303430027,0.002162541589303606
39,0.0002903073355214317,0.0020217104151245505
40,0.0002687897052463337,0.0018873084282994956
41,0.00024862361587811495,0.001759933077612485
42,0.0002297813060423145,0.0016397887883686472
43,0.00021221067361003752,0.001527021237616909
44,0.000195869729448051,0.0014217032023288053
45,0.00018073048027119888,0.0013237459151523895
46,0.00016674073655546331,0.0012329443352532454
47,0.00015385864858164978,0.001149084831149071
48,0.00014203508205888472,0.0010718543526727236
49,0.00013120733157178955,0.00100105879667761
50,0.00012133359155870557,0.0009364545072332539
51,0.00011236246289878056,0.0008776746984656857
52,0.00010423438201040223,0.000824421395322886
53,9.689663922221496e-05,0.0007763831306184674
54,9.029678035769665e-05,0.0007332117569729172
55,8.438018229408672e-05,0.0006946095067408236
56,7.90972222059553e-05,0.00066022043806854
57,7.439376726136382e-05,0.0006297426552501047
58,7.022347504637022e-05,0.0006028522132499807
59,6.653758272028196e-05,0.000579231102875937
60,6.329364761517479e-05,0.0005585671316875124
61,6.0445925074658926e-05,0.0005405957110750692
62,5.795618521026871e-05,0.000525045794054823
63,5.5787425846846284e-05,0.000511652001195812
64,5.3904686258950583e-05,0.0005001637210866073
65,5.227458623476091e-05,0.0004903654790023107
66,5.0868707472838506e-05,0.0004820596947249068
67,4.966027967614421e-05,0.0004750540387688269
68,4.862484705484547e-05,0.0004691802702533702
69,4.774075548094965e-05,0.0004642815636899108
70,4.698771000879913e-05,0.00046022534209849507
71,4.634831905071945e-05,0.0004568891974444362
72,4.5807140473886555e-05,0.0004541623986850696
73,4.535019544927382e-05,0.0004519538461476907
74,4.4965423324450466e-05,0.00045017868309849126
75,4.4642232479554356e-05,0.0004487668020896956
76,4.4371532860022016e-05,0.00044765635781611007
77,4.414526805724553e-05,0.0004467939129688017
78,4.3956559531433485e-05,0.00044613428502183024
79,4.379947817163146e-05,0.0004456396604053162
80,4.36689935730979e-05,0.00044527819016199
81,4.356077892455572e-05,0.00044502260366818683
82,4.347121728056956e-05,0.0004448485005400732
83,4.339707836685381e-05,0.000444740019524577
84,4.333588768876607e-05,0.0004446791175849222
85,4.328539455008436e-05,0.0004446555622157523
86,4.3243756962688534e-05,0.0004446587616299418
87,4.320939223853411e-05,0.0004446802047969795
88,4.318113513719076e-05,0.0004447138193866302
89,4.3157806953525e-05,0.0004447536498185076
90,4.313856593450938e-05,0.0004447970707263883
91,4.3122679131953905e-05,0.00044484096231345814
92,4.310956150032419e-05,0.00044488197830826816
93,4.309871321478484e-05,0.0004449200481256663
94,4.3089715698693784e-05,0.0004449530592289935
95,4.308224036311463e-05,0.00044498038136978345
