,CombinacionStocks_n512_loss,CombinacionStocks_n512_val_loss
0,0.0011458587787973767,0.1347258434845851
1,0.004244141285128605,0.16927712468000558
2,0.0018082513236619819,0.16760157163326556
3,0.0007477518385992601,0.1335222193827996
4,0.0017071129707171796,0.14075410595306984
5,0.0011332074735456933,0.13658860555061927
6,0.0008164229914725113,0.12103500503760117
7,0.0010687224802005892,0.1188315600156784
8,0.000863810260153304,0.11316940188407898
9,0.00073802197808758,0.10410634485574868
10,0.0007748309513912178,0.09959399241667527
11,0.0006599010700413671,0.09332483319135812
12,0.0006027222194601423,0.0867598423591027
13,0.0005716189110759073,0.08160175039218022
14,0.0004983722487500367,0.07564797309728769
15,0.0004591297183651477,0.07017627587685218
16,0.00041312718083365605,0.06499170683897458
17,0.0003666377239054642,0.05976629658387257
18,0.0003307153708122384,0.054951985295002274
19,0.00029194527059399453,0.050244036775368914
20,0.0002605538510789092,0.045843521562906414
21,0.00023036534884550536,0.04171153845695349
22,0.00020415702601894736,0.03784929502468843
23,0.0001814734580246015,0.034296148671553686
24,0.00016174320122585274,0.03104577328150089
25,0.00014536142519388633,0.028111432034235734
26,0.00013161759964602353,0.02548818949323434
27,0.00012019294417069222,0.023162671293203648
28,0.00011108780129758928,0.021126398386863563
29,0.00010352932860349448,0.019355679074159034
30,9.743406441814911e-05,0.017830661856211148
31,9.224221923012429e-05,0.016522812728698436
32,8.78361301707068e-05,0.01540641773205537
33,8.382666965189856e-05,0.014453762569106542
34,8.021038593142293e-05,0.013640448307761779
35,7.674722026142542e-05,0.012940152190052547
36,7.34732154971705e-05,0.012333419747077502
37,7.028964626862525e-05,0.01180023499406301
38,6.721604572353848e-05,0.011325479986575933
39,6.425138501351915e-05,0.010897083351245293
40,6.142549416556273e-05,0.010504644507398972
41,5.871243467061924e-05,0.010140026847903546
42,5.614390367834578e-05,0.009798286052850576
43,5.370572258610852e-05,0.009474171182283988
44,5.141121954903401e-05,0.009166179368129143
45,4.924192244988472e-05,0.008870860991569666
46,4.7217743485816754e-05,0.008588847489311146
47,4.5320162686179035e-05,0.008317556662055163
48,4.354664535919885e-05,0.00805724154298122
49,4.189028732071165e-05,0.007807498797774315
50,4.035596668053096e-05,0.007568153624351208
51,3.8931906601646915e-05,0.0073384856805205345
52,3.7608991848313824e-05,0.007118484005331993
53,3.638044640515895e-05,0.006907733658758493
54,3.525026603221284e-05,0.00670648323228726
55,3.4207642504323026e-05,0.006513788293187435
56,3.324380528423577e-05,0.006329416655577146
57,3.235720613212414e-05,0.006153215081072771
58,3.1540927081480804e-05,0.005984588382908931
