,Stocks ^DJI_loss,Stocks ^DJI_val_loss
0,0.0009287805342782204,0.17897134883837265
1,0.0026083388712164783,0.18428751161275816
2,0.001759710875609197,0.18492823913077677
3,0.00127324772530143,0.16727399518174574
4,0.001286875713454975,0.1526581312506652
5,0.0013533289446149115,0.14553035475498388
6,0.001211140469324675,0.13828792773987636
7,0.0010642453014065535,0.12823511709359067
8,0.0010002291283169992,0.11839770260921195
9,0.0009513397110349014,0.11002410671188811
10,0.0008679081321201356,0.10178016243148441
11,0.0007821575782746693,0.0931248706111238
12,0.0007142717363158903,0.08471514216878197
13,0.000648343425690512,0.07673920026002837
14,0.0005772402298382738,0.06891057652629111
15,0.0005105959587299441,0.06128799453500874
16,0.00044923464475153397,0.05404784702811359
17,0.0003896018209740181,0.04719791515183843
18,0.000333155777876858,0.04073897724555544
19,0.00028218408206608607,0.03477800264954567
20,0.0002352878961746758,0.02934577577739708
21,0.00019300828638779046,0.024450817430191788
22,0.00015622581074337574,0.02012824006994401
23,0.00012463322130593755,0.016385475219773852
24,9.804894673360958e-05,0.013201458371929393
25,7.651582040847086e-05,0.010552572148028483
26,5.949929648575427e-05,0.00839781214690898
27,4.6544789489597266e-05,0.006681249734814748
28,3.709436828666944e-05,0.005345309915190393
29,3.046488100980324e-05,0.00432590617267184
30,2.6066078646166234e-05,0.003562894114870424
31,2.3308512808857025e-05,0.0030017402465647657
32,2.1688823459750765e-05,0.002594121160324324
33,2.081430010706348e-05,0.0023012904831292954
34,2.0382825026869744e-05,0.0020921718404235796
35,2.018841844478291e-05,0.0019433986133903511
36,2.009945194364895e-05,0.0018374780625920774
37,2.0040490349210137e-05,0.0017617377991333972
38,1.997199105671299e-05,0.0017071196276402054
39,1.987877254006799e-05,0.001667121492618741
40,1.9758286380087802e-05,0.0016371072327702745
41,1.961339545563202e-05,0.0016138116224892129
42,1.9449661424516292e-05,0.001594937560417928
43,1.9271968739311217e-05,0.0015789037705052737
44,1.908502635769238e-05,0.0015646344616485775
45,1.889210978348755e-05,0.0015514272713479547
46,1.8695667226104187e-05,0.0015388335089761118
47,1.8497259288252723e-05,0.001526586053323401
48,1.8298069816342486e-05,0.0015145348479263176
49,1.8098674513003213e-05,0.001502602446770434
50,1.7899383358082017e-05,0.0014907635357769683
51,1.7700637418926838e-05,0.0014790099610628423
52,1.750221026893936e-05,0.0014673602788455107
53,1.730464697355589e-05,0.001455816851105264
54,1.710754203343618e-05,0.0014444077579874146
55,1.6911399113216385e-05,0.0014331382862869497
56,1.6715740164441695e-05,0.0014220378226946946
57,1.6521371736033428e-05,0.0014110834372406903
58,1.6327093565578704e-05,0.001400325996685804
59,1.613436303941402e-05,0.0013897396395106084
60,1.594241771535286e-05,0.0013793446190947713
61,1.5751626773079288e-05,0.0013691420312816939
62,1.5562025570139398e-05,0.001359136203642596
63,1.537347111291991e-05,0.001349336700513959
64,1.5186359490121692e-05,0.0013397413590722834
65,1.5000479999633336e-05,0.001330355190949068
66,1.4815990397444934e-05,0.0013211848924305936
67,1.4633059022757648e-05,0.0013122263004664671
68,1.4451432058901319e-05,0.0013034908218340071
69,1.4271571378854742e-05,0.001294973212071071
70,1.4093183148180882e-05,0.00128668194736762
71,1.3916495928159831e-05,0.0012786173702348485
72,1.374152216609098e-05,0.0012707797673815662
73,1.3568288620661421e-05,0.0012631735481583506
74,1.3396878815054016e-05,0.001255798644255385
75,1.3227249845171594e-05,0.0012486571780875447
76,1.3059509347081339e-05,0.0012417513673186056
77,1.2893692843692015e-05,0.001235079869804981
78,1.2730117515643504e-05,0.0012286453351978797
79,1.2567882872983227e-05,0.0012224473863501441
80,1.2407739947873268e-05,0.0012164891924524356
81,1.2250003320249645e-05,0.0012107603001785426
82,1.2094077083170569e-05,0.001205271025272933
83,1.194035385272077e-05,0.0012000161030691517
84,1.1788712027203677e-05,0.001194997963857306
85,1.1639205544916643e-05,0.001190216612447946
86,1.1491922048076387e-05,0.001185666004865438
87,1.1346547347604113e-05,0.0011813533348069827
88,1.1203539843862483e-05,0.001177270934255101
89,1.106275693409545e-05,0.001173417968098228
90,1.0924079346716835e-05,0.001169795783290501
91,1.0787686770820358e-05,0.0011664004909829045
92,1.0653530319186681e-05,0.0011632307827057055
93,1.0521610593134615e-05,0.001160284638027699
94,1.039193213262118e-05,0.0011575601115622674
95,1.0264463894562758e-05,0.0011550553339294905
96,1.0139285719064487e-05,0.0011527671686504498
97,1.0016414999272982e-05,0.0011506924244059512
98,9.895743332439571e-06,0.0011488295464260766
99,9.777346379503662e-06,0.0011471753222252097
100,9.661211618001012e-06,0.0011457269174270023
101,9.547307057770869e-06,0.0011444802093896862
102,9.435652452136183e-06,0.0011434338684771057
103,9.326270049892958e-06,0.001142582856118679
104,9.219105732348201e-06,0.0011419243081126455
105,9.114169075503977e-06,0.0011414553487119226
106,9.011455734831873e-06,0.001141171896645476
107,8.910975015740496e-06,0.001141069911050895
108,8.81265743584122e-06,0.0011411464469091705
109,8.716522808588872e-06,0.0011413969168793563
110,8.622569570554544e-06,0.001141817218523996
111,8.530759312499176e-06,0.0011424039960030682
112,8.44106927450577e-06,0.0011431527158537926
113,8.353520983787762e-06,0.0011440593381758686
114,8.268095739330127e-06,0.001145119733592757
115,8.18470220080546e-06,0.001146328915487821
116,8.103401792930316e-06,0.0011476839956065471
117,8.0241531900694e-06,0.0011491792070610096
