,Stocks ^GSPC_loss,Stocks ^GSPC_val_loss
0,0.0014793445675610757,0.1946323534920196
1,0.0021077474533033767,0.18036325854703414
2,0.0020145984993831926,0.18548595572798704
3,0.0014659364549981907,0.1755915143765694
4,0.0012774231289474924,0.15978521662802736
5,0.0013540472781424188,0.14974969957978274
6,0.0013062881290420028,0.14296142843144
7,0.0011600093254126793,0.13425460556321892
8,0.0010596384623372727,0.12423509765755046
9,0.0010095373477232604,0.1152138638594919
10,0.000941599440214432,0.10689172986125157
11,0.0008551195679494172,0.09831042310669402
12,0.0007780521957988827,0.08962930745083439
13,0.0007109993290394729,0.08129459601049581
14,0.0006408352416378161,0.07323804159056056
15,0.0005699638938742944,0.06532163154487768
16,0.0005041958503463605,0.057719418301808934
17,0.00044138385497672435,0.05049823612467316
18,0.0003812066505447584,0.04368962113522301
19,0.00032511689509688455,0.03734368880179303
20,0.0002734474486609813,0.031510903661655
21,0.000226655992181887,0.02623164689183728
22,0.00018467564337351937,0.02154176863880197
23,0.0001479825754178503,0.01744638954497073
24,0.00011679674604568969,0.013952390244615472
25,9.070546125746833e-05,0.01102647276918504
26,6.95880343233166e-05,0.008636055013919171
27,5.3025428051790914e-05,0.0067303546027026396
28,4.04613718514577e-05,0.005249557470179294
29,3.132658650038364e-05,0.004125439450298705
30,2.494951470058473e-05,0.0032929527642559416
31,2.070628211223559e-05,0.002689587296764097
32,1.8045071210358137e-05,0.002261058696784264
33,1.6470489010151308e-05,0.0019613758916774194
34,1.5610258825207975e-05,0.0017543944389720964
35,1.5181365417131832e-05,0.0016124533154532191
36,1.4990588696048141e-05,0.001515437485188369
37,1.4914417627829412e-05,0.001449040639452821
38,1.4881136255196396e-05,0.0014033874050398503
39,1.4851251281538116e-05,0.0013717814937449437
40,1.4810316473407255e-05,0.0013495762245575628
41,1.4751669519036347e-05,0.0013336791841636513
42,1.4677039811326084e-05,0.0013219386065948355
43,1.4588695314370311e-05,0.0013129219551347505
44,1.4491241498877225e-05,0.001305629047064865
45,1.4385453043871151e-05,0.0012994250263403024
46,1.4276346962654593e-05,0.0012938488757791968
47,1.4163779570097642e-05,0.0012886539853970743
48,1.4050086178000985e-05,0.001283652573431388
49,1.3935794413555413e-05,0.0012787620023216222
50,1.3820034950155734e-05,0.0012739574274987229
51,1.370559556194204e-05,0.0012691579220339287
52,1.3589953055051118e-05,0.0012644009043131608
53,1.3474688597296727e-05,0.0012597114940689615
54,1.3360675904911382e-05,0.001255024150437252
55,1.3245205826189538e-05,0.0012504267410090393
56,1.3131272928810425e-05,0.001245879851982059
57,1.3017649680553081e-05,0.0012414016874414708
58,1.290318720169704e-05,0.0012370056187934126
59,1.2790125224417969e-05,0.0012326871212340954
60,1.2676959790237449e-05,0.001228440942604495
61,1.256386218481882e-05,0.0012242938670876228
62,1.2452087871641814e-05,0.0012202184004632157
63,1.2340370864147505e-05,0.0012162529626738065
64,1.2229411488289229e-05,0.001212351473456264
65,1.2118736415964836e-05,0.0012085705837773636
66,1.2008670690057661e-05,0.0012048805961847183
67,1.1898812313909519e-05,0.0012012767318774723
68,1.1790177771871648e-05,0.0011977781532024425
69,1.1681712425914248e-05,0.0011943852777154115
70,1.1574509488668847e-05,0.001191078752571763
71,1.14675209215796e-05,0.0011878929501168492
72,1.1362115416458369e-05,0.0011847977158959862
73,1.1256955414774736e-05,0.0011818168101801483
74,1.1152298205814994e-05,0.001178942237834423
75,1.1049197721059342e-05,0.0011761748272356046
76,1.0946676035725304e-05,0.0011735120114739522
77,1.0844874038810318e-05,0.0011709616278983222
78,1.0744182076420604e-05,0.0011685201041939214
79,1.0644733220409056e-05,0.001166191032879855
80,1.0546332884008404e-05,0.0011639662764289162
81,1.0448108809184252e-05,0.0011618540753140923
82,1.0350992423742009e-05,0.001159858966846604
83,1.025597960183066e-05,0.0011579656409684662
84,1.0161348196441184e-05,0.0011561879703451778
85,1.006743963639452e-05,0.00115451897294376
86,9.974547335204537e-06,0.0011529686143006053
87,9.883591581245669e-06,0.0011515173135510039
88,9.79307988619582e-06,0.001150181755608271
89,9.703774962834976e-06,0.001148957532083939
90,9.61593775346121e-06,0.001147842275225057
91,9.528918097143e-06,0.0011468351354884092
92,9.443018216714801e-06,0.0011459402451368648
93,9.35879254315341e-06,0.0011451481822262373
94,9.275293773836802e-06,0.0011444646992128003
95,9.192688669504267e-06,0.0011438888792056313
96,9.11184246779308e-06,0.0011434165408742453
97,9.032022461731926e-06,0.0011430509871426077
98,8.953365225855776e-06,0.0011427851301456285
99,8.875668220956086e-06,0.001142625616139863
100,8.799507766014373e-06,0.0011425667552061934
101,8.724584840218852e-06,0.001142604057176793
102,8.650339841250954e-06,0.0011427436401097734
103,8.577726829052837e-06,0.001142980246073451
104,8.506448504087815e-06,0.0011433121971478146
105,8.436090121738909e-06,0.0011437397338603893
106,8.36718641979185e-06,0.0011442603758913426
107,8.299593750699153e-06,0.0011448715351645119
108,8.232557887792556e-06,0.001145573171271273
109,8.167082710277717e-06,0.0011463644327441892
110,8.103054350921269e-06,0.0011472424380635181
