,Stocks IBM_loss,Stocks IBM_val_loss
0,0.0006132862209387196,0.1584136990400461
1,0.0026557739620329812,0.16592641060168928
2,0.0017311294751170163,0.17056750104977533
3,0.001119273372191506,0.15613903219883257
4,0.0010572611757267553,0.1420335998901954
5,0.0012534793568192981,0.13601717811364394
6,0.0011766174418600993,0.13182990826093233
7,0.0010052441055170046,0.12442354170175698
8,0.0009190666717656243,0.11575750548105973
9,0.0009111938169763351,0.108600085744491
10,0.0008723270774890597,0.10239895719748277
11,0.0007954557155384324,0.09572782195531405
12,0.0007302405440266459,0.0886962299163525
13,0.0006862164938446278,0.08202299017172593
14,0.0006391821169437697,0.07570880078352414
15,0.0005825275450031488,0.06939077148070702
16,0.0005298015592136205,0.06312603847338603
17,0.0004834140418097377,0.05712227351390398
18,0.0004362547020159232,0.051346425826732926
19,0.0003891593290833183,0.045763446734501764
20,0.00034571092076545867,0.04045890271663666
21,0.00030402732674981683,0.03544717740554076
22,0.00026471877712398197,0.03075205792601292
23,0.00022870701258608067,0.026422531845477912
24,0.00019499110231453626,0.022459387492675047
25,0.0001645934165795692,0.018885095245563067
26,0.00013743207371310116,0.01570728736428114
27,0.00011343622729607607,0.012920256847372422
28,9.301831988313307e-05,0.010525715322448658
29,7.548379044937274e-05,0.008495319061554395
30,6.105666342101849e-05,0.0068069237212722115
31,4.9432955095723555e-05,0.005430295060460384
32,4.0134240897224605e-05,0.0043249929753633645
33,3.308257838888004e-05,0.003457371646968218
34,2.7686681278282776e-05,0.0027848597114475872
35,2.3775275482106597e-05,0.002273285761475563
36,2.0947897680273924e-05,0.0018887850276839274
37,1.893476236056393e-05,0.0016027094724659736
38,1.752452869998076e-05,0.0013918631996672887
39,1.6510457498952746e-05,0.001236815077181046
40,1.5774944096427553e-05,0.0011232103794240034
41,1.5220154147335472e-05,0.0010398263201260795
42,1.4775085499143013e-05,0.000978244674535325
43,1.4404969148857232e-05,0.0009323933358805684
44,1.4078327624772031e-05,0.0008977019192221073
45,1.3783185120421247e-05,0.0008709568512411072
46,1.3506872514531446e-05,0.0008497323590115859
47,1.324631907314492e-05,0.0008323550976526279
48,1.299621544603724e-05,0.0008176071211122549
49,1.2755975079086897e-05,0.0008046251023188233
50,1.2523133381574344e-05,0.0007928342809184239
51,1.2297898557825158e-05,0.0007818471461247939
52,1.2078921477390955e-05,0.0007714103602875883
53,1.1866433991459557e-05,0.0007613780102334344
54,1.1659930980665824e-05,0.0007516541249620226
55,1.1459205360062277e-05,0.0007421967680924214
56,1.1264529138525877e-05,0.000732988602696703
57,1.1075489545384278e-05,0.0007240187305097396
58,1.089229478496306e-05,0.0007152934110938356
59,1.0714737772314738e-05,0.0007068113728354757
60,1.0543142567397668e-05,0.0006985835408648619
61,1.0376657813209862e-05,0.0006906013273132535
62,1.0216349507502924e-05,0.0006828814512118697
63,1.006114234769484e-05,0.0006754112322456562
64,9.911691239932015e-06,0.0006681956404533524
65,9.767555848856528e-06,0.0006612293655052781
66,9.628673349372828e-06,0.0006545045538447225
67,9.494983574908334e-06,0.0006480175965967086
68,9.36656320286252e-06,0.0006417661117246518
69,9.2429690294711e-06,0.0006357417441904545
70,9.124531201310814e-06,0.000629941547790972
71,9.010669250878542e-06,0.0006243566928717953
72,8.901754182051473e-06,0.0006189810273309166
73,8.79709988601882e-06,0.0006138102885765525
74,8.697273327785437e-06,0.000608838414056943
75,8.601441725029592e-06,0.0006040594397256008
76,8.5101589250441e-06,0.0005994680821179197
77,8.42276802779032e-06,0.0005950609472795174
78,8.339471745645054e-06,0.0005908271279902413
79,8.260014160791448e-06,0.0005867653168164766
80,8.184297257685103e-06,0.0005828671587201265
81,8.112251320059071e-06,0.0005791302627095809
82,8.043638759912797e-06,0.0005755464349371883
83,7.978481929827607e-06,0.0005721121381681699
