,Stocks IBM_loss,Stocks IBM_val_loss
84,7.916525366733997e-06,0.0005688217934221029
85,7.857757317161975e-06,0.0005656707082660153
86,7.802009349688888e-06,0.000562653518640078
87,7.74914524999286e-06,0.0005597653709208736
88,7.69914126626995e-06,0.0005570031174172002
89,7.651754108687433e-06,0.0005543597150020874
90,7.606985508783299e-06,0.0005518317965862269
91,7.564671162841618e-06,0.0005494153861386272
92,7.524734918171396e-06,0.000547105401682739
93,7.487031360562049e-06,0.0005448985612019897
94,7.451521958920728e-06,0.0005427904409141495
95,7.418045802646352e-06,0.0005407766349470386
96,7.3865256196698356e-06,0.000538853861284084
97,7.35688996218624e-06,0.0005370187617910022
98,7.329047356016907e-06,0.0005352676783401805
99,7.30291365541164e-06,0.0005335974990605161
100,7.278328282084728e-06,0.0005320035762941608
101,7.255322753525644e-06,0.0005304825026541948
102,7.233747912603296e-06,0.0005290331587625238
103,7.213537768480959e-06,0.0005276504760751358
104,7.194645744535732e-06,0.000526333415809159
105,7.176971149209959e-06,0.0005250776661201739
106,7.160452241805615e-06,0.0005238817986817314
107,7.145040311885308e-06,0.0005227422896915904
108,7.130659923859639e-06,0.0005216575138127574
109,7.1172527126551495e-06,0.0005206243233540311
110,7.1047633914881426e-06,0.000519640976563096
111,7.09314181571804e-06,0.00051870471976984
112,7.0823165900107524e-06,0.0005178136948066262
113,7.0722708012628855e-06,0.0005169655465019437
114,7.062932651863845e-06,0.0005161595853188863
115,7.0542589583055815e-06,0.000515392291932725
116,7.046232160344236e-06,0.0005146634469453532
117,7.038777207176631e-06,0.0005139700011708415
118,7.031885196248857e-06,0.0005133110994043258
119,7.025501767762203e-06,0.0005126848476580703
120,7.019595893955109e-06,0.000512089911633386
121,7.014144942401729e-06,0.0005115251629971541
122,7.009112166018055e-06,0.000510988300308012
123,7.0044729035054424e-06,0.0005104791892405886
124,7.00019192943448e-06,0.000509995416415712
125,6.996257980063092e-06,0.0005095367579577634
126,6.992630355503375e-06,0.0005091017049450714
127,6.989295133490276e-06,0.0005086889723315835
128,6.986243254057346e-06,0.0005082979959507401
129,6.9834330378608474e-06,0.0005079273564311174
130,6.980869644534183e-06,0.0005075762925956112
131,6.978511473439889e-06,0.0005072436895436392
132,6.976368835099633e-06,0.0005069292562368971
133,6.974406320436034e-06,0.000506631385248441
134,6.972621034807302e-06,0.0005063494228614637
135,6.970993651451024e-06,0.0005060830601276114
136,6.9695192643428945e-06,0.0005058315537798291
137,6.9681828230946285e-06,0.0005055936142945519
138,6.966975993586507e-06,0.0005053691297339705
139,6.965884083981039e-06,0.0005051567344568097
140,6.964901068875826e-06,0.0005049570060621661
141,6.964027901491276e-06,0.000504768798306871
142,6.963245141378138e-06,0.0005045912515085477
143,6.9625467893694385e-06,0.0005044242492518746
144,6.961934332139208e-06,0.0005042670885674083
145,6.961395465273549e-06,0.0005041192903613242
146,6.960925361454429e-06,0.0005039802949445752
147,6.960519377011783e-06,0.0005038502097774583
148,6.960176707392608e-06,0.0005037277766789955
149,6.959887391880889e-06,0.0005036134031028128
150,6.959650897023004e-06,0.0005035060368335018
151,6.95945758567317e-06,0.000503405427130369
152,6.959315791951108e-06,0.0005033117889140088
153,6.959219612886395e-06,0.0005032242042943835
154,6.959153849423344e-06,0.0005031425881987581
155,6.9591124499241305e-06,0.0005030666406338031
156,6.959131549312868e-06,0.0005029961019038007
157,6.95917447921182e-06,0.0005029306630603969
158,6.9592357651624925e-06,0.0005028698002346433
159,6.959335765853981e-06,0.0005028136790944979
160,6.9594630776219465e-06,0.0005027618205461365
161,6.959614228645268e-06,0.0005027137499732467
162,6.959777902711022e-06,0.0005026691897700613
163,6.959975901456626e-06,0.0005026289682763701
164,6.960190620912516e-06,0.0005025920377542766
165,6.960423950029228e-06,0.0005025579146324442
166,6.960690414486565e-06,0.0005025275570985216
167,6.960961889909902e-06,0.0005024997920442659
168,6.961233933767429e-06,0.0005024738090399366
169,6.961538159745172e-06,0.0005024511035746679
170,6.961871192218566e-06,0.0005024309323814053
171,6.962201443737005e-06,0.0005024129686017449
172,6.962555814355325e-06,0.0005023971629830507
173,6.962918930115008e-06,0.0005023826289778718
174,6.963308097650812e-06,0.0005023707590925579
175,6.963699031705171e-06,0.0005023608861777645
176,6.9640778100130356e-06,0.0005023518953329095
177,6.9644944985087095e-06,0.0005023444268422631
178,6.9649324814236024e-06,0.000502339071737459
179,6.965374198513858e-06,0.0005023345942250811
180,6.96582205469335e-06,0.0005023314420563671
181,6.96627823624742e-06,0.0005023288271891383
182,6.966747176962739e-06,0.0005023278824340266
183,6.967231561597705e-06,0.0005023278466139275
184,6.9677239655273015e-06,0.0005023287421164031
185,6.968232845303226e-06,0.0005023307390869237
186,6.968744917055748e-06,0.0005023333047015163
187,6.969256971317988e-06,0.0005023364210501313
188,6.969793905507406e-06,0.0005023399269423232
189,6.9703462923616125e-06,0.0005023446417628572
190,6.970896851481274e-06,0.0005023495267288616
191,6.9714413851985364e-06,0.0005023549624288884
192,6.9720083589485375e-06,0.0005023611816935814
193,6.9725983324203226e-06,0.0005023679785573712
