,Criptos Close binance-coin_loss,Criptos Close binance-coin_val_loss
0,0.0014296018032401354,0.19687303420433327
1,0.0015356666639385636,0.1720194021039758
2,0.001664799768939491,0.15905856334966076
3,0.001466582597556624,0.1475036092533553
4,0.0012769711632974262,0.1339012103632462
5,0.0011535020475853081,0.11921347178949797
6,0.0010812862656918193,0.10520117988517462
7,0.001020130291504185,0.0924851919624431
8,0.0009421886489457212,0.08068727166199487
9,0.0008500800636396859,0.0692340501945866
10,0.0007591643050786354,0.05808930499248268
11,0.0006762906689627851,0.047614016500878924
12,0.0005978343581149647,0.03812693325756503
13,0.0005201692370628584,0.029794615354727615
14,0.0004440978429692005,0.02274583640300538
15,0.0003729536179318439,0.017145424119142955
16,0.00030854821045428883,0.013128205139020627
17,0.0002509566018654203,0.010721559089816306
18,0.00020025254187293443,0.009837383716097794
19,0.0001576138716354612,0.010288384404372086
20,0.0001229651361051562,0.011780968151432423
21,9.557774626218891e-05,0.013947045507509847
22,7.477822179101746e-05,0.01638728181623723
23,5.945217098019948e-05,0.01873663166337762
24,4.8579732562253666e-05,0.02070192644788214
25,4.093431676319446e-05,0.022103638380519614
26,3.553288344155289e-05,0.02287956416483753
27,3.168410868725493e-05,0.023059103576358684
28,2.8804856036695428e-05,0.02273677825188834
