,Trends trend_dash_loss,Trends trend_dash_val_loss
0,0.0016647485926497654,0.20435726260843357
1,0.0020930594187383808,0.18949327956546436
2,0.002077245599424759,0.18979088284752585
3,0.0016201047567373588,0.18148487523074977
4,0.001392915412208281,0.16712175075672875
5,0.0013812607489064458,0.1550777156737225
6,0.001353329580569686,0.14617880994130758
7,0.0012244866643301095,0.13689395662181633
8,0.0010953749330860586,0.12619926737359732
9,0.0010092218795190913,0.11555630990788957
10,0.0009308063741657914,0.10559734960725485
11,0.0008334506034643258,0.09565934538841248
12,0.0007374890683572894,0.08562907410308349
13,0.0006524836514645433,0.07590043101428955
14,0.0005702376288692813,0.066601172459027
15,0.0004895445640576033,0.05770324817127433
16,0.0004156823270022869,0.04933089818343643
17,0.00034922146342294524,0.04161900131047264
18,0.0002895359840813624,0.03465149373062386
19,0.00023740562004198837,0.028459578075192192
20,0.0001937565817074342,0.023073312711001426
21,0.00015828470903456459,0.018523304700112538
22,0.0001296251887178495,0.014741358177905733
23,0.00010812373337343581,0.011688064937749185
24,9.214209993023517e-05,0.009278052740476349
25,8.071473946848746e-05,0.007414529153938629
26,7.272495256548301e-05,0.0060033305348012565
27,6.710067461148551e-05,0.004947577580070693
28,6.301347733944778e-05,0.004167789739579701
29,5.980689998106138e-05,0.0035923500352900875
30,5.7074862983547276e-05,0.003167558753909158
31,5.454919836147157e-05,0.002850172473579522
32,5.2104984476973786e-05,0.002609012763916461
33,4.968889818184293e-05,0.002421056301417676
34,4.7295014741965224e-05,0.0022701019082557073
35,4.493531808045439e-05,0.002144849714861552
36,4.262794060526755e-05,0.002037612094028183
37,4.0388868196601864e-05,0.001943330821188644
38,3.823113786720494e-05,0.0018587461817039807
39,3.616091854675973e-05,0.001781749639136732
40,3.418317845154723e-05,0.0017112333650800807
41,3.230020208192858e-05,0.0016463352107512186
42,3.0510658989968318e-05,0.001586669369038841
43,2.8813445034065508e-05,0.001531900318478011
44,2.720616005018569e-05,0.0014818276024677537
45,2.5686435954652973e-05,0.0014362373016004967
46,2.4251345707890617e-05,0.0013949439816623311
47,2.289816299054102e-05,0.0013577381056571794
48,2.1623865995182817e-05,0.00132441176447925
49,2.042562655408478e-05,0.001294743874849182
50,1.9300517101516207e-05,0.0012685154364559768
51,1.8245607591306307e-05,0.0012455074278222135
52,1.725790897287594e-05,0.001225505690937015
53,1.6334788552206395e-05,0.001208291796982781
54,1.547307885239432e-05,0.0011936672838127687
55,1.467004363232173e-05,0.0011814368757888797
56,1.3922961308016666e-05,0.0011714096132989142
57,1.3228871361477577e-05,0.0011634083680254368
58,1.2585158551964247e-05,0.0011572578358117584
59,1.198892750685182e-05,0.0011527970104193515
60,1.1437794981713884e-05,0.0011498663537896985
61,1.092895001405369e-05,0.0011483221305226368
62,1.046006125325822e-05,0.001148021499980395
63,1.0028566863214163e-05,0.0011488345878829887
64,9.63220330703742e-06,0.0011506357224473406
65,9.268656597195639e-06,0.001153309227252179
66,8.93576560891474e-06,0.001156746742723525
67,8.631452447460571e-06,0.0011608453865801869
68,8.353669607248407e-06,0.00116551170040938
69,8.100573106561615e-06,0.0011706589798112052
70,7.87031540838609e-06,0.0011762063036295624
71,7.661198534970778e-06,0.001182078981333343
72,7.4715471782837994e-06,0.001188208993662857
