,Trends trend_nem_loss,Trends trend_nem_val_loss
0,0.01196783442778149,0.16369088113993063
1,0.0048295061221753045,0.1171952842295855
2,0.006967730798769271,0.10006142775902803
3,0.008210387380643823,0.09932515145033255
4,0.007418514609379673,0.10341427312500176
5,0.006325838900032057,0.10484366410080044
6,0.005532742140750433,0.10099054205006566
7,0.004976182539101647,0.09319666781644712
8,0.0046267328909651816,0.0843231422805238
9,0.004432212177332191,0.07650996658993864
10,0.004249518485632779,0.07034760679321728
11,0.003977917019684596,0.0652366900581053
12,0.0036284142098892695,0.06024734213434417
13,0.0032619781920622134,0.05486854688189496
14,0.0029189502833753653,0.04913900612757124
15,0.0026123128033874706,0.04342383257616526
16,0.002332143218593736,0.03804739093643495
17,0.002060630492566303,0.03309966015747224
18,0.0017907258227531765,0.02849869327298526
19,0.001529599586769339,0.024165612185138397
20,0.001288265685668622,0.020121665007766635
21,0.001072078076159132,0.01645393339895654
22,0.0008811812243028276,0.01324127528859281
23,0.0007115285308367904,0.010474560589625918
24,0.0005637067249687068,0.00812416459465849
25,0.0004398361177601177,0.006170477107937993
26,0.00033956482148750675,0.004599310768147309
27,0.00026062079444367055,0.0033815773525114716
28,0.00019962325673443317,0.0024627337938752667
29,0.00015434365245866878,0.0017888643484476995
30,0.00012232055342301256,0.001312705522253253
31,0.00010057575863534478,0.0009895544833685647
32,8.632308991168272e-05,0.0007776877342391459
33,7.73742070740046e-05,0.0006427704824948277
34,7.2051141029371e-05,0.0005595982890982909
35,6.901467726304967e-05,0.0005099148076059746
36,6.731211104271023e-05,0.0004808267514253485
37,6.634916443827337e-05,0.0004639656452900976
38,6.577005265641893e-05,0.00045428339970009083
39,6.536894366506422e-05,0.0004487852284941694
40,6.503823545966137e-05,0.00044569204261676334
41,6.473045730923207e-05,0.00044398934007675825
42,6.442794151605514e-05,0.0004431082687779576
43,6.412497406990011e-05,0.00044270257342435504
44,6.382056443695107e-05,0.0004425474031742705
45,6.351583867618847e-05,0.0004425037521119604
46,6.3211836998656e-05,0.00044248966585801934
47,6.290889581285375e-05,0.0004424541029843619
48,6.260711790213694e-05,0.00044236958746787634
49,6.230665869601392e-05,0.0004422289805069309
50,6.200757167695476e-05,0.00044203562937655496
51,6.17097686135194e-05,0.00044179639722830775
52,6.14133604849694e-05,0.0004415216343209747
53,6.111847156800609e-05,0.0004412238272014021
54,6.082512699395429e-05,0.0004409109269022599
55,6.053341792136345e-05,0.0004405903251274307
56,6.0243477073736255e-05,0.0004402682387227214
57,5.9955392055275e-05,0.0004399483642091268
58,5.966921693387163e-05,0.00043963349622342437
59,5.938502714531657e-05,0.0004393248069474752
60,5.910294830441828e-05,0.0004390231882296931
61,5.88229873526076e-05,0.0004387283229386841
62,5.854525928346751e-05,0.0004384406198661817
63,5.82697959188586e-05,0.0004381594173182016
64,5.799668398485037e-05,0.00043788473068297597
65,5.7725958606755444e-05,0.0004376165666510404
