,Neuronas_n4_loss,Neuronas_n4_val_loss
0,0.010743730046502689,0.14832467834154764
1,0.006673612196470782,0.12534091664456773
2,0.005104421391740613,0.11000193912407448
3,0.004625040600236891,0.10016700111586473
4,0.004519355495730629,0.09383129182903246
5,0.0044855770598775865,0.08950777540261719
6,0.0044372203245012344,0.0862429234488257
7,0.004364570319095905,0.08349082798793397
8,0.004275128286165966,0.0809678531241143
9,0.004175939677475855,0.0785352183484483
10,0.0040715668794040665,0.07613125032392042
11,0.00396421958856959,0.07372991723575811
12,0.003855018444117105,0.07132167206413445
13,0.00374452865815684,0.06890430412758355
14,0.0036330756561726266,0.06647839302989259
15,0.00352078717387276,0.06404667767300003
16,0.003407892901196155,0.06161174349401189
17,0.0032945197030778803,0.059176685823791327
18,0.003180796283263119,0.056744691798056676
19,0.0030668331577774436,0.05431877128009138
20,0.0029528535604436785,0.051903930203668
21,0.0028389472284069254,0.04950340725909704
22,0.0027252885040655816,0.04712083901482067
23,0.0026120504159640907,0.04476034949565756
24,0.0024994040467045753,0.04242614939295013
25,0.0023875279079764097,0.040122492902580346
26,0.002276605014283151,0.03785370136129445
27,0.002166833971920102,0.03562422165240364
28,0.00205837356871002,0.03343823774792682
29,0.001951464511562492,0.03130025116876624
30,0.0018462860938723616,0.02921460149274475
31,0.001743039571387083,0.02718555267857409
32,0.001641901629363406,0.025216884397227187
33,0.0015430960060905494,0.023312622017558963
34,0.001446810109077835,0.02147679938667122
35,0.0013532120998394836,0.019712660932677917
36,0.0012624909275933303,0.01802339302054767
37,0.0011747979167440702,0.016411756561405356
38,0.00109031239016672,0.014880295072136254
39,0.0010091634526622653,0.013431084781200036
40,0.0009314765314114596,0.012065684786815753
41,0.0008573603113238759,0.010785192679399732
42,0.0007869080051524838,0.009590329195576152
43,0.0007201883124054447,0.008481144969319475
44,0.000657250112087878,0.007457209665371084
45,0.0005981166560277102,0.0065175675112625646
46,0.0005427961350296859,0.005660746289395738
47,0.0004912607586155137,0.004884682531500685
48,0.0004434747376459806,0.004186940582833071
49,0.00039936655372295574,0.0035645083427943034
50,0.00035884898847896317,0.003014000539464512
51,0.00032181187070191614,0.0025316507758936665
52,0.000288127459540171,0.0021133838360593922
53,0.0002576502675378572,0.0017548610092322718
54,0.00023022019151289113,0.0014515530382250917
55,0.00020566569511937886,0.0011988362945059593
56,0.00018380481514600693,0.0009919999772147543
57,0.00016445049947634842,0.000826375861384574
58,0.00014741092852728934,0.0006973671421794029
59,0.00013249440042732884,0.0006005222100935791
60,0.00011951020408967703,0.0005315749453723259
61,0.00010827265389801548,0.00048649959244776044
62,9.860224390754358e-05,0.0004615429788827896
63,9.032728560449523e-05,0.0004532472819261167
64,8.328644483184293e-05,0.0004584746269359328
65,7.732900932709547e-05,0.000474412418398792
66,7.231623280911182e-05,0.0004985694647713125
67,6.812097435822475e-05,0.0005287778852828618
68,6.462849872976263e-05,0.0005631770954692159
69,6.173618075781737e-05,0.0006001916976281624
70,5.935277625411246e-05,0.000638516136744841
71,5.739835698435875e-05,0.0006770856421569299
72,5.580322274532779e-05,0.0007150576492750097
73,5.4507143285336915e-05,0.0007517757148471201
