,Neuronas_n4_loss,Neuronas_n4_val_loss
0,0.0009177702952564506,0.1508329927551845
1,0.0014556893023355837,0.1499590228411777
2,0.0012997922357732203,0.14804273782190214
3,0.0012277327746721485,0.14457038993185217
4,0.0011982019418347357,0.1409979712618284
5,0.0011711093878651554,0.13743067797550484
6,0.0011418403543855165,0.13377637329919279
7,0.001111552847512278,0.13000579239908328
8,0.0010803771324427837,0.12610773120290977
9,0.0010482932942496585,0.1220887600144079
10,0.0010152252696811468,0.11794675634173322
11,0.0009811466457633723,0.11368106083929046
12,0.0009461835672166574,0.10930103679333837
13,0.0009103298134279672,0.10481173169514364
14,0.0008737136889495627,0.10022666416138656
15,0.0008363178066179553,0.09555914413091565
16,0.0007982893792599919,0.09082382477142593
17,0.0007596787097798911,0.08603615089019467
18,0.0007207061992307561,0.08121284312945752
19,0.0006814096165222764,0.07637232911488241
20,0.0006419977993618511,0.07153853453880499
21,0.0006025929613405582,0.06673205696231077
22,0.0005633420586498928,0.06197447326680845
23,0.0005244577594055969,0.05729033022133772
24,0.00048607930985097424,0.0527019703314324
25,0.0004484037988822068,0.04823230139233849
26,0.0004116157936377856,0.04390284217401477
27,0.0003758575289981865,0.039735939661579685
28,0.000341322486160945,0.035751555330497176
29,0.0003081606780578421,0.03196805743269684
30,0.00027654332437814747,0.02840103216715588
31,0.00024658913887773344,0.02506367460447402
32,0.0002184356244451318,0.02196711480371223
33,0.00019215169852712218,0.0191178220470459
34,0.00016782025931364437,0.016520632723392534
35,0.00014549927632739006,0.014175779648002021
36,0.00012520550716608566,0.012079965538722424
37,0.00010693294414180824,0.010227055238821536
38,9.064851058212284e-05,0.008606959145885608
39,7.629465737356576e-05,0.00720693314186305
40,6.376947393513817e-05,0.006012405476663723
41,5.2983418536614936e-05,0.00500629473215908
42,4.380563787018511e-05,0.00416987501700555
43,3.609038518815328e-05,0.003484221677534467
44,2.969173927768747e-05,0.002929990987047122
45,2.4453355923123884e-05,0.002488400552360233
46,2.0223462438818296e-05,0.0021416217512989894
47,1.685107909589375e-05,0.001873316910995309
48,1.4199881855174605e-05,0.0016687403746672776
49,1.2142212393505097e-05,0.0015150104646478619
50,1.0565081604285342e-05,0.0014011243315921588
51,9.37126205681012e-06,0.001317925833229145
52,8.47751034307068e-06,0.00125795465890195
53,7.81505491008942e-06,0.0012152770049254265
54,7.328852512062981e-06,0.0011852714146510506
55,6.974648399572597e-06,0.0011644108954062763
56,6.718203711586307e-06,0.0011500551784795917
57,6.533489354277971e-06,0.0011402683417709191
58,6.40077672783226e-06,0.0011336510360706598
59,6.305616703193401e-06,0.0011292129607336243
60,6.237407737988306e-06,0.001126259663248096
61,6.188494082581268e-06,0.0011243142838462848
62,6.1534296550984785e-06,0.0011230505000384263
63,6.128303968678154e-06,0.0011222489757370974
64,6.110389499563399e-06,0.0011217622055137177
65,6.0977112187029805e-06,0.0011214937897849335
66,6.08890070875419e-06,0.0011213781780655657
67,6.082968587814637e-06,0.0011213724705879384
68,6.079205452248392e-06,0.0011214472811422811
69,6.077093103590602e-06,0.001121584132163639
70,6.076267114807263e-06,0.0011217689879088517
71,6.076438388843539e-06,0.001121993564609977
72,6.077409317657471e-06,0.0011222505223290795
73,6.079018310089873e-06,0.0011225363022209075
74,6.081145703462448e-06,0.001122847221328007
75,6.083706429015079e-06,0.0011231802908553596
76,6.086643896775389e-06,0.0011235358347935402
77,6.0898999495838484e-06,0.0011239124624124028
