,Capas_c2_n4_loss,Capas_c2_n4_val_loss
0,0.002759059123211325,0.2193742967568911
1,0.0020931680306743006,0.21164599290260902
2,0.0016741997790701974,0.20484431431843683
3,0.0014451966859409227,0.199227695281689
4,0.0013532582603287525,0.19485147870503938
5,0.001342810279591224,0.19165422136966997
6,0.0013686799748729055,0.1894703942995805
7,0.001402498742278952,0.18809267420035142
8,0.001430426782462746,0.187308309169916
9,0.0014483873159266436,0.18692090878119835
10,0.001457506598224147,0.18677404522895813
11,0.0014605810261295678,0.18675451783033517
12,0.001460101643505578,0.18678942322731018
13,0.001457937885648929,0.1868321574651278
14,0.0014553018084440667,0.18686119180459243
15,0.0014527294954929787,0.18686739985759443
16,0.0014505578616920572,0.18684946115200335
17,0.0014488695932623858,0.18681010145407456
18,0.0014475575478102725,0.18675604004126328
19,0.0014466022302468235,0.18669088528706476
20,0.001445833629427048,0.18661818137535682
21,0.0014452458462283874,0.18654204331911528
22,0.0014447317628834683,0.1864643578345959
23,0.001444247081123579,0.18638560405144325
24,0.001443747428801054,0.18630497730695283
25,0.0014432735400847518,0.1862247265302218
26,0.001442786957620858,0.18614371923299936
27,0.001442260424552772,0.1860618660083184
28,0.0014417231790363216,0.18597914163882917
29,0.0014411545170542712,0.18589564699393052
30,0.0014405708957033663,0.18580999741187462
31,0.001439983598314799,0.18572317636930025
32,0.0014393695097309179,0.18563379232700056
33,0.0014387584725717227,0.18554346836530244
34,0.0014381071758599808,0.1854508794271029
35,0.0014374439174739213,0.18535586045338556
36,0.0014367613699645377,0.1852576365837684
37,0.0014360614989597637,0.18515641414202177
38,0.0014353399679888613,0.18505230087500352
39,0.0014346142527826417,0.18494462966918945
40,0.0014338601255216277,0.18483386360681975
41,0.0014330878083665783,0.1847193928865286
42,0.0014322927991787975,0.18460152240899894
43,0.0014314384025055915,0.18447900276917678
44,0.0014305883870782475,0.18435227412443894
45,0.0014296884563429137,0.18422070145606995
46,0.001428743067663163,0.1840835832632505
47,0.0014277828628949535,0.1839409378858713
48,0.0014267905812280683,0.1837922311746157
49,0.0014257511580721117,0.18363758233877328
50,0.001424673705164773,0.18347648932383612
51,0.001423550617451278,0.18330805118267351
52,0.001422361233450759,0.1831323137650123
53,0.001421117026788684,0.18294830047167265
54,0.0014198416006715538,0.1827560319350316
55,0.0014184696080449682,0.18255371543077323
56,0.0014170739181841223,0.1823422358586238
57,0.001415580455124235,0.18212000452555144
58,0.0014140320216448833,0.18188641850764936
59,0.0014124069130048156,0.18164141820027277
60,0.0014107001927466346,0.181383694593723
61,0.0014089132108403226,0.18111283733294561
62,0.0014070299355528103,0.18082802112285906
63,0.0014050542802299159,0.1805285123678354
64,0.001402959549942842,0.18021337802593523
65,0.0014007696993828106,0.1798816231580881
66,0.001398458535102411,0.1795319548019996
67,0.0013960445917641313,0.17916383422338045
68,0.0013934959514209856,0.17877656679887038
69,0.0013908169124848568,0.17836895814308754
70,0.0013879942148028372,0.1779397175862239
71,0.0013850173250270577,0.17748753382609442
72,0.001381907027769977,0.1770116686820984
73,0.0013786298357165204,0.17651069852022025
74,0.001375181797462014,0.17598319053649902
75,0.0013715565303125633,0.175428379040498
76,0.0013677500448046396,0.17484439794833845
77,0.0013637563880855362,0.17423063745865455
78,0.0013595436713120972,0.17358490595450768
79,0.0013551282821796262,0.17290623142169073
80,0.0013504807138815522,0.17219265836935777
81,0.0013456105863532196,0.17144288008029646
82,0.0013404875689257795,0.17065503505560067
83,0.0013351165756690674,0.1698273764206813
84,0.0013294654535666967,0.16895781801297113
85,0.0013235421233380644,0.16804506687017587
86,0.001317322549696725,0.16708643161333525
87,0.0013108065065283042,0.16608081872646624
88,0.0013039660675881,0.16502532362937927
89,0.0012967989582998247,0.16391867857712966
90,0.0012892843313658466,0.16275822428556588
91,0.0012813960649789525,0.16154145277463472
92,0.0012731282152414608,0.16026580333709717
93,0.0012644795978513474,0.15892926316994888
94,0.0012554242141329898,0.15753000516157883
95,0.001245920732169627,0.1560649023606227
96,0.0012359835852224093,0.1545319419640761
97,0.0012255803068490843,0.1529275752030886
98,0.0012147009323458546,0.15125020879965562
99,0.0012033134620511332,0.14949666078274065
100,0.001191416616515758,0.14766462261860186
101,0.0011789814038470818,0.1457513433236342
102,0.0011659929810915715,0.1437546152334947
103,0.0011524361627659975,0.14167193724558905
104,0.001138286086363503,0.1395009458065033
105,0.0011235239687196624,0.13723884637539202
106,0.0011081449584498142,0.1348846210883214
107,0.0010921051322769087,0.13243557856633112
108,0.0010754182160151405,0.12988990316024193
109,0.0010580367816146463,0.12724705613576448
110,0.0010399780003353953,0.12450493986789997
111,0.0010212087788834022,0.12166324487099281
112,0.0010017164593311744,0.11872172355651855
113,0.0009815065031244347,0.1156799506682616
114,0.0009605709145454547,0.1125385188139402
115,0.0009388967054502035,0.10929921269416809
116,0.0009164872641961735,0.10596361068578866
