,Criptos Close vechain_loss,Criptos Close vechain_val_loss
0,0.014545971806021943,0.1927553829790532
1,0.007541496178199505,0.14732635809087205
2,0.004901104719089023,0.11380921955081238
3,0.005076918017718641,0.09352759126274066
4,0.005920267706715512,0.08434638278237705
5,0.006087402106616004,0.08189725773087864
6,0.005647169436788422,0.08188194516061366
7,0.005066206486060701,0.08129408835679636
8,0.004568638637308674,0.07879438413970771
9,0.004177177327567305,0.0744144930236641
10,0.0038713790388007104,0.06892624839969065
11,0.003630565462002381,0.06320008053176704
12,0.003428468380348179,0.05784568027860817
13,0.003232874110041336,0.05308528330134249
14,0.0030227364040911198,0.048844572627681423
15,0.0027947541387837336,0.04490608696279855
16,0.0025584875464161067,0.04107448475799341
17,0.002325089734004832,0.03725548902119713
18,0.0021024039429987126,0.033467632001158834
19,0.0018925073144465,0.02978170705937791
20,0.0016953675129889757,0.026280077110076773
21,0.0015084863039557875,0.02300761070573467
22,0.0013310691701708597,0.01998171856862375
23,0.001163201901028682,0.017196375619748544
24,0.0010063199114975058,0.014642648120549903
25,0.0008619358059254357,0.012318717187334752
26,0.0007311202232436888,0.010229349543137112
27,0.0006146306190746783,0.008386079457470741
28,0.0005118613202933051,0.006789454462370653
29,0.0004220725416510912,0.005427437620344518
30,0.0003449881573785739,0.004285800099458502
31,0.00027970070301704965,0.003343401573084552
32,0.00022565155195061588,0.0025823358339311063
33,0.00018164896788931955,0.001981642677973228
34,0.00014644836048172764,0.0015187263328196674
35,0.00011879506878201561,0.0011706008206539113
36,9.752801454213887e-05,0.0009158762458219439
37,8.152954142551399e-05,0.0007354169629043203
38,6.971260631087653e-05,0.0006119379213069105
39,6.119229953907344e-05,0.0005311622162585029
40,5.516820647767156e-05,0.0004812315335208229
41,5.099631292476512e-05,0.0004527136769102908
42,4.816687394578502e-05,0.00043842826043951445
43,4.629266320195199e-05,0.0004331561483860273
44,4.507749966658845e-05,0.0004332085028317511
45,4.4306568427067574e-05,0.0004360823565558798
46,4.382667536666649e-05,0.0004401631953044869
47,4.3533989935832355e-05,0.0004444801397139913
48,4.3359123459406966e-05,0.00044849769736843547
49,4.3256616715981425e-05,0.00045196318546652625
50,4.319753292941317e-05,0.000454795756243469
51,4.316380978582009e-05,0.00045701720010510636
52,4.314471056434625e-05,0.0004586995480282382
53,4.3133936460121886e-05,0.00045993139140372135
