,Stocks GOOGL_loss,Stocks GOOGL_val_loss
0,0.001175233811642282,0.18760439026946865
1,0.0021341308828227777,0.1778488497842442
2,0.0018113329102215935,0.18098337948322296
3,0.001336383828623913,0.17035702363518643
4,0.001174110379493372,0.1552281229456594
5,0.0012036640127766724,0.1449791750878342
6,0.0011385448800384505,0.13776359910314734
7,0.0010001721372443044,0.12922931456368816
8,0.0008944666892490234,0.11939412983488445
9,0.0008293308860291381,0.1101617895005163
10,0.000758360724026445,0.10168590347382649
11,0.0006744661050933329,0.0931935778334121
12,0.0005969834900730528,0.08458341707375423
13,0.0005306065956146018,0.07629169265100778
14,0.0004661116760593554,0.06841023999058511
15,0.00040363871121070974,0.06079746117769194
16,0.00034840820907530457,0.05357561201965513
17,0.0002991155473984901,0.04687536883452707
18,0.0002549263321090305,0.0407000842912138
19,0.00021717238263034623,0.03508413641536531
20,0.00018572946481237358,0.0300798920899137
21,0.00015991042543218032,0.025679298576490938
22,0.00013955777596628432,0.02187745641024152
23,0.00012391832539780943,0.018643475976610972
24,0.00011226941671699655,0.015930607176024066
25,0.00010380802737656704,0.013686970753733776
26,9.753850210758218e-05,0.011853109629563064
27,9.306155728207023e-05,0.010360473382078912
28,8.949505435572245e-05,0.009157906478840457
29,8.655427344151087e-05,0.008183881648131146
30,8.388037826050043e-05,0.007393993764407625
31,8.122556701433376e-05,0.006747053612854855
32,7.859110367515178e-05,0.006209354047194
33,7.5841774131664e-05,0.005755654536187649
34,7.307058532649173e-05,0.005363975828590472
35,7.020750851274183e-05,0.005020911816877028
36,6.735529801096337e-05,0.004713067896510205
37,6.448281957760207e-05,0.004433223989230296
38,6.165436525782955e-05,0.004174669413665726
39,5.88555796474049e-05,0.003934093908799335
40,5.6123722023292145e-05,0.003708316097882661
41,5.3453409499758163e-05,0.0034958046422270705
42,5.0860608293875005e-05,0.0032952723520507745
43,4.834235654970677e-05,0.0031062087182663688
44,4.590755889686748e-05,0.0029279907245558403
45,4.355580198880639e-05,0.002760336205193942
46,4.1287005248802816e-05,0.0026030663423979084
47,3.9104616879447064e-05,0.002455881941093763
48,3.700695487176076e-05,0.002318590885212968
49,3.4997994183612724e-05,0.002190952191190902
50,3.306741738684229e-05,0.002072598854433899
51,3.122669313447396e-05,0.001963444914253167
52,2.94663629822687e-05,0.0018629710438222554
53,2.7793758389566956e-05,0.0017710416587377507
54,2.62000782137221e-05,0.001687196478794121
55,2.469078128703308e-05,0.0016111682336546543
56,2.325757019162132e-05,0.001542512874873278
57,2.190573370682599e-05,0.0014809650601819158
58,2.0629278307661322e-05,0.0014260768561339206
59,1.942848577212219e-05,0.0013775388346523169
60,1.8300158346903102e-05,0.0013349506867402965
61,1.724377444806732e-05,0.001297947394561546
62,1.6255411703076046e-05,0.0012661438254439389
63,1.5330123873850837e-05,0.0012392329257982205
64,1.447318735256337e-05,0.0012168157172258482
65,1.3673635707660155e-05,0.0011985429556855608
66,1.293561419049732e-05,0.001184095330305459
67,1.2251789297250461e-05,0.0011731005660527624
68,1.1621016748288014e-05,0.001165286272240818
69,1.1042145709603378e-05,0.0011603053551444338
70,1.0509783133175532e-05,0.0011578810099158283
71,1.0023913805638555e-05,0.0011577194110174809
72,9.578867846823775e-06,0.0011595557222512265
73,9.174710169096848e-06,0.0011631363188878687
74,8.807488063384957e-06,0.0011682212429721492
75,8.474648254851365e-06,0.0011745874581412096
76,8.17436169703541e-06,0.0011820303110698285
77,7.9030477168127e-06,0.0011903523979323709
78,7.660217396890906e-06,0.0011993848741793434
79,7.441739601872992e-06,0.0012089616930774174
80,7.24708302149045e-06,0.0012189367024058645
81,7.0735024399420414e-06,0.0012291897875295321
