,Criptos Close ethereum_loss,Criptos Close ethereum_val_loss
0,0.0014123019282725323,0.19421333037624675
1,0.001464636925192288,0.16516660794246296
2,0.0015080351120800026,0.14990824658023424
3,0.001199601675106659,0.13606023492891928
4,0.0009346442606900472,0.11984049966020033
5,0.0007598104507639265,0.1029531488364393
6,0.0006503703626842538,0.08775193121068733
7,0.0005529949841789962,0.07483032179519164
8,0.0004450540892464255,0.06324523675047662
9,0.0003436434896632044,0.05251696416415459
10,0.0002649801339249873,0.04299870975438721
11,0.00020818626613948834,0.03513132917794807
12,0.00016562456675431854,0.028897208046198875
13,0.00013438569880807425,0.024069126364428643
14,0.00011489922861464722,0.02048248822285124
15,0.00010419343996260023,0.017981037874667604
16,9.818939147671022e-05,0.016302901793517604
17,9.45752658443487e-05,0.015200291363876467
18,9.239086913029578e-05,0.01450186843929951
19,9.082078326143294e-05,0.014067165603599519
20,8.936448669501711e-05,0.013780808992191288
21,8.804332498607249e-05,0.013570644480969049
22,8.680667845563085e-05,0.01338879118696594
23,8.556248200672471e-05,0.013203877982614208
24,8.432820094422214e-05,0.013004700287653149
25,8.309165663797839e-05,0.01278874520135443
26,8.181513112504035e-05,0.012557861672267934
27,8.051531442993297e-05,0.012316381720410398
28,7.918883561953318e-05,0.012068996240561906
29,7.786081629047124e-05,0.011819516312454112
30,7.650566683968621e-05,0.01156914067523908
31,7.514868721496776e-05,0.011319747225435313
32,7.377869487078168e-05,0.011071633262759891
33,7.241148675295471e-05,0.01082473810115629
34,7.103884686217528e-05,0.010579062356374973
35,6.965172829679868e-05,0.010333813592206594
36,6.827196428140487e-05,0.010089620890111223
37,6.68831340620325e-05,0.00984627447930003
38,6.550015269033995e-05,0.00960392484148918
39,6.410870005950055e-05,0.00936240437517543
40,6.272212959622026e-05,0.00912265275597326
41,6.133180558065737e-05,0.008884220370591795
42,5.9940009656908715e-05,0.008646865610094848
43,5.855947896003077e-05,0.008411643795730653
44,5.717268528720779e-05,0.008177979643387366
45,5.5793376109362695e-05,0.007946349232080431
46,5.4417181642695274e-05,0.007716861495763556
47,5.304802849904195e-05,0.007489570310677995
48,5.16826779752862e-05,0.007264380000747186
49,5.0325580492080765e-05,0.007041818360328551
50,4.897559384434399e-05,0.00682172356250365
51,4.763078382998813e-05,0.006604219292298205
52,4.6298360953074765e-05,0.006389531734099319
53,4.4972219121736695e-05,0.006177701071397332
54,4.366266752606689e-05,0.0059693134178153496
55,4.235600433524021e-05,0.0057638452045835
56,4.106876668847389e-05,0.005561889076128233
57,3.9790005171536813e-05,0.005363176082268603
58,3.852631216281871e-05,0.005168106770604725
59,3.728110143940796e-05,0.0049769815734841604
60,3.604453876287453e-05,0.00478962086302744
61,3.483019941649977e-05,0.004606438538998611
62,3.363113867913658e-05,0.0044273074431544985
63,3.2453819826025944e-05,0.004252421727388604
64,3.1290882775052026e-05,0.004081926121922933
65,3.0152395707728295e-05,0.003916187118546468
66,2.9027909386810685e-05,0.00375476652132886
67,2.7934169218286658e-05,0.003598447078992882
68,2.685934741147178e-05,0.0034469470289374186
69,2.5807687322886213e-05,0.003300371246935784
70,2.478779756792625e-05,0.003159043566739448
71,2.378224362924691e-05,0.003022584672593935
72,2.2812263861761336e-05,0.002891577102921226
73,2.1864782392493765e-05,0.0027658381356957776
74,2.0948024751658913e-05,0.0026454977606507864
75,2.0057617352115112e-05,0.002530558308016909
76,1.919652637929371e-05,0.002421069688217576
77,1.8364983776893105e-05,0.002317080083726482
78,1.756664419528443e-05,0.002218522143950455
79,1.679509607264445e-05,0.002125282812294019
80,1.6057307649202248e-05,0.0020375538728977286
81,1.534784560360944e-05,0.001955115944454985
82,1.4671760299813083e-05,0.001877959041225085
83,1.4026908321878085e-05,0.0018060217478720487
84,1.3410717987095598e-05,0.0017390986740943198
85,1.282886398618479e-05,0.0016772207449967703
86,1.2275115145449257e-05,0.001620134130920753
87,1.1753472444829376e-05,0.0015677483434873548
88,1.1260880955512018e-05,0.0015198800073982764
89,1.079854151867941e-05,0.0014763683377003128
90,1.0364404614328807e-05,0.0014370319785642599
91,9.958153054303843e-06,0.0014016681777944495
92,9.579167371240063e-06,0.0013700771070478007
93,9.227683710551067e-06,0.0013420518597372431
94,8.901040199222831e-06,0.0013173745477510507
95,8.598200298921774e-06,0.0012958197477312128
96,8.320480845228784e-06,0.0012771956351285507
97,8.063491647086523e-06,0.001261261287953489
98,7.828587332963155e-06,0.0012478041712748857
99,7.614643908341388e-06,0.0012366274633437149
100,7.41797514045866e-06,0.0012275144719511024
101,7.240339785364859e-06,0.0012202609420854074
102,7.079567362141025e-06,0.001214681286557216
103,6.933528734294699e-06,0.0012105948028100792
104,6.8027136384150875e-06,0.0012078137090814507
105,6.6851423544595635e-06,0.0012061829651775192
106,6.579896437471674e-06,0.0012055506365958694
107,6.4860152223979435e-06,0.0012057724183671607
108,6.402476615710102e-06,0.00120671283576853
109,6.3285087589448715e-06,0.0012082512122925278
110,6.263143335266904e-06,0.0012102821468537258
111,6.205479422525728e-06,0.0012127095381229008
112,6.154907787051403e-06,0.0012154400989428655
113,6.1105798082761726e-06,0.0012183966690458912
114,6.071863274635027e-06,0.0012215068679272143
115,6.0381578820423715e-06,0.0012247140234536375
116,6.00894083828648e-06,0.0012279670167914475
