,Stocks ^RUT_loss,Stocks ^RUT_val_loss
0,0.0014169602561068591,0.19021649572474897
1,0.002122211878087895,0.17781223639969
2,0.0019776089701893903,0.1830418321711958
3,0.00142976398000586,0.17263907132562528
4,0.0012565579540519552,0.15704082605267358
5,0.0013395181533780473,0.14744509436374853
6,0.0012845911214528374,0.14072486942957255
7,0.0011365362394924377,0.1318560061622257
8,0.0010408919953071505,0.1218384049894396
9,0.000992240680069932,0.11286257872404146
10,0.0009225080951986727,0.1044860216827432
11,0.0008347473152497521,0.09575196053863556
12,0.0007593375572950141,0.0869733693678517
13,0.0006920137502299237,0.07856177163025564
14,0.0006203729185960756,0.07037593645990388
15,0.0005488774358210238,0.06233290545950251
16,0.0004833961725388923,0.054633698587821536
17,0.0004203501417232323,0.04734554782140354
18,0.0003599877152226342,0.040489222885163365
19,0.0003038693966501785,0.03412855878349178
20,0.0002533682332901392,0.02835518000108644
21,0.00020746346577532466,0.02319287243953421
22,0.0001670962225064666,0.01866365992271703
23,0.0001327413567707466,0.014789975017370763
24,0.0001038734915123652,0.011551208647876239
25,8.049780964848493e-05,0.00890921565034419
26,6.23904388327698e-05,0.006822595838457346
27,4.85931319898487e-05,0.005211711730346207
28,3.878932588393146e-05,0.004010052368244972
29,3.199045371248826e-05,0.0031357724835311086
30,2.7589209633686942e-05,0.002518593510689814
31,2.4842653733347197e-05,0.0020918477103422004
32,2.3230754138713255e-05,0.001803290478939052
33,2.229618684779314e-05,0.0016104559893219555
34,2.1739049635688998e-05,0.001482789409500816
35,2.1357618622031557e-05,0.001398119782020669
36,2.1036300367544876e-05,0.0013416438038299275
37,2.0716139772033302e-05,0.0013033660428891005
38,2.037500204953311e-05,0.0012767819316349615
39,2.000715524874135e-05,0.001257686252313212
40,1.9618026813115033e-05,0.001243332451909842
41,1.921397090859688e-05,0.0012319820802196982
42,1.8802167341923186e-05,0.001222506436819503
43,1.838811210689543e-05,0.0012142178554411147
44,1.7975662753884565e-05,0.0012066985397745878
45,1.756760982309722e-05,0.0011997066990449285
46,1.716568168519211e-05,0.001193123486678093
47,1.6770755032929862e-05,0.0011868879183634254
48,1.6383492519640295e-05,0.0011809826395589827
49,1.6004155177819302e-05,0.0011754082467730258
50,1.563294087142168e-05,0.0011701704780301772
51,1.5269885288718857e-05,0.001165279312336371
52,1.4914915219145588e-05,0.001160741629740916
53,1.4568312019773581e-05,0.0011565594073800632
54,1.422989144651912e-05,0.001152736626465397
55,1.389966531529684e-05,0.0011492686707926683
56,1.3577911285067762e-05,0.0011461523192172701
57,1.326413272662581e-05,0.0011433855984513918
58,1.295893216141969e-05,0.0011409589345374505
59,1.2661774295443776e-05,0.0011388677651493634
60,1.2373133990163184e-05,0.0011371038315340508
61,1.2092545073169614e-05,0.0011356601333784417
62,1.182040342270235e-05,0.0011345281521597307
63,1.1556384446867164e-05,0.0011337006412646617
64,1.1300476720606647e-05,0.001133168232627213
65,1.105275522837654e-05,0.0011329219411011816
66,1.081292706778396e-05,0.0011329538687247752
67,1.0581197318609434e-05,0.0011332531426917793
68,1.0357063684217086e-05,0.0011338120151295765
69,1.0140922057879166e-05,0.0011346191408358945
70,9.932241144360135e-06,0.0011356667854076575
71,9.731176895693652e-06,0.0011369434112205733
72,9.537527960275823e-06,0.001138439326939627
73,9.351138115479527e-06,0.0011401450750225584
74,9.171812308515414e-06,0.0011420493968570034
75,8.999635656061197e-06,0.0011441437200419913
