,CombinacionStocksEmpresasSinFB_n512_loss,CombinacionStocksEmpresasSinFB_n512_val_loss
0,0.007555921165936294,0.12469182891407232
1,0.005826241422401762,0.09128572851762004
2,0.008644718398479209,0.0942075874271064
3,0.0073739186132690685,0.10449102932009204
4,0.005906492498457089,0.10616974549731989
5,0.004968452840058625,0.09773886477810213
6,0.004476320549802876,0.08625431273175382
7,0.004398411008711347,0.07763392212747157
8,0.004317404338340649,0.07282686439053766
9,0.003997319246824274,0.06949995800681498
10,0.0035596426908226534,0.06524429752908904
11,0.0031561980147086,0.05957560292605696
12,0.002845604256352131,0.05357728564533694
13,0.0025972471781203457,0.0482496402558239
14,0.0023426317326167875,0.04363387694646572
15,0.0020633003107090107,0.03921241946946615
16,0.0017882255146857992,0.034699137868552374
17,0.0015460028735942196,0.030287923055818712
18,0.00133466728877319,0.02625473952670207
19,0.0011399041475920841,0.022634596874316532
20,0.0009589229881677819,0.01931720509611327
21,0.0008002508969592123,0.01627771085363695
22,0.000667920035053173,0.01359405004601369
23,0.0005581042121817497,0.011299380433114096
24,0.0004672772055705902,0.009345447280626187
25,0.0003954494665055696,0.007694224366682699
26,0.0003413341560764988,0.00633977928423676
27,0.0003012581286823441,0.005251454232239175
28,0.0002721424034566501,0.004386824737677629
29,0.0002516725589989567,0.0037065179718808196
30,0.00023745090149385832,0.003179783959626809
31,0.00022718886310909073,0.002775758617268554
32,0.00021946891033674065,0.0024664123093002827
33,0.0002131797987151484,0.002229291191003446
34,0.0002075876105120459,0.0020467160676402607
35,0.00020226163521339452,0.0019049206106313344
36,0.00019700384533886486,0.0017922118857460118
37,0.00019174560895470646,0.0017001193562715218
38,0.00018645520280208974,0.0016230204056991242
39,0.00018117134325506016,0.0015559597074685768
40,0.0001759149684288389,0.0014951532123203594
41,0.0001707226722922722,0.0014393388764697246
42,0.00016561182372702886,0.0013864367247569836
43,0.00016061756259764428,0.0013355851205515451
44,0.00015573517910148627,0.001286471637244197
45,0.00015097605350531702,0.00123875565966056
46,0.00014634542826204509,0.001192349456143619
47,0.00014184418309348817,0.001147285944129201
48,0.00013747056783912918,0.0011036879805869412
49,0.00013322693254964576,0.0010615884695715945
50,0.00012911160584557909,0.0010210607005497333
51,0.00012512251265727026,0.0009821664351948548
52,0.000121258845938846,0.0009449235546327699
53,0.00011751933415398944,0.0009093485951916069
54,0.00011390830557753236,0.0008754292329045376
55,0.0001104032397825517,0.000843192065327332
56,0.00010703115047613994,0.0008124700204158822
57,0.00010377436644804461,0.0007833995275606198
58,0.00010063179011587803,0.0007558574608323732
59,9.76091202689019e-05,0.0007297593763033891
60,9.469836075514576e-05,0.0007051462254048079
61,9.189973491305571e-05,0.0006819302791558292
62,8.921225981930024e-05,0.0006600285093460618
63,8.663316258134309e-05,0.0006394756599275887
64,8.415953206345332e-05,0.0006201817719640488
65,8.17937256758979e-05,0.0006021122098900378
66,7.952969454713273e-05,0.0005851825953450525
67,7.735756775344208e-05,0.0005694581503476733
68,7.529411508083537e-05,0.0005547560948139891
69,7.331744593269748e-05,0.0005411572490775979
70,7.143864251242352e-05,0.0005285243420786727
71,6.965081139378003e-05,0.0005168844323508955
72,6.794858187465158e-05,0.000506129274385628
73,6.63322019230189e-05,0.0004962887180080616
74,6.479887334775747e-05,0.0004872666262411352
75,6.334675240448152e-05,0.0004790449406598406
76,6.197231635886202e-05,0.00047158482270422337
77,6.0669749671788675e-05,0.00046483250187667107
78,5.9442852985718683e-05,0.0004587576118426333
79,5.828301570660585e-05,0.00045333034827256167
80,5.719178426815411e-05,0.00044849298321695505
81,5.616401427561931e-05,0.0004442300093520818
82,5.5197861441009644e-05,0.00044049204115745153
83,5.4291050773095234e-05,0.00043725075291191367
84,5.344020246411674e-05,0.0004344712989672419
85,5.264389565336283e-05,0.00043212194343622047
86,5.189830870682042e-05,0.0004301664627547879
87,5.120110997278511e-05,0.000428585035876296
88,5.055128813496438e-05,0.0004273388413016567
89,4.994504986867448e-05,0.00042640769000475604
90,4.938089017971718e-05,0.0004257593208913231
91,4.885629936450579e-05,0.00042537189638723843
92,4.83688877727542e-05,0.0004252197475830928
93,4.7916992053646466e-05,0.00042528023972743375
94,4.7498083310121475e-05,0.00042553225581684075
95,4.711056191871617e-05,0.00042595479158342054
96,4.675227595224238e-05,0.00042652875759060783
97,4.642149921066406e-05,0.00042723637273610067
98,4.6116492029242006e-05,0.0004280601419379999
99,4.583549107546683e-05,0.00042898413101639384
100,4.557708113376672e-05,0.0004299943390216721
101,4.533944242023702e-05,0.0004310771553969846
102,4.512112275409598e-05,0.00043221809580151375
