,Stocks FB_loss,Stocks FB_val_loss
0,0.0007023015529669535,0.15002995270949143
1,0.0019041755720256614,0.14636583282397345
2,0.0014621575268952607,0.1534173832489894
3,0.0009728421775015214,0.14342390115444476
4,0.0007938352646306157,0.12834265598883995
5,0.0008690136853077163,0.11939043952868535
6,0.0008418095223113106,0.11471121700910422
7,0.0007130398679202279,0.108622839817634
8,0.0006099894526414573,0.10041243067154518
9,0.0005654253282745441,0.09273057488294748
10,0.0005270674703821826,0.08641413541940543
11,0.00046533889746150147,0.08025101744211637
12,0.0004043090050869908,0.0737299437706287
13,0.00035860939757325326,0.06741231450667748
14,0.00031831323800501053,0.061605531435746416
15,0.0002762552349640128,0.056052907155110285
16,0.00023761888139863283,0.05065291489546116
17,0.00020624358596530958,0.045623952379593484
18,0.0001782911248693171,0.041030374283973985
19,0.00015309952141251415,0.03676928522495123
20,0.00013287285121175676,0.032896091731695026
21,0.00011659063602564856,0.029444244618599232
22,0.00010349930772253383,0.02638490727314582
23,9.356539857645448e-05,0.023714914344824277
24,8.620918071336256e-05,0.021413126817116372
25,8.090661392018844e-05,0.01944920764519618
26,7.719205230107316e-05,0.017790629600103084
27,7.461907807737589e-05,0.01640101121022151
28,7.280192389421594e-05,0.015242400650794689
29,7.145179300166022e-05,0.014277693457328357
30,7.031893339724495e-05,0.013475074217869686
31,6.92826377836844e-05,0.012801257177041126
32,6.8250910631972e-05,0.012229518821606269
33,6.717255802448982e-05,0.011736561615879718
34,6.604921873076819e-05,0.011302760014167199
35,6.486194839593596e-05,0.010913710468090497
36,6.362493233889557e-05,0.010556824362048736
37,6.23616942903027e-05,0.010222106885451537
38,6.106002267468005e-05,0.00990449981047557
39,5.975511045947384e-05,0.009598147840454029
40,5.8428116272597646e-05,0.009300476513229884
41,5.7112289561281126e-05,0.009008697878855925
42,5.5789488005057836e-05,0.008722193395862212
43,5.447946638853934e-05,0.008439764953576602
44,5.3169598126819787e-05,0.00816149479494645
45,5.187218518515762e-05,0.007887067416539559
46,5.058203868639584e-05,0.007616815515435659
