,CombinacionStocks_n512_loss,CombinacionStocks_n512_val_loss
0,0.0013367712554475677,0.17526219846788516
1,0.003952557328811362,0.2001274314301073
2,0.0018133976617500894,0.1934134472500194
3,0.0012871213796094428,0.16254455146710733
4,0.0018093392237528297,0.16644459568764552
5,0.0012628244190892467,0.1561914493968664
6,0.0011654037362626515,0.14240265902408883
7,0.0012088408462764804,0.13779512959078324
8,0.00099432905019869,0.1281819517208525
9,0.0009418423268328274,0.11917248491413338
10,0.0008738449705410594,0.11212411344297661
11,0.0007664088933336094,0.10350185934423416
12,0.0007104875456372446,0.09589707814464885
13,0.0006332341090906873,0.08841116412365732
14,0.0005680371580014297,0.08090200182820155
15,0.0005105435194001218,0.07391183250699161
16,0.000453208281162141,0.06704279527930189
17,0.0004056867833580237,0.06062288397599843
18,0.0003612853686733187,0.05454187282969144
19,0.00032434660858620914,0.048906079747460106
20,0.0002923343159366122,0.043741991235451264
21,0.00026617496931532873,0.039049333007621374
22,0.00024490093587212696,0.034874546718745195
23,0.0002284554073352305,0.031175677641487317
24,0.00021496949157454381,0.027960706640743026
25,0.0002051579437895932,0.025191035414160776
26,0.00019668546372501194,0.022814078117943993
27,0.00018985137152908877,0.020799177922000568
28,0.00018358468664964,0.019081557446644325
29,0.00017760546102519494,0.017621782031064192
30,0.00017170533913087624,0.016367042814342935
31,0.000165572498197675,0.015278634384336057
32,0.00015936693665379088,0.014323109783971113
33,0.0001530453600258805,0.013468999354061017
34,0.00014664891920598946,0.012696001116832919
35,0.00014028611688197336,0.011985966273822075
36,0.00013403700566504243,0.01132337856760695
37,0.0001277863519450973,0.01070194204976736
38,0.00012179216214124698,0.010113641073203776
39,0.00011592138845334984,0.009553932292340708
40,0.0001102679544744228,0.009021000336270686
41,0.00010482826359639298,0.008512752457745066
42,9.960419794713908e-05,0.008026844771840602
43,9.456072349008943e-05,0.007562488502214763
44,8.968811641901362e-05,0.007121821157326383
45,8.511247605466369e-05,0.006702025320904314
46,8.07114925874351e-05,0.006302909152043506
47,7.650295374934246e-05,0.005924943726786897
48,7.251161258871674e-05,0.005566997757597157
49,6.870596637383627e-05,0.005229265217415311
50,6.51100720062444e-05,0.004910978961982264
51,6.171264988755083e-05,0.004611365677988972
52,5.849307760873363e-05,0.004330341192347206
53,5.546695885175362e-05,0.004067457379188296
54,5.2628092215712034e-05,0.0038208110635130368
55,4.9912150418154954e-05,0.0035915998818953176
56,4.741823813523943e-05,0.003377899079206438
57,4.5077548980951493e-05,0.0031790027264043813
58,4.288181049214322e-05,0.0029951527768607477
59,4.0840270471074115e-05,0.0028245869315852803
60,3.891592850852835e-05,0.002667153123304371
61,3.712184061892793e-05,0.0025223385685023444
62,3.546790793742061e-05,0.0023890996153643432
63,3.3921901038501504e-05,0.0022665537886075245
64,3.246994665535244e-05,0.0021544783308809577
65,3.1115083612717135e-05,0.0020519471871628127
66,2.9851453381682907e-05,0.001958295248818299
67,2.8667845756050262e-05,0.0018728545016401317
68,2.7554572407398682e-05,0.0017951378783534382
69,2.650334253235651e-05,0.0017244487419755252
70,2.5509952732038586e-05,0.0016603703150710415
71,2.4573072227784087e-05,0.0016022306647582734
72,2.3683273242613347e-05,0.0015495503590680843
73,2.2829438173423775e-05,0.0015019771569862593
74,2.2013686187969412e-05,0.001459097150089758
75,2.123545872120664e-05,0.001420513344813169
76,2.0492861679012403e-05,0.00138577076506393
77,1.977917592499159e-05,0.0013546579967691633
78,1.9093071221670304e-05,0.001326923808929595
79,1.842830082871143e-05,0.0013022143336028353
80,1.7785554398659403e-05,0.0012803548227318308
81,1.7167116191347847e-05,0.0012610786332756527
82,1.65714332107493e-05,0.0012441911977092344
83,1.5999798472703257e-05,0.00122953191676662
84,1.5449293356096326e-05,0.0012169325539518978
85,1.4920303125890772e-05,0.0012062705845441207
86,1.4410087902989808e-05,0.0011973841893217288
87,1.3916570702153989e-05,0.0011901682587186536
88,1.3441203407652691e-05,0.0011845101508088718
89,1.2986329749749959e-05,0.0011802928537622956
90,1.2549936903923488e-05,0.0011774236644225672
91,1.2134137152826937e-05,0.0011758230182088234
92,1.1739174210974438e-05,0.0011753996195317793
93,1.1362026782065615e-05,0.0011760685708342997
94,1.1002598504760987e-05,0.00117774999484974
95,1.065810071797522e-05,0.0011803662435205516
96,1.032902525539687e-05,0.0011838503943925555
97,1.0015178492368768e-05,0.0011881425253246441
98,9.7179689129751e-06,0.0011931858573893993
99,9.437647898544842e-06,0.0011989190628028605
100,9.175148740971714e-06,0.001205272502111933
101,8.930342592667472e-06,0.0012121650501931748
102,8.701627299791849e-06,0.001219529751880664
