,Criptos Close eos_loss,Criptos Close eos_val_loss
0,0.0014861564039856904,0.20335211844976284
1,0.0015677596627126549,0.17529850015955523
2,0.0016851760293087683,0.15994672354095238
3,0.0014615817330315831,0.1465237939899618
4,0.0012493378382699549,0.1314615831394826
5,0.0011077219146988855,0.11556657249769889
6,0.0010196786087144874,0.10054399651929366
7,0.0009476238369079661,0.0871771892363375
8,0.000861246468814875,0.07501660952390718
9,0.0007620023776130551,0.06341410890098445
10,0.000667514212137042,0.0523860773825941
11,0.0005839099681335848,0.04229882768978757
12,0.0005075573576768199,0.03345878140554448
13,0.00043542932744007097,0.025951695774704957
14,0.0003684248164544375,0.019803645551081533
15,0.00031029498940603114,0.015081023077734491
16,0.00026195886287999853,0.011768732920350614
17,0.00022137473654367554,0.009692490020043347
18,0.0001887959119775294,0.00861850174236273
19,0.00016336275809054833,0.008261457655178614
20,0.00014380191759834612,0.008328195468884362
21,0.0001287096304975812,0.008564829487692226
22,0.00011683604374832438,0.008788803407599119
23,0.00010713761601301703,0.008898443142183063
24,9.893069941163725e-05,0.008859029847913045
25,9.171582670874648e-05,0.008681481457815683
26,8.518407598747833e-05,0.008397628122186366
27,7.916765473566542e-05,0.008043688229354452
28,7.353671164370204e-05,0.007652085643908209
29,6.825006972230617e-05,0.007245913263379543
30,6.32460439440117e-05,0.006840955504516432
31,5.85014915621978e-05,0.006446531673600851
32,5.401571480651609e-05,0.006067186378496738
33,4.977076352874109e-05,0.00570508689150091
34,4.576849878052719e-05,0.005360873962544705
35,4.200335700990447e-05,0.005034462364067223
36,3.848245496029892e-05,0.004725339133600312
37,3.519141170148611e-05,0.004433379400798605
38,3.213795933649733e-05,0.004158073866909201
39,2.9310225246330792e-05,0.0038991648442119604
40,2.6706078612680494e-05,0.003656486357169703
41,2.431624391248973e-05,0.003430095262640764
42,2.213543565863982e-05,0.0032195940821562424
43,2.014949855075722e-05,0.003024777047305314
44,1.835459855003648e-05,0.0028451176029283647
45,1.6735671222193575e-05,0.002680183825090774
46,1.528652024747369e-05,0.00252938549580776
47,1.3993048826307116e-05,0.0023920725115136173
48,1.2845422141494476e-05,0.0022675598594398536
49,1.1833049736068918e-05,0.0021551152564246545
50,1.0943220482012527e-05,0.0020539174703034487
51,1.0166429355427861e-05,0.0019631467409401146
52,9.491375899678366e-06,0.0018820511388846419
53,8.908258174670656e-06,0.0018098018928777333
54,8.406694257043328e-06,0.0017456800392097677
55,7.978349150250347e-06,0.0016888774323377234
56,7.613585235838189e-06,0.0016387148004040615
57,7.305536103160178e-06,0.0015944798461600277
58,7.045868153736517e-06,0.0015555825017100153
59,6.828772839522451e-06,0.001521425176419564
60,6.647831070934872e-06,0.0014914897970916812
61,6.497920966549745e-06,0.0014652878292335952
62,6.374246112507775e-06,0.0014423818995190922
63,6.2726902767228376e-06,0.001422369020436852
64,6.1897043008136e-06,0.0014048911811984028
65,6.122167300688962e-06,0.001389642138311193
