,Stocks ^IXIC_loss,Stocks ^IXIC_val_loss
0,0.0013541817853155618,0.16835489181371835
1,0.001602508118734337,0.15194308528533348
2,0.0018622053970690244,0.158925677721317
3,0.001333173962148766,0.15577167501816383
4,0.0010335299347598965,0.14256230225929847
5,0.0010545923264894204,0.13172347041276786
6,0.001123953828937374,0.12612639023707464
7,0.0010377634451008188,0.1210046777358422
8,0.0009165934125821178,0.11365480491748223
9,0.0008525479956565854,0.10574586001726297
10,0.0008256486169277475,0.09891038903823265
11,0.0007782825112092093,0.09266080879248105
12,0.0007115294317302939,0.08610327541828156
13,0.0006529236561618745,0.07936386420176579
14,0.000606444959815305,0.07292216443098508
15,0.0005573854342891047,0.06672413188677567
16,0.0005048817144527745,0.06059563962312845
17,0.0004553439279194348,0.054596069340522475
18,0.00040948393423325167,0.04884796761549436
19,0.000364285102897646,0.043349756071200736
20,0.00032083389557486115,0.038114242255687714
21,0.0002798777585177539,0.03317742794752121
22,0.00024220021945299007,0.02859836730819482
23,0.00020675636439521512,0.02437965485912103
24,0.00017453294472383836,0.020544302005034227
25,0.00014589609068375116,0.017120187958845727
26,0.0001204112581595277,0.01410431658419279
27,9.841976610075038e-05,0.011494623210567694
28,7.976154399959621e-05,0.009276999590488581
29,6.430894721303887e-05,0.007428932934999466
30,5.1821306022667646e-05,0.005918461399582716
31,4.194884394774608e-05,0.004706287756562233
32,3.442998884286051e-05,0.003753486232688794
33,2.882220808085269e-05,0.003017855020096669
34,2.477121681574947e-05,0.0024595306469843937
35,2.1909461653334663e-05,0.002041516431535666
36,1.9960902836128997e-05,0.0017331238442028945
37,1.8636926352673283e-05,0.001507259959068436
38,1.776072139574143e-05,0.0013434515477946172
39,1.7173494108227224e-05,0.001225160237831565
40,1.677250789865726e-05,0.0011401079380168365
41,1.648869245120575e-05,0.001079094703667439
42,1.6274259765990653e-05,0.0010352738094157898
43,1.6103688232340992e-05,0.0010037116455630614
44,1.5958142214983058e-05,0.0009807089898878564
45,1.5828598686941685e-05,0.0009636259279572046
46,1.5708633257488076e-05,0.0009505452964311609
47,1.5594210848436116e-05,0.0009400561326541579
48,1.548373760530152e-05,0.0009312149441729372
49,1.537578632101381e-05,0.0009233857003542093
50,1.5267682801305244e-05,0.0009160650750765434
51,1.5161734154389706e-05,0.0009090478370825832
52,1.5054970740143639e-05,0.0009021118032531097
53,1.4948923657916916e-05,0.0008952141237946657
54,1.4842438479088461e-05,0.0008882833555197486
55,1.4736086016525336e-05,0.0008813340772086611
56,1.4629587685004271e-05,0.0008743548532947898
57,1.452313070051157e-05,0.0008673707488924265
58,1.4416756480036733e-05,0.0008603903518703121
59,1.431038799637463e-05,0.0008534311245267207
60,1.4204353786995993e-05,0.0008465053979307413
61,1.409841717339497e-05,0.0008396231479799518
62,1.3992872132243625e-05,0.0008327921745009148
63,1.3887581819569907e-05,0.0008260172326117754
64,1.3782724076568578e-05,0.0008193038027876845
