,CriptosTrends_n512_loss,CriptosTrends_n512_val_loss
0,0.007111420164462821,0.13453515884519993
1,0.006808406898173793,0.10300557606521694
2,0.008463026923609191,0.09858206633863778
3,0.007133767726006864,0.09947190939009874
4,0.005623544930298438,0.09480008191760929
5,0.004565337153644055,0.08351882487192921
6,0.0038959705511686102,0.07028123513720501
7,0.003557101882266245,0.05934907196239493
8,0.0032690864527362517,0.051664801335882866
9,0.00285172033198606,0.0457184387520812
10,0.0023868433199822903,0.03982861485631987
11,0.0019922749160778247,0.03367425081716187
12,0.0017080020384284958,0.028044195567396867
13,0.0015026096993222319,0.02358246787354864
14,0.001324606336781691,0.02018182769674679
15,0.0011658034683472809,0.017405086657267876
16,0.0010441664429702636,0.015055989311344322
17,0.0009620571776625069,0.013195433900102803
18,0.0009032608646813823,0.011823279772424835
19,0.0008540331284333577,0.010786897502839565
20,0.0008124586879864506,0.009941581138891393
21,0.0007783400654878424,0.009240819269727016
22,0.0007477814636739163,0.008668423582125327
23,0.0007174455857803596,0.008181516862549316
24,0.0006872677436933435,0.0077391428252061205
25,0.0006578319970967954,0.007329701210489903
26,0.0006286819658145822,0.006951137135426204
27,0.0005994737991292415,0.006593445246375498
28,0.0005705849476287078,0.006248390807866536
29,0.0005423013313577093,0.00591593349202611
30,0.0005145546452987982,0.005596506040029484
31,0.0004873869314404397,0.005287554727910065
32,0.00046098504707902326,0.00498871068769916
33,0.00043538987272601017,0.004700923100349376
34,0.00041060161846422256,0.0044239696125960215
35,0.00038668330311882255,0.004157465783579425
36,0.0003636796816905168,0.0039017382693402043
37,0.000341594948476159,0.0036568974851277367
38,0.0003204479901890816,0.0034227315510419764
39,0.0003002623474792759,0.0031992795143875926
40,0.00028104366849701125,0.002986603519536726
41,0.0002627963061048382,0.0027846129083920314
42,0.00024552714352592313,0.0025932775949524052
43,0.000229235317681156,0.00241258028284486
44,0.00021391538782687537,0.002242425813917713
45,0.0001995610223745863,0.002082698605151783
46,0.00018616041855019485,0.0019332637539368936
47,0.0001736972517810291,0.0017939235308560833
48,0.00016215185858255745,0.0016644416864019357
49,0.00015149951106922208,0.0015445473515589175
50,0.00014171144344988438,0.001433926599699704
51,0.00013275488548050368,0.001332230115277243
52,0.00012459327304874943,0.0012390816085115503
53,0.00011718654004862297,0.0011540763909746517
54,0.00011049204050354531,0.001076789504591504
55,0.00010446478942564379,0.0010067769145625162
56,9.905819685115404e-05,0.0009435851557779757
57,9.422470871011202e-05,0.0008867500709830087
58,8.991654889039888e-05,0.0008358061306938615
59,8.608613296374464e-05,0.0007902870621082598
60,8.268885220128016e-05,0.0007497630190457506
61,7.96784084302309e-05,0.0007137625013884885
62,7.701335319628318e-05,0.000681877175035576
63,7.465323627305527e-05,0.0006536961701730715
64,7.25610021283668e-05,0.0006288347542339444
65,7.070279878399591e-05,0.0006069401419593085
66,6.90474468380368e-05,0.000587677392418143
67,6.756746428771126e-05,0.0005707445958543612
68,6.623813788300841e-05,0.0005558644917836392
69,6.503793074757438e-05,0.000542785883372671
70,6.394817013977277e-05,0.000531286606029875
71,6.295271890556397e-05,0.0005211657101834385
72,6.203789828644916e-05,0.0005122463877216495
73,6.1192098363027e-05,0.0005043727237377958
74,6.040567150821203e-05,0.0004974086648495547
75,5.967054228718532e-05,0.000491235570462913
76,5.89805455803443e-05,0.0004857454981505014
77,5.8328642275039876e-05,0.00048085972439262204
78,5.7712329065510144e-05,0.00047649206839844415
79,5.712654535597104e-05,0.00047257737906906624
80,5.65694042480813e-05,0.00046906216021884103
81,5.603737334805091e-05,0.0004658910570312934
82,5.552930205099649e-05,0.0004630275572457447
83,5.50428869727271e-05,0.0004604304063497861
84,5.457713042891681e-05,0.00045807345371543504
85,5.413057455182846e-05,0.0004559252484722984
86,5.370236516912767e-05,0.00045396567017225354
87,5.3291469722070954e-05,0.00045217300133629777
88,5.2897130842012855e-05,0.00045053099801271466
89,5.251860918293857e-05,0.0004490240230813794
90,5.215520637836468e-05,0.00044763959467882057
91,5.180628896000442e-05,0.0004463657681915866
92,5.147130132068066e-05,0.000445192631590983
93,5.114965088800634e-05,0.0004441119889707315
94,5.0840795226796564e-05,0.00044311524767578505
95,5.054422669265226e-05,0.00044219590785067483
96,5.0259445000763704e-05,0.00044134804837127356
97,4.998597453767166e-05,0.00044056564842447126
98,4.972334345334327e-05,0.000439844261480217
99,4.947109403150242e-05,0.00043917923092563776
100,4.922883215777833e-05,0.000438566572546702
101,4.899609973955225e-05,0.00043800224659793163
102,4.877249572102259e-05,0.0004374835802102997
103,4.855765580251845e-05,0.0004370070856075263
104,4.835121898782097e-05,0.00043657014745919183
105,4.8152796556803816e-05,0.00043616919837164125
106,4.7962069914518354e-05,0.00043580339266115735
107,4.777868856052365e-05,0.0004354691261361385
108,4.760234606828295e-05,0.00043516481849204366
109,4.7432749894121126e-05,0.0004348883408004011
110,4.726960577991331e-05,0.0004346379588743479
111,4.7112646396940936e-05,0.00043441208036637855
112,4.696156912390946e-05,0.0004342089516870763
113,4.681616316712729e-05,0.00043402662990486314
114,4.6676174369868125e-05,0.00043386418302811085
115,4.654136580353517e-05,0.0004337203345026007
116,4.641155707455861e-05,0.0004335934966642024
117,4.628649147544538e-05,0.00043348261742617123
118,4.616599250149956e-05,0.00043338668517950364
119,4.604986963971604e-05,0.0004333044210282936
120,4.593797143309206e-05,0.0004332350936969849
121,4.5830096789212875e-05,0.0004331776089484579
122,4.572606251284684e-05,0.00043313109902022725
123,4.5625765527927735e-05,0.0004330947757671833
124,4.5529031504183774e-05,0.0004330679072447164
125,4.5435739844708285e-05,0.00043304962535581457
126,4.534571362664688e-05,0.00043303950592051205
127,4.525888339387542e-05,0.0004330367708295027
128,4.517508380652951e-05,0.0004330404292144438
129,4.509422700951175e-05,0.00043305089856476533
130,4.5016190775097404e-05,0.00043306661061889054
131,4.494085923157065e-05,0.0004330874767272209
132,4.486815543777052e-05,0.00043311319782280886
133,4.479797727939533e-05,0.00043314340324997474
134,4.4730208633834195e-05,0.00043317737578328744
135,4.4664827673214265e-05,0.00043321500435985366
136,4.460166642327268e-05,0.0004332557815025379
137,4.454070017084308e-05,0.00043329925192038305
