,Stocks FB_loss,Stocks FB_val_loss
0,0.011697986024035805,0.16659850944047686
1,0.0042527294182486235,0.11399765192777261
2,0.005168331995734881,0.090188334385554
3,0.006727941832023448,0.08613644437543277
4,0.006434844153794064,0.09073038639008314
5,0.005499420387820266,0.09512342426968717
6,0.00476615395311309,0.09476968474771785
7,0.004261938994215138,0.08966612678834762
8,0.00392910914666865,0.08230714414311552
9,0.003746132023803804,0.0752238124266438
10,0.0036222413771025753,0.06964399006174898
11,0.0034542653559782037,0.06544980869210999
12,0.0032167356279303974,0.06183520062216397
13,0.002943959237001408,0.05802885717016527
14,0.002676687540550684,0.05377046541235913
15,0.0024327766123473987,0.04922447456368085
16,0.00221222934270299,0.04470819902831111
17,0.002004094577083985,0.040429407923386014
18,0.00179878581615015,0.036426370856405675
19,0.0015939128633331635,0.03261982889353544
20,0.0013942587344596784,0.028933759007988304
21,0.0012066809958296604,0.025370034464131826
22,0.0010354556946148132,0.022019176347844904
23,0.0008790440865439074,0.018933670488239705
24,0.00073671730197752,0.016123886637646575
25,0.0006100838032454766,0.013605870670456996
26,0.0004990410511970691,0.011367538965296471
27,0.00040458359330057585,0.009411217280845532
28,0.00032615535705211174,0.007734403313919045
29,0.00026269736713141034,0.006326392046764664
30,0.0002126379323930576,0.005167140432729803
31,0.00017429880587780183,0.004225361953093402
32,0.00014606505115891154,0.0034722792380757032
33,0.00012604836337723309,0.002882147368429036
34,0.00011232534163208657,0.0024270934224043085
35,0.00010326375161838215,0.002078341229165765
36,9.757302997194915e-05,0.0018140195665517073
37,9.410529569374805e-05,0.001616136417135425
38,9.202396176988259e-05,0.0014685653417703063
39,9.076206383881448e-05,0.001358889340390933
40,8.993327681874407e-05,0.0012775728045481033
41,8.929801028323542e-05,0.0012171962913982142
42,8.872732882730491e-05,0.001172076723399176
43,8.815374476607654e-05,0.0011379690707029625
44,8.755101982554977e-05,0.0011116191289847952
45,8.691421848114301e-05,0.001090601193665088
46,8.624781812300328e-05,0.0010731149753876801
47,8.55593604066452e-05,0.001057888141661968
48,8.485548543789285e-05,0.0010440396131605081
49,8.41445819777169e-05,0.0010309217580669057
50,8.34266253547668e-05,0.0010181834931945663
51,8.271116781417795e-05,0.0010055098977025557
52,8.199677047260834e-05,0.0009928452635141112
53,8.128473656278788e-05,0.0009801398210719913
54,8.057711188328164e-05,0.0009673431223986307
55,7.987476269120415e-05,0.0009544769585689252
56,7.917593347360969e-05,0.0009416216748884354
57,7.848225320868686e-05,0.0009287788075041668
58,7.779389635215502e-05,0.0009159752416649256
59,7.711031352739846e-05,0.0009032574699035492
60,7.643159547480808e-05,0.0008906611219990527
61,7.575781679385738e-05,0.0008781873821762616
62,7.508995547360773e-05,0.0008658477273801791
63,7.4426978578973e-05,0.0008536684380351812
64,7.376964105327946e-05,0.0008416549669278935
65,7.311772963570045e-05,0.0008298118288318316
66,7.247200529104441e-05,0.0008181330892417965
67,7.183224622805163e-05,0.0008066269106113877
68,7.119812628310495e-05,0.0007953065027343644
