,TodasVariables_n512_loss,TodasVariables_n512_val_loss
0,0.001569655117259384,0.18017213083495778
1,0.0029778711051364577,0.15928526912346358
2,0.0010965928725882872,0.12741031195999178
3,0.00045419546336797643,0.08695219075384218
4,0.0005465809098052338,0.0727891302552105
5,0.00022314906978743027,0.05528349327770146
6,0.0001914589632156282,0.044158064844933426
7,0.00017295222371539547,0.03897407538573111
8,0.00014346775003277874,0.03426564215443843
9,0.00014300644229366328,0.033041027366868723
10,0.00012539036827900808,0.031409678503501515
11,0.0001219520868477604,0.030715979527959153
12,0.00011156223957765509,0.029423450035127727
13,0.00010795326550368004,0.028233802577188192
14,0.00010071091824365118,0.0267676444154633
15,9.636933461201092e-05,0.025438666905561264
16,9.09478201584752e-05,0.02416909494521943
17,8.708497794144902e-05,0.023099458276117143
18,8.341886667430801e-05,0.022170439439494746
19,8.052423758016637e-05,0.02137493003498424
20,7.811314674105865e-05,0.020678278720699064
21,7.598652564035344e-05,0.020053939516694586
22,7.425069225440186e-05,0.01950015785742151
23,7.268817939464587e-05,0.019007115301576036
24,7.13702544044657e-05,0.018575964591750677
25,7.024174532083378e-05,0.018200233070687813
26,6.928629645248413e-05,0.017873341548602935
27,6.847058198932358e-05,0.01758772086290535
28,6.775387496906834e-05,0.01733639495339522
29,6.712253742095099e-05,0.017114698959991705
30,6.655832346815478e-05,0.016918349318391035
31,6.605178182213452e-05,0.0167435405560392
32,6.55881757823912e-05,0.016586658891198064
33,6.515892807727156e-05,0.016444540039967162
34,6.475979093056218e-05,0.016314348825522938
35,6.438496937274871e-05,0.016193532792866724
36,6.400522265308113e-05,0.01607976125722582
37,6.364027889924554e-05,0.015972365059481918
38,6.329439172024785e-05,0.015869754170306213
39,6.294323590609114e-05,0.015769720373844557
40,6.258534989127319e-05,0.015671767536858637
41,6.222928503060652e-05,0.015575719862591382
42,6.18725088699182e-05,0.015480716012356696
43,6.150907983816776e-05,0.015386039260313037
44,6.113845747000777e-05,0.015291457491626671
45,6.076243135035192e-05,0.015196850781198128
46,6.0381393118141884e-05,0.015102000426008436
47,5.9994742116017254e-05,0.015006769009796549
48,5.960057577125974e-05,0.014911003572450688
49,5.919980977215489e-05,0.014814701123732673
50,5.8794137131815296e-05,0.014717847505230303
51,5.838477870782314e-05,0.014620486519892107
52,5.7969392603936733e-05,0.014522502475903054
