,TodasVariablesCriptoTrends_n512_loss,TodasVariablesCriptoTrends_n512_val_loss
121,6.015543472920188e-06,0.001102992834731136
122,5.987453714022962e-06,0.0011001262729140844
123,5.966882180330663e-06,0.0010975168735050589
124,5.949866639383807e-06,0.0010950075758790429
125,5.929418295245567e-06,0.0010926907483780803
126,5.908889237210787e-06,0.001090719116359087
127,5.896614179957306e-06,0.0010889772439283158
128,5.890631112281482e-06,0.001087202097881924
129,5.878743822979818e-06,0.0010854834065318476
130,5.8610494701392145e-06,0.001084109882762548
131,5.85130240978295e-06,0.001083032946748859
132,5.853530807099026e-06,0.0010818201261534055
133,5.851949847867728e-06,0.0010804523875521234
134,5.834866363532584e-06,0.0010794194584543054
135,5.8226914127073e-06,0.0010788508715908513
136,5.826413136433564e-06,0.0010782001012828479
137,5.84047620201797e-06,0.0010770109014524038
138,5.82684548841698e-06,0.0010760845799260765
139,5.809797737452183e-06,0.001075772849519637
140,5.805711766735224e-06,0.0010758501723839725
141,5.830044235777632e-06,0.0010748778389043305
142,5.840304533013889e-06,0.0010738067967771005
143,5.80972970010783e-06,0.0010734120680188591
144,5.807871219091366e-06,0.0010740609593258416
145,5.804669506477326e-06,0.0010740389169024472
146,5.863793567863287e-06,0.0010724439707099776
147,5.832076507326108e-06,0.0010718942854615037
148,5.821575767125873e-06,0.0010720593277518907
149,5.812702039661379e-06,0.001073721272886292
150,5.826134428922866e-06,0.0010724182304164226
151,5.8955122651151055e-06,0.001071070814466735
152,5.819422316683114e-06,0.0010706599819096775
153,5.847972631295118e-06,0.0010718385773626242
154,5.806135916354232e-06,0.0010732438690452414
155,5.843313964542477e-06,0.0010712131124744114
156,5.882233693205496e-06,0.001070319717241959
157,5.810317996608417e-06,0.0010699925391957903
158,5.835679985466413e-06,0.0010714883851618623
159,5.797385579509774e-06,0.001072082619956302
160,5.813201744989002e-06,0.0010707452335233284
161,5.836590199871638e-06,0.0010700188028772385
162,5.801899685461987e-06,0.0010698651702505005
163,5.8010028842244924e-06,0.0010705155446501988
164,5.794831105793657e-06,0.0010709089182763677
165,5.78755265646465e-06,0.0010706954145003572
166,5.795455304785508e-06,0.0010704025703151363
167,5.798459796104238e-06,0.0010701757855713367
168,5.7941998281519265e-06,0.0010700828890308491
169,5.791705407393824e-06,0.0010701852652421299
170,5.79106325715634e-06,0.001070424802755275
171,5.788364044123273e-06,0.0010706273384761711
172,5.787084804121924e-06,0.001070666216383111
