,Trends trend_dash_loss,Trends trend_dash_val_loss
0,0.010317639222946661,0.1641998739763238
1,0.005631909930500491,0.12360041374447701
2,0.007023389472615445,0.10591166183866303
3,0.007942650584910792,0.10184991856416066
4,0.0074072084443151266,0.10265115862605216
5,0.006471627049319361,0.10232818657639382
6,0.005693806249691152,0.09835497041543324
7,0.005100152449917862,0.09108811565514269
8,0.004665895226015441,0.08245903698877356
9,0.0043573667584308265,0.07421305724259081
10,0.004085929111588275,0.06714727875145002
11,0.0037722120398719764,0.061144927452350485
12,0.003398778021399831,0.05552922651685517
13,0.003001615562979346,0.04977490221974493
14,0.0026222079812987954,0.043834978821633876
15,0.0022790343239742876,0.03795666256170163
16,0.001967401808427497,0.03241986918380891
17,0.001679267985853313,0.02738727693413866
18,0.0014072424362831075,0.022861126039562554
19,0.0011553641735849067,0.018757632323380173
20,0.0009313633213162251,0.015081009345835653
21,0.0007410225265755735,0.01188674678319487
22,0.0005834484860921899,0.009216745458971495
23,0.00045511149199165663,0.007051189055388001
24,0.0003521877498869067,0.00532348274156965
25,0.0002742395659335942,0.0039823630974553095
26,0.0002177287906410986,0.0029742837744368904
27,0.00017847432691373745,0.0022426314769719525
28,0.00015193259028380672,0.00172462433191209
29,0.00013476036846618992,0.0013664842278150648
30,0.00012397615965114553,0.001123033596427533
31,0.00011725248309787652,0.0009602101790001509
32,0.00011296867962990855,0.0008528194585600974
33,0.0001100168704595845,0.0007826498878220545
34,0.00010774213083566102,0.0007367569701639058
35,0.00010580716408948393,0.0007069361818975758
36,0.00010404183629508151,0.0006876138330640635
37,0.00010235575710198488,0.0006748004187562171
38,0.0001007156872177823,0.0006658689643459758
39,9.911413989116801e-05,0.000659043246334226
40,9.754686554473685e-05,0.0006532096571620854
41,9.601018848178652e-05,0.0006476501993107042
42,9.449955579274783e-05,0.0006419741655646384
43,9.301479829069837e-05,0.0006359766783385441
44,9.155788888917947e-05,0.0006296493771389641
45,9.011830500629463e-05,0.000622998939120564
46,8.870457720055631e-05,0.0006161818177781828
47,8.731875457398154e-05,0.0006093020964381767
48,8.594813012657152e-05,0.0006023516668402858
49,8.461217779161719e-05,0.0005954915119720431
50,8.329613159856245e-05,0.0005887289767035808
51,8.20098612584634e-05,0.0005821478198517928
52,8.075002167071484e-05,0.0005757642057510199
53,7.951589891333775e-05,0.0005695415411851015
54,7.83097410481557e-05,0.0005635452636078685
55,7.713129893634415e-05,0.0005577412974517578
56,7.597914490120849e-05,0.0005521248536312889
57,7.485494660059707e-05,0.000546715408965046
58,7.375630995174388e-05,0.0005414807578902049
59,7.26871458236824e-05,0.0005364274404054487
60,7.164109042971448e-05,0.0005315455137056181
61,7.062559610670272e-05,0.0005268397367687832
62,6.963245377637681e-05,0.0005222847183427677
63,6.866861820881972e-05,0.0005179090256770624
64,6.773013508833153e-05,0.0005136850161542153
65,6.681798662737429e-05,0.0005096201510596806
66,6.592816820578254e-05,0.000505694681939123
67,6.506640688033143e-05,0.0005019364742048342
68,6.422844964471625e-05,0.0004983156840531049
69,6.341456052420351e-05,0.0004948326025222396
70,6.262530687622372e-05,0.0004914944025356023
71,6.185965049689389e-05,0.0004882883178819528
72,6.111718355624497e-05,0.0004852184425001086
73,6.039758499219328e-05,0.0004822791215492648
74,5.970034586404846e-05,0.00047945800630761116
75,5.902508874196324e-05,0.0004767623693874941
76,5.837331197141595e-05,0.00047418930977261784
77,5.7739543405043006e-05,0.0004717212400516902
78,5.712934572151969e-05,0.00046937838370708385
79,5.653872910349084e-05,0.0004671378484017205
80,5.596786043800724e-05,0.0004650006216586749
81,5.5417159221659615e-05,0.0004629672199873061
82,5.4885373613395694e-05,0.00046103522007556996
83,5.43719760644726e-05,0.0004591947634190578
84,5.387711974634286e-05,0.0004574482372009206
85,5.340020719416514e-05,0.00045579010299567517
86,5.294064060857134e-05,0.0004542210733453775
87,5.2497730989828065e-05,0.00045273158412919136
88,5.207148469394426e-05,0.00045132406200442846
89,5.166147177036712e-05,0.0004499940711458952
90,5.126685272412503e-05,0.0004487370104721651
91,5.088756474781375e-05,0.00044755205370207457
92,5.052304558553626e-05,0.00044643606431247004
93,5.017310112812449e-05,0.00044538442784085357
94,4.9836393895668736e-05,0.0004443984469345332
95,4.951382309617207e-05,0.0004434733284937068
96,4.9203940145015694e-05,0.0004426046273264306
97,4.8907015339843393e-05,0.0004417930312197784
98,4.8622396269789094e-05,0.0004410351634603636
