,CombinacionStocksIndexEmpresas_n512_loss,CombinacionStocksIndexEmpresas_n512_val_loss
0,0.0016112812579824375,0.13505833424054658
1,0.004476245277776168,0.16714541499431318
2,0.0019397496048790903,0.16720740153239325
3,0.000732317968728379,0.130793578349627
4,0.0017701207941102509,0.14128158871944135
5,0.0010298062138295232,0.13368078378530648
6,0.0008088328568891694,0.11860166833950923
7,0.0010384130202090512,0.1184561183819404
8,0.0007327334180725022,0.10998266018353976
9,0.0007042880757720782,0.10224006611567277
10,0.0006871934098084099,0.09814989452178662
11,0.0005540461951078704,0.09071800571221572
12,0.0005428537148803186,0.08546336797567514
13,0.00047300512848708493,0.0799921452999115
14,0.00042585496871302335,0.07435608024780567
15,0.00039204175006419135,0.06961426711999454
16,0.00034726909899081173,0.06459362346392411
17,0.0003215694131750542,0.06022550452214021
18,0.0002905772903781886,0.05596091770208799
19,0.0002696527164796582,0.05210034148051189
20,0.000248787412531853,0.048513853206084326
21,0.0002335812493513983,0.04524713697341772
22,0.0002191957453480707,0.042290062858508184
23,0.00020809892045620544,0.039612822234630585
24,0.00019759826962119684,0.0372147961304738
25,0.00018893902709421056,0.035058699548244476
26,0.0001804529254933676,0.03313026290673476
27,0.0001728999509046284,0.03139614944274609
28,0.00016517102798948495,0.029829707856361683
29,0.00015816823892796843,0.02841403793830138
30,0.000150811653629017,0.027113442237560566
31,0.00014393443416338414,0.025921618136075828
32,0.0001369361668296803,0.024810343980789185
33,0.00013027422671886877,0.02377490412730437
34,0.00012367085974591857,0.022796237697968118
35,0.00011733720804421374,0.021871818945958063
36,0.0001111916057058037,0.020990074540560063
37,0.00010528878612184108,0.020149083378223274
38,9.963410691573069e-05,0.019343083294538353
39,9.421767082620555e-05,0.01857075123832776
40,8.907449731710725e-05,0.017829111562325403
41,8.41640357975848e-05,0.01711723065147033
42,7.952223565483179e-05,0.016434236501271907
43,7.512974284159449e-05,0.015779582640299432
44,7.096961389134567e-05,0.015150833015258495
45,6.708394749484096e-05,0.014550637597074876
46,6.342412906143672e-05,0.013975168363406109
47,5.9990141240772435e-05,0.01342601959521954
48,5.6801673753607945e-05,0.01290228719321581
49,5.3827026931685396e-05,0.01240296045748087
50,5.107023599311315e-05,0.011928097130014347
51,4.8533659887303096e-05,0.011477071648606887
52,4.61843435634644e-05,0.011048235142460236
53,4.402995839952312e-05,0.01064234427534617
54,4.2070890720844123e-05,0.01025813932602222
55,4.028051290123795e-05,0.009894516892158069
56,3.865593960374379e-05,0.009551283831779774
57,3.71878648785731e-05,0.009227434459787149
58,3.586363863388005e-05,0.008922094192642432
59,3.467238037466394e-05,0.00863472601542106
60,3.360452767363033e-05,0.008364314643236307
61,3.26470449531021e-05,0.008110022029051414
62,3.1790321932371276e-05,0.007871093801580943
63,3.102388459060771e-05,0.0076465802983595775
64,3.0336709852025917e-05,0.007435603067278862
65,2.9719454547515714e-05,0.007237398638748205
66,2.9162621173712138e-05,0.007050889615829174
67,2.865798579967724e-05,0.006875523294393833
68,2.819886182036358e-05,0.006710275219610104
69,2.777649066187083e-05,0.0065542762525952775
70,2.7384718123357743e-05,0.0064068457398277065
71,2.701918044924521e-05,0.006267346226825164
72,2.6674624398135795e-05,0.006134873542648096
73,2.6347144879624604e-05,0.006008854350791528
74,2.603255527971599e-05,0.0058885455274811154
75,2.5729114965473014e-05,0.005773503548250749
76,2.5434612185703234e-05,0.005663080212588494
77,2.5146854218641798e-05,0.005556769310854948
78,2.4864418194808353e-05,0.005454087916475076
79,2.4586194530666733e-05,0.005354680837346957
80,2.4311609964710304e-05,0.005258163437247276
81,2.4040052476965895e-05,0.00516418983729986
82,2.377100687366552e-05,0.0050723992574673435
83,2.3504055626779937e-05,0.004982602424346483
84,2.3239131573623476e-05,0.004894572023588877
85,2.2976143484881435e-05,0.004808108608883161
86,2.271500320952887e-05,0.004723023909788866
87,2.2455640226745836e-05,0.0046391944902447555
88,2.2198019136200084e-05,0.00455652757619436
89,2.194216904172208e-05,0.004474882466288714
90,2.168801550466854e-05,0.004394224056830773
91,2.1435663466735816e-05,0.004314478128575361
92,2.1185194082835762e-05,0.004235591309574934
93,2.093664471221228e-05,0.00415752584544512
94,2.069001815331061e-05,0.0040802608888882855
95,2.044531132784099e-05,0.0040037870550384885
96,2.0202525355181515e-05,0.003928093096384635
97,1.9961658976031824e-05,0.003853188899274056
98,1.9722780752300212e-05,0.0037790568760381294
99,1.9486023470213135e-05,0.003705661708059219
100,1.92513196872404e-05,0.0036330290783483246
101,1.9018812264011314e-05,0.003561155440715643
102,1.878853632101359e-05,0.003490068054256531
103,1.8560480804388553e-05,0.0034197773784399033
104,1.833459786072266e-05,0.003350295233898438
105,1.811084425403701e-05,0.003281624880261146
106,1.7889219844409337e-05,0.0032137695771570387
107,1.766976744805176e-05,0.0031467142443244276
108,1.74525701787878e-05,0.003080448816315486
109,1.7237750888363316e-05,0.003014977448261701
110,1.7025393949902187e-05,0.0029503090593677303
111,1.6815650269563776e-05,0.0028864861680911137
112,1.660850333652119e-05,0.0028235319500359204
113,1.6403893403968632e-05,0.0027614849834487988
114,1.6201717629043673e-05,0.0027003429042032133
115,1.600170393290822e-05,0.0026401030257917368
116,1.5803745065148596e-05,0.002580725086423067
117,1.560787019955639e-05,0.0025221938267350197
118,1.5414068352234048e-05,0.0024644495704426216
119,1.5222540101743876e-05,0.002407455064642888
120,1.5033585231531806e-05,0.0023511949066932383
121,1.484756635013932e-05,0.0022956826365911043
122,1.466489615827763e-05,0.002240964462264226
123,1.448593796409953e-05,0.0021871335159700652
124,1.4311012819234747e-05,0.002134292314832027
125,1.4139957224520353e-05,0.0020825966762808654
126,1.3972476293789581e-05,0.0020322186442521904
127,1.3807890564539075e-05,0.0019833392535264674
128,1.3645213934628722e-05,0.001936073164240672
129,1.3483573918794998e-05,0.0018904673902747722
130,1.3322223122276437e-05,0.0018464080774440216
131,1.316041687879568e-05,0.0018035945339271654
132,1.2997323770273048e-05,0.0017614556619754205
133,1.2831587949991585e-05,0.0017191130094803297
134,1.2661393366915245e-05,0.001675385068385647
135,1.2485936237611055e-05,0.0016288555119759762
136,1.2308847614734146e-05,0.0015779523035654654
