,CombinacionStocksEmpresas_n512_loss,CombinacionStocksEmpresas_n512_val_loss
0,0.0006341268286073151,0.14041355481514564
1,0.0035535273312304458,0.16330527800780076
2,0.0017795733169455512,0.17530890153004572
3,0.0008476055305576525,0.14885080548433158
4,0.0010668018949218094,0.1343241700759301
5,0.0012686990779072333,0.13530324972592866
6,0.000967933883657679,0.13090893855461708
7,0.0007673876534681767,0.11960718494195205
8,0.0008031805896630081,0.11187116572490105
9,0.000779665745749998,0.1072219438277758
10,0.0006629936464238339,0.10060091889821567
11,0.0005972710697768399,0.09317766473843501
12,0.0005714411728639299,0.08719314290927006
13,0.0005156704887317923,0.0814625804240887
14,0.0004579039971129252,0.07529349395861992
15,0.00042122908724615205,0.06955800377405606
16,0.0003832750013456322,0.06425728247715877
17,0.00034358914798268903,0.0590361889738303
18,0.00031186611158773303,0.05407507889545881
19,0.00028407481687071803,0.04949411234030357
20,0.0002576966284183212,0.045162834227085114
21,0.00023605513370757064,0.04114736731235798
22,0.00021703696956347601,0.037478144925374254
23,0.0002004433906852053,0.034094027028634
24,0.00018695407253779614,0.031038938806607172
25,0.0001751437062361779,0.028282999132688228
26,0.00016507556294807448,0.02580799850133749
27,0.00015655330543477947,0.023596776792636283
28,0.00014893269242468075,0.02163474433697187
29,0.00014218908640591858,0.019881835350623496
30,0.00013609597506449343,0.018329345262967624
31,0.00013030592974526092,0.016947768055475675
32,0.0001248856413160236,0.015713983716873024
33,0.00011962308613314795,0.014609360637573095
34,0.00011452278704382479,0.01361356360407976
35,0.00010954270804247174,0.012713570434313554
36,0.00010466002109191882,0.011892944860916872
37,9.989731076460045e-05,0.011140339792920994
38,9.523502320427305e-05,0.010446867833916958
39,9.068653833730004e-05,0.009803176212769289
40,8.627393421752808e-05,0.009203214198350906
41,8.19859980345847e-05,0.008641730850705734
42,7.786156325332391e-05,0.008114637807011604
43,7.383914187532634e-05,0.007618052025253956
44,7.001889473310887e-05,0.007149851236205835
