,Criptos Close lisk_loss,Criptos Close lisk_val_loss
0,0.014334328386975431,0.18987138415205068
1,0.0072769973073796975,0.14440009922816835
2,0.0046309415764849765,0.11079104672903302
3,0.004876364932406223,0.09079060643568806
4,0.005747664259511164,0.0822690228621165
5,0.0058674330705370025,0.08061731803691251
6,0.005379096037526241,0.08123422799439266
7,0.004790125553892262,0.08095833813322001
8,0.004309955566864589,0.07849935964606274
9,0.003943239392220289,0.0740431846900918
10,0.0036646469935089692,0.06851478006647921
11,0.0034534236009436093,0.06289537662062152
12,0.0032756687302527756,0.05777394172103926
13,0.003096992551381218,0.05330043825609931
14,0.0028989882604486643,0.04931916664729173
15,0.0026839382882262097,0.04558065747735144
16,0.002463535935585869,0.04188999036947886
17,0.0022486364522456437,0.0381739724470281
18,0.0020455336091162145,0.03447880698689099
19,0.001855065906955593,0.030897811312099982
20,0.0016746286961153664,0.027500299287253414
21,0.0015019749842541314,0.024311032317493153
22,0.0013364669331617054,0.02133474430476112
23,0.0011795011894970104,0.01856631485895179
24,0.0010321904535822827,0.016005643568504816
25,0.0008958012612279633,0.013660334928453654
26,0.0007706598670425257,0.0115313154655969
27,0.0006572821996463783,0.009621351443488023
28,0.0005559568820606874,0.007937235543611407
29,0.0004662276933440703,0.0064763263317531555
30,0.0003875091253116127,0.005225622330674495
31,0.0003195232183180064,0.004170536909295225
32,0.00026170381454579617,0.0032929307031819874
33,0.00021352582569662267,0.0025777697841497674
34,0.00017394460155628622,0.002006669667945511
35,0.0001419451945439923,0.00156022514880303
36,0.00011653869212792394,0.0012190700187508401
37,9.67287025936269e-05,0.0009645703141631067
38,8.15614584589848e-05,0.0007793879746619997
39,7.019708564989376e-05,0.0006487557722052196
40,6.184350527239556e-05,0.0005598760774658844
41,5.581208507078111e-05,0.0005018758024196087
42,5.154622005815243e-05,0.0004660614489192336
43,4.858924437250043e-05,0.0004456502749402633
44,4.658053311968929e-05,0.0004355118498901954
45,4.524261928692021e-05,0.0004318897718103367
46,4.436986026790357e-05,0.0004321369854331916
47,4.381173485675934e-05,0.0004344542705502104
48,4.346189581710128e-05,0.00043767484824237384
49,4.324706342544985e-05,0.0004410866370970576
50,4.31178538757644e-05,0.0004442900234576443
51,4.304178089543042e-05,0.0004470874856483063
52,4.2997845861694146e-05,0.0004494117643823312
53,4.297296409381436e-05,0.0004512700787477795
54,4.2959094571415335e-05,0.00045270875936652394
55,4.295149395555451e-05,0.00045379099701049514
