Simulacion,RMSE (1),RMSE (2),RMSE (3),RMSE (General)
Trends trend_bitcoin,325.6277829414155,470.5884774221262,1126.723540717356,729.6101482555532
Trends trend_ethereum,122.57620167142915,485.71248672463537,296.0028479976258,335.93612041534
Trends trend_ripple,185.32635588779866,463.3974130500241,338.8351842918917,348.277811869694
Trends trend_dash,133.89414812977824,512.6964403104296,271.09684773287,343.6465158953717
Trends trend_litecoin,181.98101486270457,470.2510008241527,1165.6257736401176,733.2431469666572
Trends trend_monero,171.5667872747075,480.245222122803,260.69148004008684,330.67137948575476
Trends trend_ethereum-classic,161.74281172065642,478.3869447314882,293.8263522986766,337.3172252435274
Trends trend_nem,142.6343870355946,494.81363812214016,257.9228148913223,332.5203168119462
Trends trend_augur,199.8285456913651,472.74558995050205,303.5096912303245,344.2566741843945
