,CriptosTrends_n512_loss,CriptosTrends_n512_val_loss
0,0.0015753554072027087,0.19513805961805927
1,0.0024631154908190582,0.1628149151802063
2,0.0013337794514295977,0.1364932259744849
3,0.0005814770620493295,0.09809475195063047
4,0.0005158759645871387,0.07323197521700346
5,0.00039163378391064675,0.05829345339462777
6,0.000233521234015126,0.04419511658224193
7,0.00021373279032409038,0.03553537163914235
8,0.00020657870524047205,0.031120770295296817
9,0.0001830894989250151,0.027815233392656343
10,0.00017957090884100738,0.026323703479422027
11,0.00017107679549035085,0.025251907842957284
12,0.00016273777813589094,0.02417496779610303
13,0.00016045815230555032,0.02317798089174446
14,0.00015408237833214138,0.021950121391718546
15,0.0001514254379363284,0.02077626619364851
16,0.0001471707655582577,0.019623846577649765
17,0.00014401128643561802,0.01860036159103567
18,0.00014113813789257365,0.017711454459797007
19,0.00013849374942562334,0.01694399483640455
20,0.00013644611383576623,0.016285354367742116
21,0.00013440974251066972,0.015703321346043308
22,0.00013273833514372088,0.015188857778321858
23,0.00013101589541270373,0.0147252381810041
24,0.00012945725095712325,0.014310879174866214
25,0.00012783461812237076,0.013937645568704802
26,0.0001262920861245972,0.013603752759893326
27,0.00012469448510957651,0.01330210770334094
28,0.00012312198494568715,0.013029158573351369
29,0.00012150392694444943,0.012779410716823557
30,0.0001198728600120526,0.012549494835740525
31,0.00011820274018894203,0.012335909765275302
32,0.00011650981583097596,0.012136280890708128
33,0.0001147851228982418,0.011948198857447825
34,0.00011304659458177456,0.011770062279417988
35,0.0001112642549584458,0.011599537839512687
36,0.00010949058130129494,0.011436056222551125
37,0.00010768289717245263,0.0112776830215161
38,0.00010587588477685417,0.01112381934018975
39,0.0001040514866909982,0.010973322982630453
40,0.00010222868829357539,0.010825413198418114
41,0.00010040339177728377,0.010680071297601974
42,9.855199970828353e-05,0.010536108421900671
43,9.673525947761869e-05,0.010394118801298096
44,9.48932570619855e-05,0.010252328258592729
45,9.30815023054515e-05,0.010111955300450694
46,9.122625614366347e-05,0.009971398613915956
