,CombinacionStocksEmpresasSinFB_n512_loss,CombinacionStocksEmpresasSinFB_n512_val_loss
0,0.0005403695931118608,0.14564530436809248
1,0.0029224741626351783,0.1661583139346196
2,0.0015080196725858303,0.16896127278988177
3,0.0008091656177734527,0.144571629854349
4,0.001120208408862639,0.13447291117448074
5,0.001146677592679715,0.134303473509275
6,0.0008624766308527726,0.12681970229515663
7,0.000745967285743413,0.11597849084780766
8,0.0007828777474619878,0.10956182846656212
9,0.0007112480682105973,0.10415138074984917
10,0.0006079153614476896,0.09664441645145416
11,0.0005689204464523265,0.0895864161161276
12,0.0005329523499732694,0.08372737696537605
13,0.0004727508628722997,0.07756708218501164
14,0.0004291455138277692,0.07140555633948399
15,0.0003959632578279035,0.06586104975296901
16,0.0003579938518389379,0.0605221981039414
17,0.0003255368719692342,0.05535735419163337
18,0.0002997501354772024,0.050630984971156485
19,0.00027477273005598155,0.046209320425987244
20,0.0002537345208111219,0.0420956714795186
21,0.0002361139788543089,0.03836068511009216
22,0.00022032284379327812,0.03494209796190262
23,0.0002072960162947241,0.03184703565560854
24,0.00019574347690929874,0.02906911361675996
25,0.0001855688673318722,0.026566791706360303
26,0.0001766115489702385,0.024338045372412756
27,0.00016831826304461664,0.022343324640622504
28,0.00016073489454216682,0.020560257136821747
29,0.00015351749495424045,0.01896878990989465
30,0.000146474724505634,0.01753990839307125
31,0.00013974249024893373,0.016252574439232167
32,0.00013324461570636442,0.015088648463671025
33,0.00012674720738477146,0.014029179484798359
34,0.00012054573520659827,0.013057998453195278
35,0.00011439980768885177,0.012165788274544936
36,0.00010843439332137887,0.011339983544670619
37,0.00010264651511813729,0.010572877784187976
38,9.702054991906222e-05,0.009858516403115712
39,9.161671187030151e-05,0.009190100603378736
40,8.64015869760456e-05,0.008562156644005042
41,8.134923812646705e-05,0.007974142065415015
42,7.655374121476107e-05,0.007420381889320337
43,7.19290832281471e-05,0.00690096767189411
44,6.756716007098126e-05,0.006411331920669629
