,Trends trend_litecoin_loss,Trends trend_litecoin_val_loss
0,0.0010121293500840413,0.14912548890480629
1,0.0013390827343055906,0.13103370712353632
2,0.001510797163623815,0.1262336946450747
3,0.0012592171484497017,0.12078857192626366
4,0.0010579163119053612,0.11112739718877353
5,0.0009429716491677726,0.09952877920407516
6,0.0009030950806426028,0.0889082275904142
7,0.000882354561606637,0.08028626556579883
8,0.0008342904531253645,0.07289255353120658
9,0.0007649052388912353,0.06570441562395829
10,0.0006963339961098077,0.058436265358558066
11,0.0006394287114604735,0.051393578258844524
12,0.00059186477581254,0.04493726331454057
13,0.0005439323767159993,0.03905416337343363
14,0.0004938181563584993,0.033621242413154014
15,0.0004442538439224546,0.028583525178524163
16,0.00039813191128464846,0.024002860945004683
17,0.0003554810481056428,0.01993745192885399
18,0.0003148115748235096,0.01637366643318763
19,0.0002760088699198185,0.01328144079217544
20,0.00024014560152024316,0.010642397575653516
21,0.00020748822610655153,0.008435913719809972
22,0.0001774883756017796,0.006619893515912386
23,0.00015053512092540937,0.0051537030018292945
24,0.00012633907135750633,0.003990302363840433
25,0.00010507841915778744,0.0030832780668368707
26,8.656674187407659e-05,0.0023893406256460226
27,7.059377639961895e-05,0.0018649200478998513
28,5.710760966884174e-05,0.0014752925982555519
29,4.5873179330486055e-05,0.0011895358419189085
30,3.6650722694713084e-05,0.0009819536756437558
31,2.9235904933627284e-05,0.0008329168015804428
32,2.3392045932268957e-05,0.0007271065931910506
33,1.884518547530416e-05,0.0006527973589702294
34,1.5392155319204903e-05,0.0006012712032175981
35,1.2837831875983215e-05,0.0005661615242178624
36,1.0970802262678402e-05,0.0005426724853280645
37,9.63859593656917e-06,0.0005273591332997268
38,8.714288250862759e-06,0.0005176641369381776
39,8.080443675540804e-06,0.0005117816080410893
40,7.656322430613307e-06,0.000508421329029191
41,7.379832525727509e-06,0.0005066503699009235
42,7.201625136916006e-06,0.0005058641187273539
43,7.089409205736257e-06,0.0005056504742242396
44,7.020290354375902e-06,0.0005057340828128732
45,6.978136140717722e-06,0.0005059581867849025
46,6.9529583015537355e-06,0.0005062233719329995
47,6.938123376060573e-06,0.000506476705105832
48,6.929452236083587e-06,0.0005066941331069057
49,6.9244395297993415e-06,0.0005068669695622072
50,6.921551656747537e-06,0.0005069948876133332
51,6.919885733553271e-06,0.0005070829781918571
52,6.918930239407928e-06,0.0005071379217462471
53,6.918383064657974e-06,0.0005071667524484488
