,Criptos Close dash_loss,Criptos Close dash_val_loss
0,0.01401216982082389,0.17360433113986048
1,0.006662369149084064,0.11873882306718278
2,0.0043185695861305655,0.08096031022482905
3,0.0048431156888261604,0.0600705967209805
4,0.005639181429541659,0.05126086553965492
5,0.005538942260218078,0.0486008376739491
6,0.004909779111073278,0.047376089311879255
7,0.004265450056235509,0.04481590975975168
8,0.0037556121984882087,0.040194391433534954
9,0.0033606693627655335,0.03421856467237418
10,0.0030554849801627897,0.02807007554447514
11,0.0028167771625107734,0.02265808234612147
12,0.0026072271264575677,0.018370930533642055
13,0.0023894111944319702,0.01512393066338424
14,0.002152635810907459,0.012664829937462834
15,0.0019074280521479145,0.010805380380787384
16,0.0016700752901084635,0.00949916386463005
17,0.0014512768395287894,0.008803187245931262
18,0.0012547034742150071,0.008792384455365867
19,0.0010785508376342811,0.009480310512984964
20,0.0009198305812589396,0.010823036982924089
21,0.0007759823728802389,0.012750569773816514
22,0.0006477216395131987,0.015185825719401753
23,0.0005359458817361757,0.01805430995407461
24,0.00044164964434123414,0.02125607460908506
25,0.0003639316432520576,0.024671236759629744
26,0.0003011281215371671,0.028167028451102905
27,0.00025136318076508996,0.03161115905848043
28,0.0002127889083462885,0.03489764128950821
