,Trends trend_litecoin_loss,Trends trend_litecoin_val_loss
0,0.0015024140684996262,0.20486452239604036
1,0.0016099059384716444,0.18002352303217264
2,0.0017321525865103588,0.16811244054274124
3,0.001498226092720389,0.1574832765031452
4,0.001283155757094895,0.14443090250176832
5,0.0011424074446867135,0.1301007700606811
6,0.0010594964606595065,0.11655304611714418
7,0.000987678772023271,0.10441943498189785
8,0.0008970911007024317,0.09307523176443479
9,0.0007955770302671662,0.08197640128864729
10,0.0006967269433546842,0.07097674604536088
11,0.0006071083336175719,0.060415513998220774
12,0.0005240766131915614,0.0505798977514929
13,0.0004436709257352651,0.04161023545610018
14,0.00036690723521861995,0.03355037691918286
15,0.00029731974941832285,0.026541430841792713
16,0.0002367984558708681,0.020720194778905427
17,0.0001852140229864985,0.016129206296456748
18,0.00014240836266674533,0.012728294188326056
19,0.00010882768257326747,0.010424050002181825
20,8.350869244499005e-05,0.009035325347453603
21,6.572495572786578e-05,0.00836046246334541
22,5.390401220060731e-05,0.008179038116508278
23,4.631463713496096e-05,0.00827956110362179
24,4.187492144530762e-05,0.008500165042413537
25,3.9360829902784456e-05,0.008726829064486564
26,3.7865273013214525e-05,0.008895876732739534
27,3.6940134130658825e-05,0.008983118030481225
28,3.624244787670626e-05,0.008989869278262962
29,3.561684217466107e-05,0.00893048195491645
30,3.501372760010706e-05,0.008822918444302334
31,3.440420448535684e-05,0.00868409491444299
32,3.378869921054637e-05,0.008527011147792612
