,CombinacionTrends_n512_loss,CombinacionTrends_n512_val_loss
0,0.0007502508944106431,0.15153444959567144
1,0.0040518967255663415,0.16408898050968462
2,0.0020520878897514194,0.1693829229244819
3,0.0011287060350206536,0.14414441585540771
4,0.0010529600258450955,0.123192330965629
5,0.001383255615319985,0.11571276417145362
6,0.0011581000849568786,0.10879848438959855
7,0.0008867253938940569,0.09641224145889282
8,0.0008142165024764836,0.08443377568171574
9,0.0008211052879162778,0.07576449559285091
10,0.0007196452285055644,0.06756187344972904
11,0.0006051474931434944,0.05873598960729746
12,0.0005488104092924354,0.05088500391978484
13,0.0004959769279454262,0.04423147697861378
14,0.00042353082636299613,0.03808327535024056
15,0.0003655940510305719,0.03264260865174807
16,0.0003221839892480952,0.028168350744705934
17,0.0002771361625771253,0.024453699588775635
18,0.00023878846136190428,0.02144096763088153
19,0.00021025482475614318,0.01913978675237069
20,0.00018459985641619333,0.017409106286672447
21,0.00016459015023428947,0.016135129934320085
22,0.0001496261645045776,0.015213576790231925
23,0.00013744937398139603,0.014528297174435396
24,0.00012825809188563234,0.01398821475987251
25,0.00012092225314028418,0.013524241029069973
26,0.00011491136711601239,0.013089153127601514
27,0.0001097665184575957,0.012656647926912857
28,0.00010520715603398948,0.012214465926472958
29,0.000100966930823723,0.011760992069657032
30,9.697253867321146e-05,0.011299038879000224
31,9.313041496520433e-05,0.010833637215770207
32,8.943581717455975e-05,0.010368797641534071
33,8.582705469542326e-05,0.009908767560353646
34,8.231211401065454e-05,0.009456082032277035
35,7.887100134841882e-05,0.009012980458254997
36,7.553108396398154e-05,0.008580162476461668
37,7.227732077388701e-05,0.008158184265574584
38,6.909868576398227e-05,0.007747619556119809
39,6.600269569809406e-05,0.007348900445951865
40,6.299542949888676e-05,0.006962073214638691
41,6.0079786355625125e-05,0.006587429760167232
42,5.725958040924385e-05,0.006224985234439373
43,5.453079113347205e-05,0.005874906344195971
44,5.189696219951237e-05,0.005537326232745097
45,4.9357454442472844e-05,0.005212512368766161
46,4.691298678293466e-05,0.004900558600918605
47,4.4570098068036786e-05,0.004601502719406898
48,4.23211251752666e-05,0.004315382371155115
49,4.016404846669712e-05,0.004042363295761438
50,3.8111725259043924e-05,0.0037823208392812656
51,3.614663994365121e-05,0.0035352855920791626
52,3.42778783725897e-05,0.0033011803260216345
53,3.2501973272211704e-05,0.003079935621756774
54,3.082251931538429e-05,0.0028712832404730413
55,2.9229227948235348e-05,0.0026750387265705145
56,2.7727111535988606e-05,0.0024910302689442267
57,2.6307249264881157e-05,0.0023189552773076752
58,2.4978160581667908e-05,0.002158465311647608
59,2.372600157776525e-05,0.0020091857832784834
60,2.2555350719463044e-05,0.001870730873913719
61,2.1456666987572906e-05,0.0017427538629048145
62,2.0434707109346233e-05,0.0016247854890445103
63,1.9482322386465967e-05,0.0015163462107571273
64,1.8595806977828033e-05,0.0014169797695313508
65,1.7772905966222214e-05,0.001326204277575016
66,1.700809032347304e-05,0.0012435410350847703
67,1.630235657592913e-05,0.001168468358138433
68,1.564861961994141e-05,0.0011005084334801023
69,1.5043874764859747e-05,0.0010391631378577305
70,1.4486754760302854e-05,0.0009839502700532859
71,1.3972504488125336e-05,0.0009343655188926137
72,1.3499016649103187e-05,0.0008899783984256479
73,1.306123466257794e-05,0.0008503192802891135
74,1.2658102465278576e-05,0.0008149998835646189
75,1.2286981892919777e-05,0.0007835875104109829
76,1.1944139539711894e-05,0.0007556934142485261
77,1.1627465657791337e-05,0.0007309812712124907
