,Criptos Close zcash_loss,Criptos Close zcash_val_loss
0,0.0015679492931697549,0.2117591725646957
1,0.0016115781512450087,0.18679568085296094
2,0.0017218355412695033,0.175429212283497
3,0.0014693841188068478,0.1660592620037804
4,0.001237117086945117,0.15444191440570454
5,0.0010888038745750326,0.1415038431478926
6,0.0010040505723796847,0.12918721213321055
7,0.0009401859667475435,0.11831514143254146
8,0.0008654304855110601,0.10845886885134642
9,0.0007843258059468151,0.09888385698076121
10,0.0007110926378441374,0.0894120032629691
11,0.0006506434932335718,0.08030635235477085
12,0.0005990408100226262,0.07183477387201688
13,0.0005512426668404764,0.0640110559453649
14,0.0005065588475866936,0.05679700335810992
15,0.00046564976567852747,0.05012889517363438
16,0.0004296559987282804,0.04409266777398173
17,0.0003961643675767455,0.03869381574682953
18,0.00036426992935522013,0.033868909374741483
19,0.000333994093087929,0.029569402306286758
20,0.00030538850442399576,0.02576469822424995
21,0.00027783174998096137,0.02239668281548772
22,0.0002512594049123947,0.019411571754896936
23,0.00022595559247679938,0.016775155609304256
24,0.00020188479640998315,0.014443677834673855
25,0.00017905297172246193,0.012386616142389695
26,0.00015760091898774282,0.010572614594678249
27,0.00013768325341756703,0.008978417566554113
28,0.00011934885883382483,0.00758868772998329
29,0.00010256418498417686,0.006379202131397468
30,8.745970521247291e-05,0.005340759615483116
31,7.394529084871284e-05,0.004457081883591561
32,6.203043070373564e-05,0.003715362192000732
33,5.167141434191034e-05,0.0031019221002251403
34,4.275837893732958e-05,0.0026021098741137783
35,3.5211889252806474e-05,0.00220321014923744
36,2.8909485224198573e-05,0.0018915118301318081
37,2.3721236265531437e-05,0.001653968477775612
38,1.9518870100331366e-05,0.0014783215684015766
39,1.616907658809238e-05,0.0013532751414940254
40,1.353814191547413e-05,0.0012684757195890318
41,1.1503961337619645e-05,0.0012148755952746662
42,9.959722026620466e-06,0.0011848713230911243
43,8.80399388057593e-06,0.0011719071367863288
44,7.954093633103665e-06,0.0011707907225089994
45,7.337993298835108e-06,0.0011774172596556466
46,6.89889339840245e-06,0.0011886731203845586
47,6.59038875357119e-06,0.0012022718144503754
48,6.377482823755742e-06,0.0012166063399400469
49,6.232556079490031e-06,0.0012306181842861466
50,6.13556195343681e-06,0.0012436493680897083
51,6.0716103298771425e-06,0.0012553539300291252
52,6.030161157393518e-06,0.0012655853647892633
53,6.003768949686816e-06,0.0012743368606306304
54,5.987273350324696e-06,0.001281693769226328
