,Ventana 256_v0_loss,Ventana 256_v0_val_loss
0,0.01769804903145494,0.22760991597997732
1,0.011625250378602195,0.191614777877413
2,0.00783976047546014,0.16074656206986
3,0.005951015985217588,0.1360045568696384
4,0.005508374115023976,0.117962210856635
5,0.005786105524748564,0.10629544980909633
6,0.006112836108639322,0.09971925444986629
7,0.006177565757313679,0.09646635065818655
8,0.005997352216435575,0.09484142938564563
9,0.005702330918190466,0.09356457457460206
10,0.005392177672735576,0.09188007897344129
11,0.005109708900723992,0.08949724884553888
12,0.004863611443888867,0.08644710892233355
13,0.004649855448040126,0.08292648641542456
14,0.004460858954544896,0.07917248980067242
15,0.004287996313309875,0.07538365684021478
16,0.0041228772472889945,0.07168590200358424
17,0.003958855600406726,0.06813207594142563
18,0.0037920759353872345,0.0647206231095325
19,0.0036214845570810565,0.06142076421743152
20,0.0034479756877040385,0.05819478545380735
21,0.003273298313584307,0.05501282677568238
22,0.0030992015454939558,0.05185931612705362
23,0.002926992833207565,0.048732695223271165
24,0.002757443384074702,0.04564129698208009
25,0.0025909000996971266,0.04259821438583834
26,0.0024274806545554906,0.039617022820587815
27,0.0022673421437670103,0.03671157985240563
28,0.002110274768188253,0.03388649516407101
29,0.0019569860439447835,0.031149612761091912
30,0.0018078620577680654,0.028507935761035174
31,0.0016633473609670483,0.025968096422395486
32,0.0015239152400326197,0.02353663267246608
33,0.001390029604000778,0.021220088476079636
34,0.0012621217281504095,0.019024774731918312
35,0.0011405735363616426,0.016956470178804178
36,0.0010257119690228638,0.015020058094256225
37,0.0009178058137239396,0.013219248974460295
38,0.0008170627326511875,0.011556420839209667
39,0.0007236261019782945,0.010032515930033278
40,0.0006375675806882737,0.008647033987545419
41,0.0005588836856882205,0.007398006645427353
42,0.0004874908401438131,0.006282060032432106
43,0.0004232270758861312,0.005294447315150294
44,0.0003658552893608723,0.004429160007115068
45,0.0003150703085067243,0.003679058787509285
46,0.0002705080631381736,0.0030360903976292446
47,0.00023175592817922775,0.002491485423825938
48,0.0001983650215371544,0.002036024278415174
49,0.00016986178809605623,0.0016602656011865742
50,0.00014576080138795078,0.0013547932338397737
51,0.00012557665066761445,0.0011104178325883273
52,0.00010883489515948184,0.0009183820320999828
53,9.508189462906756e-05,0.0007705011635205183
54,8.38924227944768e-05,0.0006592834452648872
55,7.487524990942436e-05,0.0005780044660753645
56,6.767716109899846e-05,0.0005207411876622716
57,6.198448882687131e-05,0.00048237791399996
58,5.752339615585582e-05,0.0004585740998141125
59,5.405853086301051e-05,0.0004457192677447851
60,5.1390745681402775e-05,0.00044086519608691594
61,4.935389349167503e-05,0.00044165119052404304
62,4.781134138566217e-05,0.0004462270492998262
63,4.665217663083846e-05,0.00045317373219770434
64,4.578759382283529e-05,0.00046142854195238016
65,4.514720802390734e-05,0.00047022025314983967
66,4.4675991417513625e-05,0.0004790073840065335
67,4.433137162296829e-05,0.0004874277216296686
68,4.408070263111611e-05,0.000495254801420345
69,4.3899296114191775e-05,0.0005023629617363471
70,4.3768524658938485e-05,0.0005086989392226711
