,Criptos Close ethereum-classic_loss,Criptos Close ethereum-classic_val_loss
0,0.0016050570047208424,0.21282999217510223
1,0.001472571095036081,0.17926083862288925
2,0.0014698101757940922,0.16154646109943546
3,0.001090493951808692,0.14730669755088396
4,0.0007616584295068275,0.13134782496562675
5,0.0005533527303871906,0.11454519918881172
6,0.00043601382952876205,0.0997761593869895
7,0.00035907953259850707,0.08812230819266689
8,0.0002914598627277642,0.07873672819580914
9,0.00024108496765906285,0.07068086372426718
10,0.00021352766087463448,0.06406482469198133
11,0.00020160253760058525,0.05927031416415183
12,0.0001951005748903171,0.056027599756629014
13,0.0001895979054578607,0.05376808813288192
14,0.0001849686264333196,0.052146166501459014
15,0.00018119867796064854,0.05096684580992076
16,0.0001775099112706842,0.049980617136009466
17,0.0001736495994934129,0.04898797382007946
18,0.00016990395226818412,0.047931898108198624
19,0.00016627248200060693,0.04680731436930412
20,0.00016249249653983573,0.0456036574030218
21,0.00015863344165417635,0.04434451741004778
22,0.0001547489575973148,0.04305809711621813
23,0.00015081415560326447,0.04176115906558746
24,0.00014681784956367718,0.040459960421993714
25,0.00014279774690339388,0.039162110937528374
26,0.0001387663889680662,0.0378695925589928
27,0.00013470342803110507,0.03657919768828991
28,0.00013063278578751922,0.03528871042423012
29,0.00012655620651284987,0.034000007851311
30,0.00012243936022465532,0.03270943318147305
31,0.00011832620734182929,0.031419230301764384
32,0.00011421665132263663,0.030133895976238015
33,0.00011008267588182237,0.02885239586726693
34,0.00010595412803479483,0.02757749783475537
35,0.00010183186496151919,0.026310414630026858
36,9.772332084162184e-05,0.025051969957868916
37,9.360578455512454e-05,0.02380336624039106
38,8.955265970564878e-05,0.02256976049547353
39,8.546628757080011e-05,0.021346301902547354
40,8.145253245443614e-05,0.020142566489656108
41,7.745873672545652e-05,0.018955547855166364
42,7.350661787711957e-05,0.017789435026443694
43,6.959693237600612e-05,0.016646676458233645
44,6.577256771537171e-05,0.015531964222939053
45,6.199546879911357e-05,0.014444882673603937
46,5.8300454384152545e-05,0.013388493952672343
47,5.469546274694904e-05,0.012366717719773122
48,5.11775095760678e-05,0.011381741605452762
49,4.776369115453904e-05,0.010435996554053027
50,4.447163070858363e-05,0.009532566767278289
51,4.1287158483627094e-05,0.008673512230604148
52,3.8229456643699256e-05,0.007859824448516054
53,3.532089052039602e-05,0.007095137607183092
54,3.2541960449597064e-05,0.006379985292865472
55,2.9921942197598425e-05,0.005715969253392998
56,2.744757121449352e-05,0.005103028363986941
57,2.5144550671796402e-05,0.004542581048170643
58,2.2979756823204765e-05,0.004032888948101519
59,2.0992317714888125e-05,0.0035746537075832118
60,1.915403730860764e-05,0.003165427726223942
61,1.7478097407164126e-05,0.0028041316300230334
62,1.5951502887181665e-05,0.0024882513040692107
63,1.4575469448054493e-05,0.002215519237663012
64,1.3341894495440574e-05,0.0019832522490962354
65,1.2242428138878578e-05,0.0017882665842463654
66,1.1271910285013141e-05,0.0016272061346637562
67,1.0419032475909277e-05,0.0014967221587757803
68,9.676334605704269e-06,0.0013934289940348095
69,9.0327682492665e-06,0.0013139890035429645
70,8.481491634987577e-06,0.0012552019002778103
71,8.011007851617116e-06,0.0012138885415105287
72,7.6123855897770954e-06,0.001187218035655943
73,7.278076625970401e-06,0.0011725841284429361
74,6.997968053717858e-06,0.0011675701753721256
75,6.766623808154e-06,0.0011700988393122992
76,6.576000842411183e-06,0.0011783474344329154
77,6.419496441053487e-06,0.0011907579369596706
78,6.292728756322075e-06,0.0012059944012194625
79,6.190580290782868e-06,0.001223009436637594
80,6.108080110945503e-06,0.0012409618299469845
81,6.042163757093695e-06,0.0012591148068558824
82,5.990262703442357e-06,0.0012769634192732495
83,5.948940020249767e-06,0.0012941943406519934
84,5.91612672545403e-06,0.0013104712096050628
