,Trends trend_bitcoin_loss,Trends trend_bitcoin_val_loss
0,0.000959828702224723,0.15246288134501532
1,0.0013744612996770928,0.1329869582102849
2,0.001468781982951511,0.12804103126892677
3,0.0011690211518166156,0.12154091894626617
4,0.0009494818760476147,0.11023299510662372
5,0.0008271606482314662,0.09721562266349792
6,0.0007811896973110449,0.08572852955414699
7,0.0007452833233401179,0.07648145923247704
8,0.0006772984164014745,0.06832504501709571
9,0.0005935225232790869,0.06014291483622331
10,0.0005170077739211803,0.05184175475285603
11,0.00045533616391297144,0.04394575208425522
12,0.00040183859639980184,0.03680614496652897
13,0.00034851957864772814,0.030378933136279766
14,0.0002955921283081317,0.024528634949372366
15,0.0002480559437222277,0.01930116690122164
16,0.00020784080306139702,0.014825694262981415
17,0.00017344015157924822,0.011136730559743367
18,0.00014381308658182836,0.008179922229968585
19,0.00011952413227006148,0.00589523113404329
20,0.0001007740429486148,0.0042200049098867634
21,8.666592139679079e-05,0.003058650208493838
22,7.622521885563261e-05,0.002297134783405524
23,6.881330269747056e-05,0.00182947634647672
24,6.373842580405135e-05,0.0015636087001229709
25,6.0250275754907096e-05,0.0014240040730398435
26,5.779919984678809e-05,0.0013560073163646918
27,5.602807728931881e-05,0.0013241240521892905
28,5.466764056249164e-05,0.0013074059522925662
29,5.353388209746649e-05,0.0012951419384290392
30,5.254207140891455e-05,0.001282714862519732
31,5.163346997086102e-05,0.0012687395971554976
32,5.077125472150958e-05,0.00125327489625376
33,4.993820570794364e-05,0.0012367884538924466
34,4.912264977554934e-05,0.001219755128169289
35,4.831517127548488e-05,0.0012025370871504913
36,4.7511471935789676e-05,0.001185346466417496
37,4.6709015385623876e-05,0.001168293717245643
38,4.590584872997939e-05,0.0011514272146786635
39,4.510198722038275e-05,0.0011347545615325754
40,4.429814865803704e-05,0.001118264483431211
41,4.3493658197873556e-05,0.0011019469417918187
42,4.269196548333499e-05,0.0010857724835379766
43,4.189007701755215e-05,0.0010697506189059753
44,4.1092581131334344e-05,0.0010538561663662011
45,4.029893562591706e-05,0.001038077359016125
46,3.950851588832358e-05,0.0010224361456214236
47,3.872242366644339e-05,0.0010069315321743488
48,3.794264403740481e-05,0.0009915590232524734
49,3.7167283713083285e-05,0.0009763372363522649
50,3.639807772952526e-05,0.0009612670490661493
51,3.5635130608660314e-05,0.0009463562522656643
52,3.4878318799131266e-05,0.0009316152964647
53,3.4128483653498384e-05,0.0009170471099563516
54,3.338562041440477e-05,0.0009026605940352266
55,3.264993462765303e-05,0.0008884624291497928
56,3.1922166761852655e-05,0.0008744586509867356
57,3.12026845327077e-05,0.000860639435883898
58,3.0490798963000998e-05,0.0008470323474074786
59,2.9786972215963313e-05,0.0008336379139039379
60,2.9093424158278278e-05,0.0008204478877954758
61,2.8407378732271565e-05,0.000807492698256213
62,2.7732407033909112e-05,0.0007947354326741054
63,2.7064195539703807e-05,0.0007822292749411785
64,2.640781195413393e-05,0.0007699433570870986
65,2.576122782417e-05,0.0007578951951402884
66,2.5124168412450952e-05,0.0007460899113749082
67,2.4498486079839775e-05,0.0007345237536355853
68,2.3882695761410734e-05,0.0007232086858353936
69,2.3278238446577095e-05,0.0007121422095224261
70,2.2684704792761924e-05,0.0007013309603700271
71,2.2102172526781662e-05,0.0006907758249256473
72,2.153119665028778e-05,0.0006804814777122094
73,2.0971739524191853e-05,0.0006704495216791446
74,2.0424103310618262e-05,0.0006606822134926915
75,1.9888198879086234e-05,0.0006511822665253511
76,1.93643672201478e-05,0.0006419499762929403
77,1.8852573563120903e-05,0.0006329882352684552
78,1.835301128057136e-05,0.0006242973389677131
79,1.7865735711753725e-05,0.000615878738104724
80,1.7390845431901442e-05,0.0006077323028316292
81,1.692840011785917e-05,0.0005998583868719065
82,1.6478760489217864e-05,0.0005922567126197884
83,1.604076470147657e-05,0.0005849309023827887
84,1.5616402868965033e-05,0.0005778707340001487
85,1.5203819762413892e-05,0.0005710841326687771
86,1.4804400752137344e-05,0.000564562922451072
87,1.441741824237397e-05,0.000558314562882655
88,1.4042576157617777e-05,0.0005523231543170718
89,1.3680558332942803e-05,0.000546598260720762
90,1.333078185220634e-05,0.000541130519615343
91,1.2993374534394556e-05,0.0005359194429519658
92,1.2668241792058465e-05,0.0005309594607052321
93,1.2355258569676573e-05,0.0005262481863610446
94,1.2054225547986929e-05,0.0005217802469045497
95,1.1765205971851874e-05,0.0005175522797239515
96,1.148766477854224e-05,0.0005135588222541488
97,1.1221546768725742e-05,0.0005097949402765012
98,1.0967389593693391e-05,0.0005062515354858568
99,1.0723178652719631e-05,0.0005029301750115477
100,1.0491187577617193e-05,0.0004998145741410553
101,1.0269021144127832e-05,0.0004969069940181306
102,1.0058024634837728e-05,0.0004941967065231159
103,9.856388085329225e-06,0.0004916833086798971
104,9.665647177406265e-06,0.0004893505963711784
105,9.483811761758541e-06,0.00048719959942480695
106,9.31193517317297e-06,0.00048521873003874835
107,9.148896284526787e-06,0.0004834025435579511
108,8.994872762111929e-06,0.00048174354462669446
109,8.84933769367098e-06,0.00048023397819353984
110,8.712236054774481e-06,0.00047886678769897955
111,8.582759392083972e-06,0.00047763615237692226
112,8.461267235851175e-06,0.00047653330525813194
113,8.347009812636175e-06,0.00047555217931333644
114,8.239894388959958e-06,0.00047468380608524266
115,8.139342158896257e-06,0.0004739237528365965
116,8.045474994735112e-06,0.00047326316304791433
117,7.957619293217878e-06,0.00047269701295030804
118,7.875717686217216e-06,0.00047221804001870064
119,7.799355496619963e-06,0.00047181989961805253
120,7.728288262744452e-06,0.00047149676650475996
121,7.662247403809139e-06,0.00047124285125531827
122,7.600979503107597e-06,0.0004710512092480293
123,7.5440409196184755e-06,0.000470918809207013
124,7.491506354339295e-06,0.0004708379811535661
125,7.4428419513704e-06,0.0004708050490500262
126,7.397910149638147e-06,0.0004708150697227281
127,7.356495031602278e-06,0.0004708632522334273
128,7.318361685275494e-06,0.00047094520861999347
129,7.283265876349805e-06,0.00047105812252714083
130,7.251045889671122e-06,0.0004711971403314517
131,7.221490582546371e-06,0.00047135893524122925
132,7.194325217614488e-06,0.0004715405610533288
133,7.169564381771264e-06,0.0004717387850038134
134,7.14689648562993e-06,0.00047195041910387005
135,7.126136044742172e-06,0.0004721738111514312
