,Ventana chica_v2_loss,Ventana chica_v2_val_loss
0,0.00023689397774500807,0.054402010811662134
1,0.004071209528699168,0.09746510837196319
2,0.0024501762083417294,0.07073898114695036
3,0.0007398850961497216,0.008765918110335662
4,0.0003011048788937929,0.005043237296429516
5,0.00014477135428551,0.009179424671533187
6,0.0002419067161031731,0.0032122524323861677
7,6.340362123302828e-05,0.0041233644174211775
8,0.0001619348079527429,0.0036431390995136656
9,0.00012503916196630305,0.005723564181292106
10,0.00022252181724885742,0.004021138188281012
11,0.00020540078328258366,0.00946534868360551
12,0.0003057015349160348,0.0037313021877241775
13,0.00019445945750556811,0.010249063645851268
14,0.000323762801729442,0.0037699765694127535
15,0.00017422157185941668,0.00988891499101623
16,0.00031974113349996576,0.004186795320177127
