,Neuronas_n1024_loss,Neuronas_n1024_val_loss
0,0.0025562221425566717,0.04860341771580707
1,0.012936747456625125,0.08601149231538005
2,0.0029142905697735005,0.0421370740594535
3,0.0031573469766473196,0.027633384298319102
4,0.0016863664412127015,0.01308419319918786
5,0.0009275664863592796,0.004713854806005269
6,0.00033874553009391304,0.0011317158310577787
7,9.664474335337197e-05,0.0004478261509011018
8,4.452327591453708e-05,0.00044249233939609993
9,4.418495494576944e-05,0.00043954989396506687
10,4.344873527195719e-05,0.00043320268708356153
11,4.403983027374522e-05,0.00043296531490424927
12,4.399816167989783e-05,0.00043458639290826077
13,4.349850579096344e-05,0.0004348410065981677
14,4.342827048077751e-05,0.00043387779425401455
15,4.368322484440106e-05,0.00043339748738397814
16,4.402620287556214e-05,0.00043358907355102656
17,4.418715885005712e-05,0.00043378333191804847
18,4.421758417631553e-05,0.00043356344210861744
19,4.43205856953128e-05,0.0004331470699980855
20,4.457249214356543e-05,0.0004328289149521754
21,4.4923627025002195e-05,0.00043262243297636165
22,4.530571381967574e-05,0.0004324062109186218
23,4.571661386647577e-05,0.00043212402151662045
24,4.620770571285714e-05,0.00043181272293173374
25,4.6831242840177775e-05,0.00043152360347281584
26,4.7624225834593305e-05,0.00043129251236845366
27,4.8623705983975495e-05,0.0004311573822800627
28,4.988527538883098e-05,0.00043118468100397753
29,5.149081096470613e-05,0.000431472961469714
30,5.354733776198111e-05,0.0004321609144687824
31,5.620189755251792e-05,0.0004334371515560424
32,5.963971079313785e-05,0.00043555029705380917
33,6.412347346636595e-05,0.00043879756061681387
34,6.997121931033626e-05,0.000443528075809537
35,7.760971343016317e-05,0.00045004434316237084
36,8.754452164271504e-05,0.0004585830002338037
37,0.00010036273975522076,0.0004690834963373069
