,Criptos Close lisk_loss,Criptos Close lisk_val_loss
0,0.0014033372588994459,0.18999459810000807
1,0.0014978096404782504,0.16255883995659096
2,0.001612725913955653,0.14832134544849396
3,0.001379822427022063,0.13534775019184617
4,0.0011678004463218645,0.12008337842777742
5,0.0010320619653048347,0.10395076593830566
6,0.000952841302722477,0.0890373288969363
7,0.0008803877107845234,0.07588351129992935
8,0.0007876126126440103,0.06386075898512336
9,0.0006850512504908603,0.05241936315928609
10,0.000590855683380938,0.041747235746915676
11,0.0005082636414969356,0.03229877021748665
12,0.0004324202092887818,0.02434858344187421
13,0.00035990912910774045,0.017940766616793703
14,0.0002944084898903504,0.01314016213748327
15,0.0002386815563827553,0.009972440417517315
16,0.00019289725864198335,0.008361859970595225
17,0.00015588528871120623,0.008085641440404348
18,0.00012730844179360766,0.008835280568084934
19,0.00010662766263439235,0.010254797594975834
20,9.21833930943115e-05,0.01198119727109582
21,8.231257962799932e-05,0.013705551116303965
22,7.582736493945545e-05,0.015198382325778323
23,7.148100352920169e-05,0.016329429135465427
24,6.832958613753257e-05,0.017063982292147707
25,6.587316247457562e-05,0.017429567565602704
26,6.37595601215591e-05,0.0174897653935862
27,6.178848462312555e-05,0.017324528110421393
