,CombinacionTrends_n512_loss,CombinacionTrends_n512_val_loss
0,0.008749671066286921,0.13428756286358012
1,0.006031539794271705,0.09570544067470507
2,0.008865947299904522,0.09168604170453959
3,0.0075273534882513956,0.09610675480859034
4,0.0057938189309989585,0.09457997429644925
5,0.004647975733996123,0.08429790519434831
6,0.003929255615877009,0.07054222880423754
7,0.0036342009773542142,0.05892855040300852
8,0.0034490341384863033,0.051145956690969135
9,0.003078878900014806,0.045631103560157205
10,0.002602704511634235,0.040248101983947314
11,0.00217963006861251,0.03428826215623439
12,0.0018734558399809502,0.028521435442327082
13,0.0016588203544760573,0.023794366068196023
14,0.0014730252582451392,0.020204405460892052
15,0.0012916915075874876,0.017303405693550218
16,0.001140597469077028,0.014800234537186294
17,0.00103467655764229,0.012730229538918912
18,0.0009610539585908597,0.011157632056067044
19,0.0009016082648872987,0.010001193475106666
20,0.0008498267003003208,0.009092400139518854
21,0.000807987228999364,0.008342732739602697
22,0.000773387961089611,0.0077332588201709865
23,0.0007406591087172942,0.007235765831823322
24,0.0007075235279726571,0.006805600959743406
25,0.000674933632675173,0.006413848894038077
26,0.0006430062516217773,0.006056599717737101
27,0.000611036253193843,0.0057287758253728865
28,0.0005792645970359445,0.005418723251071127
29,0.000548326322038112,0.005123672115712844
30,0.0005182422852764527,0.0048406940654733745
31,0.0004892270923752723,0.004570021291381155
32,0.00046112202241717056,0.004310007924321054
33,0.00043411072793191877,0.004060475835469605
34,0.0004082942948858628,0.003820087468979516
35,0.0003836560604997493,0.0035887943452288366
36,0.00036018052079511443,0.0033683639779772566
37,0.0003377920713800209,0.003158222055651419
38,0.0003165289172206888,0.0029575236077452527
39,0.0002964484149418857,0.00276691065271567
40,0.00027744357953190634,0.0025872158197065196
41,0.0002595239610614619,0.0024169247460969047
42,0.0002427454248349043,0.002256404010354188
43,0.00022702087579969446,0.0021065226434890567
44,0.00021230522175212443,0.0019658838329173027
45,0.00019865577649753327,0.001834279771937036
46,0.00018600038796042403,0.001712236288485342
47,0.0001742816259201359,0.0015988051911398511
48,0.0001635009144572006,0.0014937112881298895
49,0.00015359878875903957,0.0013966537201134809
50,0.0001445614855573245,0.0013073626838774346
51,0.000136320938184943,0.001225529471412301
52,0.0001288264698480074,0.0011506279731094409
53,0.00012204399059430279,0.00108195753800201
54,0.00011593055805651706,0.0010197126459137633
55,0.00011040870971367534,0.0009632602416985165
56,0.00010544524461849881,0.0009117417182002602
57,0.00010101174689486795,0.0008654628235354334
58,9.702633107589537e-05,0.0008236504047466763
59,9.346566559083161e-05,0.0007859207743286401
60,9.028424108106557e-05,0.0007521252411460483
61,8.743134479107999e-05,0.0007217221661877615
62,8.488114230433779e-05,0.0006944265808032334
63,8.259413604311452e-05,0.0006700635335044186
64,8.05363640116913e-05,0.0006481987342570277
65,7.868150120999813e-05,0.0006286310321041223
66,7.700159382703982e-05,0.0006110948161222041
67,7.547480675583202e-05,0.0005954109418644816
68,7.407905106719092e-05,0.0005813223950768253
69,7.279750938867165e-05,0.0005686910777491914
70,7.161433384827359e-05,0.0005573151043038173
71,7.051507723765266e-05,0.0005470917609670125
72,6.948983003706511e-05,0.0005378838402390394
73,6.852640882274939e-05,0.0005295378732730517
74,6.761954090893858e-05,0.0005220132344669994
75,6.67592169614589e-05,0.000515152909659149
76,6.594232103055418e-05,0.0005089363629191086
77,6.51627562819022e-05,0.000503254739899488
78,6.441641493563957e-05,0.0004980562739181278
79,6.370154051705606e-05,0.0004933146143000273
80,6.301318516589476e-05,0.0004889319005861193
81,6.235063069496015e-05,0.00048491975557508654
82,6.171184247051869e-05,0.00048121137560570035
83,6.109466722727507e-05,0.00047777868652095396
84,6.049940616478501e-05,0.0004746089274620359
85,5.992280960620927e-05,0.0004716582546792068
86,5.9366192450899435e-05,0.00046891815781100897
87,5.8826808986620676e-05,0.0004663690141851789
88,5.830542481974056e-05,0.000463994641402929
89,5.780048285351381e-05,0.00046177472900492194
90,5.731233588825301e-05,0.00045970612976314694
91,5.68396058408597e-05,0.0004577672038088157
92,5.6382404945070867e-05,0.00045595647119542305
93,5.593982065362781e-05,0.00045425710522559013
94,5.551179772779485e-05,0.00045266744731550757
95,5.509742106954653e-05,0.00045117575892022457
96,5.4696778659427795e-05,0.00044977874896521197
97,5.4309182334022234e-05,0.00044846667669949
98,5.3934286568974865e-05,0.0004472382756046437
99,5.357185113223687e-05,0.0004460843930277845
100,5.322106291463695e-05,0.0004450049955162337
101,5.288218924489365e-05,0.00044399147569576557
102,5.255409407003879e-05,0.00044304444374323917
103,5.2237224986913196e-05,0.00044215614465868165
104,5.193066175414206e-05,0.0004413251874797132
105,5.163440353540843e-05,0.00044054898096184276
106,5.134777964632048e-05,0.00043982233525649913
107,5.107079924454902e-05,0.0004391445170809654
108,5.080287310297483e-05,0.00043851128195936996
109,5.0543874645024945e-05,0.00043792331968594726
110,5.029331943409614e-05,0.00043737379520938826
111,5.005119191469282e-05,0.0004368651385322727
112,4.981693100176173e-05,0.0004363914044445445
113,4.9590379258633814e-05,0.0004359532650105184
114,4.9371253592015685e-05,0.0004355471742462538
115,4.9159288304006877e-05,0.0004351714371045216
116,4.895440239730912e-05,0.00043482597898584845
117,4.8756022242114656e-05,0.0004345079691245638
118,4.856418559813454e-05,0.000434216377512691
119,4.837859632553073e-05,0.0004339481572802553
120,4.819900921616843e-05,0.0004337051463174238
121,4.8025089492365695e-05,0.00043348232304259876
122,4.785696707596339e-05,0.0004332808492673111
123,4.769418880861285e-05,0.0004330987944374739
124,4.753666900964079e-05,0.00043293553532968305
125,4.738411099560313e-05,0.00043278862789123394
126,4.723657782479917e-05,0.0004326585086795833
