,CombinacionTrends_n512_loss,CombinacionTrends_n512_val_loss
127,4.709366099820633e-05,0.0004325431805698137
128,4.69553729769474e-05,0.00043244256628623725
129,4.682138973001348e-05,0.00043235470750904373
130,4.669179066570058e-05,0.00043227978655533203
131,4.656619500889357e-05,0.0004322160712453997
132,4.6444663518020114e-05,0.00043216353983500564
133,4.632693513673891e-05,0.0004321213616941381
134,4.621297591058109e-05,0.00043208858576314205
135,4.6102520643436384e-05,0.00043206437171072884
136,4.5995644060225795e-05,0.00043204838668274554
137,4.589209033158907e-05,0.0004320403941687539
138,4.579180062262759e-05,0.0004320390527163386
139,4.569468975445823e-05,0.0004320444161843123
140,4.560066259602598e-05,0.00043205595635487857
141,4.550961285144433e-05,0.0004320729332547849
142,4.54214123133222e-05,0.0004320948919276011
143,4.5335999094204035e-05,0.0004321217718239788
144,4.525333309269125e-05,0.0004321526556714684
145,4.517320226061683e-05,0.00043218768865469544
146,4.5095699470979965e-05,0.0004322262515645774
147,4.502056634365367e-05,0.0004322679683930059
148,4.4947915237822475e-05,0.00043231263507864084
