,TodasVariablesCriptoTrends_n512_loss,TodasVariablesCriptoTrends_n512_val_loss
0,0.0007688211447272736,0.16060304641723633
1,0.0029074095476132175,0.16302279096383315
2,0.001876809101444311,0.16955035695662865
3,0.0012444281713284838,0.15748170935190642
4,0.0009810125182132022,0.13981550473433274
5,0.0011236299268113305,0.12861352700453538
6,0.001166112315751469,0.12287443532393529
7,0.0010212699193149232,0.11645046449624576
8,0.0008847494408165893,0.10755687493544358
9,0.0008296088243906314,0.09867061330721928
10,0.0008074653820725731,0.09126622172502372
11,0.0007496932958019897,0.08446806325362279
12,0.0006723044531939265,0.07729722559452057
13,0.0006097989333703971,0.07005471220383278
14,0.0005614339998618772,0.06327953934669495
15,0.0005077858133098254,0.05684305956730476
16,0.0004497592968758769,0.050543828652455255
17,0.0003979912681433444,0.044516449937453635
18,0.00035116566085399914,0.03889631308042086
19,0.00030441649981254997,0.03361867712094234
20,0.00026153591366332525,0.028734780848026276
21,0.00022279091018180436,0.024291847474299945
22,0.00018732369930008784,0.020291220110196333
23,0.00015615977071530113,0.016754913215453807
24,0.0001287986822437513,0.0136711669082825
25,0.00010549116856194675,0.011031780105370741
26,8.622424390453559e-05,0.008819809613319544
27,7.031697756386935e-05,0.006993614567013888
28,5.7740447328587135e-05,0.005518553563608573
29,4.80053663173189e-05,0.00435129445619308
30,4.054701961509776e-05,0.003441283730073617
31,3.5048154901372843e-05,0.0027454449938466917
32,3.1019231335868914e-05,0.0022217663578115976
33,2.8057009051106154e-05,0.0018314136407123162
34,2.5891514759188376e-05,0.0015443845902784513
35,2.4232830583059695e-05,0.0013336734846234322
36,2.292476689875072e-05,0.0011798991427685206
37,2.1828031094628386e-05,0.001067514495494274
38,2.0862566368752876e-05,0.00098480166007693
39,1.9981742682900334e-05,0.0009237247913216169
40,1.9153687180033347e-05,0.0008777562493028549
41,1.8368788215201886e-05,0.0008427769465085405
42,1.761799782028762e-05,0.0008154310590515917
43,1.690259740336422e-05,0.0007935298714213646
44,1.6220252151609973e-05,0.0007754312380431936
45,1.5572677791799204e-05,0.0007600188076209563
46,1.4958620620466088e-05,0.0007465270867284674
47,1.4378880783064793e-05,0.000734364022859014
48,1.3833253433404025e-05,0.0007232281988343367
49,1.3320074161198976e-05,0.0007128522623903477
50,1.2838453463141028e-05,0.0007031163236556145
51,1.2387194986401413e-05,0.0006939206057443068
52,1.1965118993919952e-05,0.0006851893849670887
53,1.1570933163686557e-05,0.0006769096138528907
54,1.1202821427174898e-05,0.0006690548123935094
55,1.0859952453756705e-05,0.0006616033900242585
56,1.0540882018316412e-05,0.0006545398366422608
57,1.0244037097296454e-05,0.0006478655760964522
58,9.96826996085404e-06,0.0006415397466088717
59,9.71271324837849e-06,0.0006355678107446203
60,9.475743634259114e-06,0.0006299259750029215
61,9.256620230119621e-06,0.0006245965979850063
62,9.054153364419248e-06,0.0006195730887926542
63,8.867107890882135e-06,0.0006148269077619681
64,8.694745544674403e-06,0.0006103594608318347
65,8.535998054307689e-06,0.000606136700998132
66,8.390036240458498e-06,0.0006021617535644999
67,8.2559239357439e-06,0.0005984082818031311
68,8.13289513574161e-06,0.0005948746917196191
69,8.020113017874582e-06,0.0005915395987148469
70,7.916905255674814e-06,0.0005883976387289854
71,7.82253835915561e-06,0.0005854351284842079
72,7.736378882747465e-06,0.0005826426204293966
73,7.657786157394115e-06,0.0005800141415630395
74,7.586147778336173e-06,0.0005775342176023584
75,7.5210184254851465e-06,0.0005752003590504711
76,7.461776634115197e-06,0.0005729980677222976
77,7.408035833997508e-06,0.0005709290182074675
78,7.359257936584002e-06,0.0005689751392660233
79,7.315136267257353e-06,0.0005671397442571246
80,7.275177827418352e-06,0.0005654098036197516
81,7.239102387757157e-06,0.000563782281600512
82,7.206520632070561e-06,0.0005622514738486364
83,7.177148448205956e-06,0.0005608106640955576
84,7.150700132395006e-06,0.0005594543629111006
85,7.126932674649512e-06,0.0005581825434301908
86,7.105540694633069e-06,0.0005569846566336659
87,7.086380841988453e-06,0.0005558608905770457
88,7.069186197510974e-06,0.0005548040722855008
89,7.05380559268703e-06,0.0005538134943120754
90,7.040033700342554e-06,0.000552882740381532
91,7.0277352593760815e-06,0.0005520100015788698
92,7.016770496193203e-06,0.0005511915167936912
93,7.006999908298894e-06,0.0005504257994918869
94,6.9982965249857025e-06,0.0005497084303687399
95,6.990558115551092e-06,0.0005490360378574294
96,6.983700062007231e-06,0.0005484084204698985
97,6.977592577711151e-06,0.0005478198514678157
98,6.972217761358479e-06,0.0005472709442703769
99,6.967451414451576e-06,0.0005467607227798838
100,6.963212871806508e-06,0.0005462825244579178
101,6.95951679902534e-06,0.0005458386104482298
102,6.956241385034025e-06,0.0005454259539524523
103,6.953364303486664e-06,0.0005450413804143094
104,6.950848833534669e-06,0.0005446847958060411
105,6.948635062214565e-06,0.0005443542882298621
106,6.9466969639856524e-06,0.0005440475786319718
107,6.945029641568768e-06,0.0005437653565492767
108,6.943558927420012e-06,0.0005435050160695727
109,6.942279714376827e-06,0.0005432643184366708
110,6.94120031906865e-06,0.0005430435994639993
111,6.94025402481202e-06,0.0005428418203686866
112,6.939443953622405e-06,0.0005426560439026126
113,6.938755606055425e-06,0.0005424874073539216
114,6.938179624809821e-06,0.0005423344510535782
115,6.937690237953995e-06,0.0005421952765363341
116,6.937294940074095e-06,0.0005420705106539222
117,6.936948046551641e-06,0.000541957278843396
118,6.936697585702999e-06,0.0005418583392523802
119,6.9364802864304065e-06,0.0005417688382574572
120,6.93633244107052e-06,0.0005416911175976006
121,6.936210017836576e-06,0.0005416225489730445
122,6.936145321280772e-06,0.0005415647845858565
123,6.936102172753285e-06,0.0005415150841984611
124,6.9360960249189074e-06,0.0005414732776653881
125,6.936135185661931e-06,0.0005414409992786554
126,6.93616064276844e-06,0.0005414150700044746
127,6.936228338907733e-06,0.0005413953689500117
128,6.936343879715423e-06,0.0005413853751423841
129,6.936424571134781e-06,0.0005413776290459702
130,6.93656582265808e-06,0.0005413779514268613
131,6.9367019845091045e-06,0.0005413832169814178
132,6.936841758103513e-06,0.0005413926824425849
133,6.937009769759383e-06,0.0005414075477836797
134,6.937179189383012e-06,0.0005414278577798262
135,6.937355194098088e-06,0.000541451727398313
136,6.937557110667023e-06,0.0005414799625913685
137,6.937748944087966e-06,0.0005415109693645858
138,6.937962316792086e-06,0.0005415461357468023
139,6.938180997797015e-06,0.0005415843065398244
