,Criptos Close litecoin_loss,Criptos Close litecoin_val_loss
0,0.001066481806656856,0.15093659666868356
1,0.0014314786878038342,0.1299896905055413
2,0.0015819543421877404,0.12427606032444881
3,0.0013103545083700179,0.11769728477184589
4,0.0010989334349198123,0.1064429718714494
5,0.0009806583313128124,0.09320952227482429
6,0.0009375805798649358,0.08123335815393008
7,0.0009116761077446147,0.07146832576164833
8,0.0008567288370194057,0.06303558326684512
9,0.0007802935858937696,0.05484131437081557
10,0.0007059248757566541,0.0466719212440344
11,0.0006433246296812565,0.03886282272063769
12,0.0005892146252265845,0.03176507296470495
13,0.0005355902954201716,0.025445143763835613
14,0.0004794135210641588,0.019815809165055934
15,0.00042403376014240517,0.014867547899484634
16,0.00037244357316432375,0.010699798138095783
17,0.0003250409245083574,0.0074074321354811005
18,0.00028050902899569616,0.005008490254672674
19,0.0002385899598056522,0.0034940637146624234
20,0.00020086676326732582,0.002851552043396693
21,0.00016759983443010313,0.003028267099020573
22,0.00013832584646969245,0.003934076378265252
23,0.00011316571908537298,0.005452993934830794
24,9.223612449624433e-05,0.007439957215235784
25,7.517934360433943e-05,0.00973157505862988
26,6.156260552905643e-05,0.01216445633998284
27,5.0996290925608126e-05,0.014588300568553118
28,4.3033280165288416e-05,0.016861930632820495
29,3.717796296489094e-05,0.018876497848675802
30,3.292662411415502e-05,0.02056237166890731
