Date,bitcoin,prediccion_f1v2n4e20
2018-04-28,9348.48,9634.915
2018-04-29,9419.08,9701.147
2018-04-30,9240.55,9881.869
2018-05-01,9119.01,9777.385
2018-05-02,9235.92,9652.317
2018-05-03,9743.86,9700.876
2018-05-04,9700.76,10070.79
2018-05-05,9858.15,10258.165
2018-05-06,9654.8,10306.169
2018-05-07,9373.01,10446.508
2018-05-08,9234.82,10241.167
2018-05-09,9325.18,10030.453
2018-05-10,9043.94,10044.1455
2018-05-11,8441.49,9725.35
2018-05-12,8504.89,9420.007
2018-05-13,8723.94,9287.374
2018-05-14,8716.79,9446.981
2018-05-15,8510.38,9645.5
2018-05-16,8368.83,9589.033
2018-05-17,8094.32,9357.433
2018-05-18,8250.97,9241.528
2018-05-19,8247.18,9299.241
2018-05-20,8513.25,9311.14
2018-05-21,8418.99,9353.073
2018-05-22,8041.78,9293.44
2018-05-23,7557.82,8786.174
2018-05-24,7587.34,8102.4453
2018-05-25,7480.14,7897.926
