Date,bitcoin,prediccion_f1v7n4e20
2018-05-03,9743.86,7290.0806
2018-05-04,9700.76,7540.296
2018-05-05,9858.15,7675.5596
2018-05-06,9654.8,7844.1914
2018-05-07,9373.01,7874.7534
2018-05-08,9234.82,7785.2603
2018-05-09,9325.18,7790.862
2018-05-10,9043.94,7837.3574
2018-05-11,8441.49,7682.1377
2018-05-12,8504.89,7585.865
2018-05-13,8723.94,7417.3877
2018-05-14,8716.79,7448.4946
2018-05-15,8510.38,7451.6826
2018-05-16,8368.83,7340.198
2018-05-17,8094.32,7277.149
2018-05-18,8250.97,7202.496
2018-05-19,8247.18,7157.925
2018-05-20,8513.25,7138.762
2018-05-21,8418.99,7226.814
2018-05-22,8041.78,7199.851
2018-05-23,7557.82,7028.4834
2018-05-24,7587.34,6838.857
2018-05-25,7480.14,6818.5273
