Date,bitcoin,prediccion_f5v2n4e20
2018-05-02,9235.92,9099.341
2018-05-03,9743.86,8992.633
2018-05-04,9700.76,9177.649
2018-05-05,9858.15,9029.47
2018-05-06,9654.8,8822.702
2018-05-07,9373.01,8897.435
2018-05-08,9234.82,9058.368
2018-05-09,9325.18,9081.875
2018-05-10,9043.94,9106.135
2018-05-11,8441.49,9215.367
2018-05-12,8504.89,9000.754
2018-05-13,8723.94,8660.37
2018-05-14,8716.79,8434.258
2018-05-15,8510.38,8144.0273
2018-05-16,8368.83,7505.5425
2018-05-17,8094.32,7164.679
2018-05-18,8250.97,7328.0312
2018-05-19,8247.18,7532.06
2018-05-20,8513.25,7517.815
2018-05-21,8418.99,7268.6924
2018-05-22,8041.78,7035.8525
2018-05-23,7557.82,6997.734
2018-05-24,7587.34,7073.655
2018-05-25,7480.14,7093.854
