Date,bitcoin,prediccion_f5v5n2e20
2018-05-05,9858.15,9886.35
2018-05-06,9654.8,9794.051
2018-05-07,9373.01,9811.207
2018-05-08,9234.82,9876.055
2018-05-09,9325.18,9895.143
2018-05-10,9043.94,9985.593
2018-05-11,8441.49,9912.083
2018-05-12,8504.89,9812.104
2018-05-13,8723.94,9707.551
2018-05-14,8716.79,9647.173
2018-05-15,8510.38,9424.856
2018-05-16,8368.83,9337.127
2018-05-17,8094.32,9113.805
2018-05-18,8250.97,9074.896
2018-05-19,8247.18,9089.646
2018-05-20,8513.25,9068.991
2018-05-21,8418.99,9089.82
2018-05-22,8041.78,9084.48
2018-05-23,7557.82,8972.639
2018-05-24,7587.34,8870.711
2018-05-25,7480.14,8882.855
