Date,bitcoin,prediccion_f7v2n4e35
2018-05-04,9700.76,7812.3276
2018-05-05,9858.15,7807.233
2018-05-06,9654.8,7946.033
2018-05-07,9373.01,7923.6875
2018-05-08,9234.82,7832.8555
2018-05-09,9325.18,7822.4287
2018-05-10,9043.94,7991.3496
2018-05-11,8441.49,8148.0596
2018-05-12,8504.89,8173.519
2018-05-13,8723.94,8173.875
2018-05-14,8716.79,8035.6357
2018-05-15,8510.38,7906.901
2018-05-16,8368.83,7884.1177
2018-05-17,8094.32,7841.669
2018-05-18,8250.97,7589.3716
2018-05-19,8247.18,7401.4795
2018-05-20,8513.25,7481.187
2018-05-21,8418.99,7553.8076
2018-05-22,8041.78,7496.797
2018-05-23,7557.82,7388.774
2018-05-24,7587.34,7266.68
2018-05-25,7480.14,7214.383
