Date,bitcoin,prediccion_f2v7n2e20
2018-05-04,9700.76,6185.0493
2018-05-05,9858.15,6369.303
2018-05-06,9654.8,6513.3066
2018-05-07,9373.01,6693.009
2018-05-08,9234.82,6757.891
2018-05-09,9325.18,6722.411
2018-05-10,9043.94,6735.847
2018-05-11,8441.49,6809.753
2018-05-12,8504.89,6637.7007
2018-05-13,8723.94,6615.514
2018-05-14,8716.79,6532.193
2018-05-15,8510.38,6546.721
2018-05-16,8368.83,6588.176
2018-05-17,8094.32,6522.298
2018-05-18,8250.97,6460.661
2018-05-19,8247.18,6454.8354
2018-05-20,8513.25,6447.0015
2018-05-21,8418.99,6417.862
2018-05-22,8041.78,6481.648
2018-05-23,7557.82,6417.2217
2018-05-24,7587.34,6225.891
2018-05-25,7480.14,6023.5366
