Date,bitcoin,prediccion_f1v2n2e20
2018-04-28,9348.48,7949.4224
2018-04-29,9419.08,8080.77
2018-04-30,9240.55,8188.429
2018-05-01,9119.01,8085.311
2018-05-02,9235.92,8068.8706
2018-05-03,9743.86,8125.836
2018-05-04,9700.76,8701.008
2018-05-05,9858.15,9112.856
2018-05-06,9654.8,9453.963
2018-05-07,9373.01,9344.679
2018-05-08,9234.82,8892.474
2018-05-09,9325.18,8808.322
2018-05-10,9043.94,9001.915
2018-05-11,8441.49,8827.916
2018-05-12,8504.89,8630.252
2018-05-13,8723.94,8755.502
2018-05-14,8716.79,8856.448
2018-05-15,8510.38,8962.816
2018-05-16,8368.83,8843.779
2018-05-17,8094.32,8693.554
2018-05-18,8250.97,8568.182
2018-05-19,8247.18,8644.454
2018-05-20,8513.25,8566.553
2018-05-21,8418.99,8717.362
2018-05-22,8041.78,8598.057
2018-05-23,7557.82,8228.975
2018-05-24,7587.34,7736.133
2018-05-25,7480.14,7639.533
