Date,bitcoin,prediccion_f1v7n4e20
2018-05-03,9743.86,8891.191
2018-05-04,9700.76,8949.005
2018-05-05,9858.15,8947.859
2018-05-06,9654.8,8959.749
2018-05-07,9373.01,8916.89
2018-05-08,9234.82,8851.856
2018-05-09,9325.18,8753.084
2018-05-10,9043.94,8733.23
2018-05-11,8441.49,8502.798
2018-05-12,8504.89,8237.54
2018-05-13,8723.94,8009.5605
2018-05-14,8716.79,7899.034
2018-05-15,8510.38,7862.0317
2018-05-16,8368.83,7679.297
2018-05-17,8094.32,7508.63
2018-05-18,8250.97,7327.1016
2018-05-19,8247.18,7361.286
2018-05-20,8513.25,7278.0366
2018-05-21,8418.99,7288.221
2018-05-22,8041.78,7170.4233
2018-05-23,7557.82,6862.5996
2018-05-24,7587.34,6507.883
2018-05-25,7480.14,6352.2715
