Date,bitcoin,prediccion_f1v2n4e20
2018-04-28,9348.48,7211.9
2018-04-29,9419.08,7275.8047
2018-04-30,9240.55,7406.4062
2018-05-01,9119.01,7310.953
2018-05-02,9235.92,7210.24
2018-05-03,9743.86,7262.989
2018-05-04,9700.76,7689.1426
2018-05-05,9858.15,7989.21
2018-05-06,9654.8,8200.147
2018-05-07,9373.01,8192.842
2018-05-08,9234.82,7884.18
2018-05-09,9325.18,7708.543
2018-05-10,9043.94,7726.74
2018-05-11,8441.49,7442.5244
2018-05-12,8504.89,7226.5327
2018-05-13,8723.94,7145.9004
2018-05-14,8716.79,7268.537
2018-05-15,8510.38,7422.4375
2018-05-16,8368.83,7340.207
2018-05-17,8094.32,7165.2017
2018-05-18,8250.97,7081.7437
2018-05-19,8247.18,7087.4966
2018-05-20,8513.25,7093.8267
2018-05-21,8418.99,7186.6963
2018-05-22,8041.78,7113.686
2018-05-23,7557.82,6762.5723
2018-05-24,7587.34,6279.415
2018-05-25,7480.14,6154.678
