Date,bitcoin,prediccion_f5v1n4e20
2018-05-01,9119.01,6963.0684
2018-05-02,9235.92,6651.783
2018-05-03,9743.86,6851.5093
2018-05-04,9700.76,6773.873
2018-05-05,9858.15,6618.158
2018-05-06,9654.8,6546.908
2018-05-07,9373.01,6647.6807
2018-05-08,9234.82,6949.2695
2018-05-09,9325.18,6889.7974
2018-05-10,9043.94,6938.599
2018-05-11,8441.49,6723.034
2018-05-12,8504.89,6573.0425
2018-05-13,8723.94,6725.221
2018-05-14,8716.79,7074.8438
2018-05-15,8510.38,6652.439
2018-05-16,8368.83,7137.342
2018-05-17,8094.32,6956.548
2018-05-18,8250.97,7091.7886
2018-05-19,8247.18,7211.3423
2018-05-20,8513.25,7103.662
2018-05-21,8418.99,6871.5815
2018-05-22,8041.78,7125.853
2018-05-23,7557.82,7107.7036
2018-05-24,7587.34,6980.982
2018-05-25,7480.14,7085.698
