Date,bitcoin,prediccion_f1v2n2e20
2018-04-28,9348.48,10293.041
2018-04-29,9419.08,10237.618
2018-04-30,9240.55,10344.296
2018-05-01,9119.01,10145.528
2018-05-02,9235.92,9975.231
2018-05-03,9743.86,10044.868
2018-05-04,9700.76,10257.706
2018-05-05,9858.15,10370.505
2018-05-06,9654.8,10422.297
2018-05-07,9373.01,10330.333
2018-05-08,9234.82,10126.802
2018-05-09,9325.18,9959.555
2018-05-10,9043.94,10004.995
2018-05-11,8441.49,9815.313
2018-05-12,8504.89,9536.326
2018-05-13,8723.94,9498.495
2018-05-14,8716.79,9597.929
2018-05-15,8510.38,9796.28
2018-05-16,8368.83,9756.603
2018-05-17,8094.32,9500.6045
2018-05-18,8250.97,9364.058
2018-05-19,8247.18,9431.226
2018-05-20,8513.25,9407.47
2018-05-21,8418.99,9420.664
2018-05-22,8041.78,9364.164
2018-05-23,7557.82,8886.906
2018-05-24,7587.34,8367.76
2018-05-25,7480.14,8191.57
