,f1v1n4e30_loss,f1v1n4e30_val_loss
0,0.09668789268062265,0.18272934775603444
1,0.08552360383789921,0.1620467313026127
2,0.07688954453495138,0.13948655677469154
3,0.06935570026792261,0.1213717833161354
4,0.0636782894135286,0.10780849013673632
5,0.05901067500585063,0.09465752032242324
6,0.055718429722943566,0.08401910117582272
7,0.05252936488022303,0.07439774608141497
8,0.0501015484921954,0.0678086751385739
9,0.048266815975715416,0.06061465106904507
10,0.046506746924282735,0.05651988147904998
11,0.0450691476921878,0.05142503378814772
12,0.04365819903584069,0.04718918088627489
13,0.04246980895628112,0.044642124030935135
14,0.0417896750802235,0.03956764867823375
15,0.039838021698996896,0.038612103187724164
16,0.038613859911792114,0.037813675834944376
17,0.03784384877324,0.03567864589001003
18,0.0362041216080263,0.03422597447704328
19,0.03524800139119455,0.03363800333126595
20,0.034231297161452005,0.02967496907436534
21,0.03286732229289864,0.027792468470962423
22,0.03189566289355879,0.028277925803865258
23,0.030390607988186467,0.02615982098014731
24,0.029310138581360765,0.02481576643492046
25,0.028081734164273876,0.023034095421041314
26,0.02700445803299342,0.021625895494301068
27,0.02570392247512827,0.0212877344242052
28,0.02446753862475023,0.02067574824353582
29,0.02326351614725501,0.020189149599326283
