Date,bitcoin,prediccion_f1v1n4e20
2018-04-27,8987.05,8716.443
2018-04-28,9348.48,8362.41
2018-04-29,9419.08,8710.814
2018-04-30,9240.55,8730.061
2018-05-01,9119.01,8464.069
2018-05-02,9235.92,8439.944
2018-05-03,9743.86,8584.98
2018-05-04,9700.76,8933.289
2018-05-05,9858.15,8905.532
2018-05-06,9654.8,9081.601
2018-05-07,9373.01,8979.018
2018-05-08,9234.82,8639.59
2018-05-09,9325.18,8449.594
2018-05-10,9043.94,8457.082
2018-05-11,8441.49,8081.9766
2018-05-12,8504.89,7604.5776
2018-05-13,8723.94,7714.647
2018-05-14,8716.79,7946.873
2018-05-15,8510.38,8062.9155
2018-05-16,8368.83,7822.617
2018-05-17,8094.32,7682.5444
2018-05-18,8250.97,7433.558
2018-05-19,8247.18,7622.1724
2018-05-20,8513.25,7530.5586
2018-05-21,8418.99,7738.1304
2018-05-22,8041.78,7552.7095
2018-05-23,7557.82,7099.047
2018-05-24,7587.34,6703.8584
2018-05-25,7480.14,6804.8325
